"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.910','9.924','9.920','9.913','9.910','9.910','9.908','9.906','9.900','9.904','9.900','9.897','9.900','9.900','9.902','9.912','9.925','9.946','9.970','9.994','0.019','0.028','0.038','0.052','9.937',
"2",'0.060','0.078','0.088','0.096','0.110','0.124','0.136','0.148','0.142','0.164','0.177','0.181','0.186','0.195','0.209','0.225','0.228','0.243','0.253','0.271','0.297','0.311','0.326','0.336','0.191',
"3",'0.345','0.359','0.367','0.373','0.376','0.387','0.406','0.398','0.397','0.408','0.398','0.399','0.395','0.393','0.392','0.393','0.398','0.402','0.407','0.427','0.441','0.454','0.452','0.452','0.401',
"4",'0.447','0.456','0.454','0.450','0.458','0.466','0.472','0.475','0.478','0.474','0.465','0.464','0.451','0.451','0.455','0.441','0.433','0.441','0.447','0.457','0.462','0.459','0.438','0.443','0.456',
"5",'0.445','0.445','0.432','0.427','0.427','0.425','0.427','0.439','0.435','0.433','0.437','0.436','0.430','0.426','0.426','0.422','0.422','0.424','0.424','0.436','0.448','0.458','0.466','0.472','0.436',
"6",'0.473','0.473','0.468','0.470','0.476','0.476','0.474','0.472','0.460','0.448','0.443','0.432','0.417','0.411','0.397','0.391','0.388','0.381','0.379','0.389','0.390','0.407','0.405','0.407','0.430',
"7",'0.407','0.407','0.405','0.407','0.417','0.427','0.420','0.419','0.407','0.397','0.382','0.376','0.364','0.338','0.324','0.326','0.314','0.316','0.320','0.346','0.366','0.376','0.376','0.376','0.376',
"8",'0.370','0.374','0.378','0.380','0.380','0.382','0.374','0.358','0.352','0.342','0.329','0.313','0.303','0.291','0.273','0.265','0.253','0.255','0.257','0.275','0.287','0.289','0.291','0.283','0.319',
"9",'0.276','0.262','0.248','0.240','0.236','0.228','0.220','0.198','0.192','0.168','0.144','0.122','0.102','0.087','0.076','0.064','0.050','0.048','0.046','0.052','0.064','0.062','0.056','0.050','0.137',
"10",'0.044','0.038','0.024','0.014','0.006','0.009','0.012','0.010','0.004','9.996','9.994','9.984','9.982','9.980','9.980','9.984','9.990','0.006','0.022','0.048','0.062','0.066','0.072','0.066','0.016',
"11",'0.069','0.074','0.075','0.077','0.085','0.083','0.087','0.089','0.085','0.083','0.078','0.076','0.070','0.062','0.054','0.060','0.056','0.062','0.072','0.086','0.094','0.108','0.118','0.122','0.080',
"12",'0.126','0.126','0.131','0.128','0.126','0.132','0.126','0.116','0.108','0.102','0.088','0.072','0.058','0.052','0.040','0.040','0.036','0.042','0.038','0.036','0.042','0.046','0.040','0.050','0.079',
"13",'0.048','0.052','0.052','0.066','0.076','0.090','0.096','0.098','0.094','0.084','0.074','0.068','0.060','0.078','0.062','0.068','0.068','0.088','0.106','0.114','0.137','0.137','0.144','0.148','0.088',
"14",'0.154','0.150','0.150','0.154','0.162','0.164','0.170','0.168','0.166','0.162','0.155','0.145','0.135','0.129','0.119','0.111','0.113','0.111','0.109','0.117','0.129','0.131','0.131','0.133','0.140',
"15",'0.127','0.116','0.111','0.099','0.094','0.085','0.079','0.073','0.065','0.049','0.033','0.024','0.005','9.994','9.971','9.954','9.957','9.963','9.957','9.967','9.971','9.967','9.969','9.962','0.025',
"16",'9.949','9.931','9.915','9.915','9.903','9.898','9.887','9.907','9.903','9.893','9.898','9.887','9.889','9.889','9.885','9.876','9.873','9.871','9.873','9.879','9.886','9.885','9.873','9.873','9.893',
"17",'9.863','9.853','9.841','9.839','9.837','9.834','9.831','9.824','9.823','9.815','9.809','9.815','9.816','9.817','9.803','9.801','9.802','9.811','9.809','9.818','9.823','9.827','9.824','9.819','9.823',
"18",'9.818','9.817','9.818','9.813','9.813','9.806','9.805','9.800','9.799','9.797','9.790','9.783','9.773','9.758','9.748','9.739','9.734','9.727','9.740','9.744','9.767','9.766','9.763','9.764','9.778',
"19",'9.759','9.752','9.753','9.753','9.756','9.769','9.776','9.783','9.789','9.790','9.773','9.780','9.779','9.791','9.801','9.817','9.821','9.836','9.848','9.865','9.883','9.909','9.917','9.928','9.810',
"20",'9.941','9.955','9.965','9.978','9.991','0.005','0.016','0.021','0.025','0.023','0.021','0.019','0.010','0.018','0.019','0.022','0.026','0.039','0.047','0.066','0.078','0.090','0.098','0.106','0.024',
"21",'0.111','0.116','0.114','0.118','0.125','0.135','0.133','0.135','0.133','0.131','0.125','0.123','0.125','0.123','0.125','0.125','0.127','0.127','0.135','0.138','0.149','0.157','0.155','0.163','0.131',
