"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.093','9.115','9.139','9.177','9.191','9.211','9.244','9.279','9.311','9.339','9.345','9.355','9.363','9.378','9.385','9.411','9.433','9.447','9.469','9.489','9.503','9.523','9.535','9.556','9.345',
"2",'9.570','9.594','9.610','9.616','9.628','9.646','9.663','9.703','9.742','9.772','9.783','9.797','9.813','9.840','9.866','9.896','9.929','9.957','9.985','0.011','0.027','0.055','0.079','0.097','9.820',
"3",'0.118','0.142','0.158','0.170','0.178','0.191','0.202','0.226','0.231','0.247','0.242','0.236','0.229','0.216','0.196','0.202','0.200','0.176','0.143','0.081','0.070','0.052','0.042','0.006','0.165',
"4",'9.967','9.936','9.909','9.881','9.875','9.855','9.829','9.841','9.839','9.847','9.848','9.834','9.816','9.798','9.809','9.809','9.808','9.812','9.829','9.826','9.841','9.836','9.834','9.834','9.846',
"5",'9.841','9.843','9.843','9.849','9.847','9.849','9.847','9.853','9.849','9.851','9.844','9.818','9.798','9.782','9.762','9.746','9.728','9.712','9.692','9.670','9.640','9.603','9.574','9.540','9.766',
"6",'9.517','9.508','9.509','9.488','9.494','9.509','9.546','9.568','9.566','9.571','9.623','9.630','9.659','9.671','9.687','9.711','9.712','9.725','9.742','9.751','9.746','9.737','9.726','9.719','9.630',
"7",'9.710','9.686','9.698','9.713','9.708','9.730','9.756','9.781','9.810','9.836','9.857','9.884','9.877','9.884','9.881','9.894','9.888','9.879','9.874','9.848','9.822','9.794','9.763','9.742','9.805',
"8",'9.699','9.665','9.639','9.613','9.581','9.557','9.544','9.535','9.547','9.568','9.580','9.571','9.583','9.594','9.607','9.627','9.640','9.651','9.661','9.671','9.683','9.691','9.695','9.717','9.622',
"9",'9.738','9.741','9.763','9.773','9.780','9.796','9.804','9.834','9.856','9.878','9.879','9.890','9.889','9.892','9.912','9.932','9.932','9.945','9.952','9.962','9.970','9.976','9.989','9.992','9.878',
"10",'9.992','9.990','9.994','9.992','9.984','9.958','9.950','9.944','9.952','9.943','9.932','9.918','9.920','9.921','9.916','9.944','9.969','9.986','9.997','0.010','0.020','0.027','0.044','0.058','9.973',
"11",'0.060','0.077','0.086','0.091','0.098','0.093','0.093','0.096','0.104','0.101','0.093','0.073','0.045','0.051','0.052','0.059','0.054','0.032','0.029','0.041','0.046','0.045','0.041','0.043','0.067',
"12",'0.048','0.058','0.076','0.106','0.144','0.176','0.204','0.250','0.291','0.337','0.369','0.381','0.393','0.401','0.412','0.433','0.453','0.469','0.480','0.473','0.481','0.490','0.472','0.457','0.327',
"13",'0.449','0.428','0.403','0.386','0.382','0.373','0.358','0.359','0.367','0.366','0.353','0.357','0.343','0.321','0.306','0.302','0.293','0.289','0.283','0.281','0.276','0.269','0.253','0.257','0.336',
"14",'0.249','0.255','0.245','0.244','0.223','0.224','0.235','0.244','0.263','0.283','0.291','0.305','0.301','0.305','0.313','0.329','0.341','0.361','0.373','0.377','0.390','0.401','0.407','0.411','0.307',
"15",'0.408','0.412','0.413','0.408','0.410','0.420','0.422','0.436','0.444','0.446','0.449','0.449','0.446','0.441','0.443','0.441','0.447','0.449','0.447','0.455','0.451','0.451','0.455','0.446','0.437',
"16",'0.435','0.425','0.416','0.406','0.394','0.394','0.396','0.383','0.368','0.365','0.359','0.329','0.301','0.279','0.253','0.249','0.243','0.218','0.211','0.197','0.187','0.185','0.165','0.149','0.304',
"17",'0.144','0.140','0.128','0.106','0.096','0.086','0.082','0.082','0.092','0.090','0.092','0.088','0.088','0.086','0.094','0.094','0.088','0.074','0.056','0.042','0.026','0.026','0.014','9.968','0.078',
"18",'9.924','9.906','9.865','9.833','9.782','9.754','9.722','9.698','9.708','9.710','9.719','9.715','9.681','9.673','9.701','9.727','9.753','9.795','9.801','9.809','9.823','9.822','9.795','9.765','9.770',
"19",'9.763','9.745','9.739','9.729','9.744','9.715','9.731','9.731','9.713','9.693','9.673','9.627','9.622','9.608','9.619','9.739','9.805','9.841','9.871','9.927','9.961','9.987','0.007','0.041','9.776',
"20",'0.060','0.070','0.089','0.100','0.096','0.106','0.118','0.122','0.128','0.145','0.144','0.144','0.142','0.152','0.156','0.162','0.182','0.190','0.200','0.198','0.204','0.196','0.198','0.192','0.146',
"21",'0.168','0.152','0.156','0.136','0.119','0.130','0.162','0.190','0.225','0.258','0.286','0.291','0.288','0.304','0.298','0.314','0.315','0.306','0.298','0.284','0.266','0.228','0.180','0.138','0.229',
"22",'0.072','0.024','9.974','9.928','9.946','0.004','0.076','0.156','0.238','0.258','0.306','0.362','0.382','0.410','0.426','0.438','0.472','0.480','0.490','0.502','0.510','0.522','0.524','0.524','0.293',
"23",'0.522','0.509','0.501','0.495','0.473','0.457','0.453','0.466','0.473','0.473','0.452','0.442','0.422','0.408','0.390','0.392','0.394','0.396','0.390','0.390','0.383','0.396','0.392','0.396','0.436',
"24",'0.395','0.402','0.399','0.405','0.399','0.393','0.387','0.389','0.392','0.397','0.398','0.400','0.400','0.392','0.386','0.387','0.384','0.376','0.360','0.344','0.332','0.334','0.324','0.316','0.379',
"25",'0.303','0.291','0.283','0.275','0.263','0.253','0.235','0.229','0.224','0.229','0.216','0.190','0.184','0.166','0.152','0.146','0.148','0.138','0.126','0.120','0.114','0.108','0.102','0.088','0.191',
"26",'0.071','0.056','0.050','0.040','0.036','0.032','0.020','0.030','0.038','0.044','0.057','0.057','0.053','0.045','0.048','0.045','0.044','0.047','0.044','0.053','0.053','0.055','0.063','0.065','0.048',
"27",'0.065','0.073','0.063','0.075','0.075','0.095','0.103','0.123','0.146','0.171','0.200','0.209','0.218','0.228','0.243','0.252','0.272','0.291','0.304','0.314','0.318','0.336','0.354','0.356','0.204',
"28",'0.363','0.363','0.373','0.379','0.388','0.394','0.399','0.409','0.421','0.421','0.416','0.395','0.400','0.390','0.390','0.394','0.398','0.390','0.392','0.386','0.388','0.382','0.378','0.374','0.391',
"29",'0.343','0.308','0.291','0.288','0.279','0.257','0.236','0.205','0.175','0.175','0.135','0.121','0.097','0.064','9.993','9.971','9.955','9.943','9.925','9.897','9.899','9.902','9.905','9.911','0.095',
"30",'9.921','9.931','9.947','9.949','9.956','9.959','9.931','9.909','9.901','9.890','9.866','9.808','9.782','9.742','9.710','9.694','9.646','9.626','9.588','9.542','9.518','9.536','9.602','9.714','9.778',
"31",'9.823','9.927','0.006','0.074','0.106','0.152','0.162','0.186','0.256','0.240','0.274','0.258','0.238','0.224','0.186','0.148','0.112','0.062','0.020','9.970','9.926','9.890','9.872','9.852','0.082',
