"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'0.138','0.155','0.167','0.177','0.185','0.207','0.219','0.222','0.225','0.229','0.219','0.219','0.213','0.215','0.215','0.211','0.216','0.230','0.238','0.264','0.277','0.289','0.303','0.316','0.223',
"2",'0.318','0.324','0.325','0.332','0.337','0.342','0.350','0.358','0.356','0.356','0.350','0.343','0.349','0.353','0.345','0.351','0.353','0.367','0.383','0.397','0.411','0.425','0.431','0.439','0.362',
"3",'0.443','0.445','0.445','0.447','0.452','0.467','0.469','0.469','0.460','0.461','0.448','0.438','0.431','0.442','0.439','0.432','0.434','0.435','0.428','0.432','0.431','0.438','0.438','0.442','0.444',
"4",'0.437','0.436','0.428','0.422','0.422','0.420','0.419','0.407','0.396','0.380','0.365','0.351','0.333','0.319','0.309','0.293','0.281','0.269','0.257','0.254','0.247','0.229','0.215','0.195','0.337',
"5",'0.162','0.134','0.114','0.091','0.067','0.046','0.018','0.002','9.976','9.954','9.955','9.941','9.933','9.913','9.887','9.869','9.849','9.839','9.823','9.807','9.793','9.772','9.752','9.733','9.935',
"6",'9.709','9.686','9.654','9.632','9.607','9.577','9.545','9.524','9.497','9.465','9.432','9.398','9.375','9.349','9.328','9.316','9.293','9.287','9.273','9.273','9.269','9.262','9.255','9.249','9.427',
"7",'9.236','9.227','9.216','9.214','9.215','9.222','9.229','9.246','9.253','9.268','9.270','9.278','9.284','9.277','9.287','9.295','9.309','9.332','9.350','9.366','9.370','9.389','9.402','9.410','9.289',
"8",'9.529','9.458','9.473','9.507','9.533','9.565','9.583','9.618','9.637','9.669','9.685','9.712','9.727','9.742','9.755','9.769','9.791','9.829','9.849','9.887','9.909','9.931','9.949','9.970','9.712',
"9",'9.972','9.977','9.979','9.987','9.997','0.009','0.021','0.025','0.023','0.025','0.026','0.014','0.014','0.017','0.015','0.024','0.028','0.034','0.043','0.048','0.055','0.052','0.048','0.054','0.020',
"10",'0.052','0.043','0.038','0.038','0.038','0.041','0.039','0.032','0.018','0.008','9.991','9.973','9.955','9.937','9.921','9.909','9.889','9.867','9.873','9.901','9.905','9.913','9.921','9.945','9.969',
"11",'9.965','9.987','0.006','0.035','0.058','0.083','0.109','0.123','0.139','0.163','0.182','0.190','0.214','0.231','0.240','0.259','0.263','0.287','0.303','0.332','0.347','0.363','0.375','0.381','0.193',
"12",'0.382','0.388','0.392','0.400','0.404','0.411','0.418','0.424','0.426','0.418','0.409','0.409','0.409','0.405','0.405','0.403','0.405','0.417','0.425','0.430','0.429','0.439','0.440','0.439','0.414',
"13",'0.440','0.439','0.440','0.443','0.447','0.451','0.455','0.455','0.445','0.442','0.434','0.434','0.422','0.422','0.410','0.404','0.392','0.387','0.387','0.394','0.402','0.413','0.416','0.426','0.425',
"14",'0.427','0.431','0.431','0.436','0.436','0.436','0.435','0.439','0.431','0.421','0.409','0.399','0.393','0.386','0.378','0.371','0.369','0.381','0.397','0.417','0.427','0.445','0.447','0.460','0.417',
"15",'0.465','0.465','0.463','0.463','0.467','0.473','0.469','0.465','0.455','0.441','0.434','0.413','0.400','0.377','0.370','0.352','0.346','0.336','0.335','0.347','0.347','0.353','0.350','0.344','0.405',
"16",'0.341','0.334','0.327','0.325','0.322','0.324','0.307','0.302','0.288','0.269','0.245','0.236','0.214','0.208','0.196','0.192','0.182','0.196','0.198','0.205','0.214','0.230','0.230','0.239','0.255',
"17",'0.240','0.238','0.238','0.238','0.240','0.247','0.244','0.250','0.250','0.242','0.238','0.228','0.216','0.213','0.208','0.214','0.197','0.190','0.194','0.200','0.206','0.202','0.200','0.206','0.222',
"18",'0.190','0.186','0.179','0.176','0.174','0.182','0.180','0.178','0.180','0.173','0.174','0.167','0.161','0.165','0.156','0.157','0.162','0.167','0.165','0.167','0.165','0.165','0.163','0.158','0.170',
"19",'0.156','0.155','0.153','0.154','0.157','0.159','0.161','0.164','0.167','0.167','0.168','0.172','0.174','0.168','0.162','0.162','0.168','0.177','0.184','0.196','0.219','0.227','0.230','0.232','0.176',
"20",'0.230','0.235','0.234','0.246','0.251','0.263','0.264','0.272','0.273','0.275','0.281','0.298','0.296','0.287','0.283','0.279','0.281','0.289','0.293','0.299','0.310','0.313','0.320','0.325','0.279',
"21",'0.325','0.333','0.341','0.353','0.369','0.373','0.377','0.377','0.372','0.373','0.366','0.362','0.351','0.349','0.351','0.347','0.345','0.347','0.353','0.361','0.371','0.383','0.389','0.392','0.361',
"22",'0.399','0.408','0.411','0.415','0.422','0.429','0.439','0.445','0.439','0.425','0.425','0.426','0.422','0.423','0.418','0.422','0.413','0.416','0.424','0.434','0.460','0.488','0.502','0.520','0.434',
"23",'0.520','0.526','0.530','0.549','0.549','0.558','0.562','0.566','0.560','0.552','0.543','0.537','0.529','0.521','0.507','0.505','0.496','0.497','0.501','0.517','0.523','0.533','0.541','0.549','0.532',
"24",'0.549','0.549','0.548','0.552','0.551','0.548','0.539','0.531','0.521','0.506','0.487','0.475','0.461','0.458','0.449','0.436','0.421','0.419','0.419','0.427','0.433','0.440','0.439','0.435','0.483',
"25",'0.425','0.417','0.419','0.421','0.415','0.412','0.409','0.399','0.385','0.359','0.344','0.329','0.305','0.290','0.266','0.256','0.242','0.234','0.242','0.247','0.254','0.258','0.268','0.266','0.328',
"26",'0.256','0.244','0.236','0.227','0.218','0.211','0.204','0.206','0.182','0.158','0.130','0.114','0.088','0.065','0.045','0.023','0.014','0.004','0.016','0.022','0.032','0.028','0.029','0.020','0.116',
"27",'0.005','9.999','9.991','9.975','9.962','9.943','9.937','9.932','9.921','9.919','9.906','9.882','9.878','9.868','9.864','9.862','9.856','9.847','9.844','9.849','9.844','9.847','9.846','9.841','9.901',
"28",'9.868','9.829','9.826','9.815','9.816','9.821','9.822','9.826','9.828','9.832','9.830','9.834','9.832','9.832','9.835','9.830','9.833','9.834','9.838','9.846','9.846','9.846','9.846','9.845','9.834',
"29",'9.847','9.841','9.833','9.831','9.829','9.829','9.823','9.815','9.797','9.783','9.783','9.769','9.765','9.755','9.761','9.747','9.743','9.737','9.728','9.715','9.713','9.704','9.698','9.688','9.772',
"30",'9.667','9.647','9.629','9.609','9.607','9.595','9.583','9.571','9.557','9.545','9.535','9.521','9.504','9.487','9.468','9.437','9.421','9.403','9.401','9.389','9.371','9.343','9.301','9.257','9.494',
"31",'9.229','9.205','9.251','9.278','9.286','9.285','9.295','9.311','9.329','9.345','9.347','9.347','9.343','9.347','9.353','9.347','9.347','9.339','9.329','9.333','9.339','9.335','9.338','9.359','9.317',
Mean,'0.138','0.155','0.167','0.177','0.185','0.207','0.219','0.222','0.225','0.229','0.219','0.219','0.213','0.215','0.215','0.211','0.216','0.230','0.238','0.264','0.277','0.289','0.303','0.316','0.223',
