"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.845','9.845','9.835','9.837','9.849','9.859','9.867','9.876','9.880','9.882','9.874','9.877','9.874','9.869','9.869','9.861','9.861','9.865','9.871','9.869','9.848','9.825','9.812','9.784','9.856',
"2",'9.765','9.736','9.710','9.690','9.658','9.650','9.639','9.616','9.606','9.587','9.573','9.559','9.555','9.551','9.533','9.533','9.537','9.539','9.559','9.565','9.565','9.555','9.569','9.557','9.600',
"3",'9.565','9.563','9.557','9.549','9.559','9.551','9.559','9.557','9.549','9.534','9.509','9.485','9.464','9.452','9.448','9.445','9.451','9.460','9.464','9.478','9.478','9.478','9.500','9.514','9.507',
"4",'9.533','9.553','9.583','9.598','9.628','9.664','9.697','9.742','9.778','9.811','9.840','9.872','9.913','9.931','9.948','9.968','9.989','0.019','0.037','0.063','0.071','0.086','0.102','0.118','9.856',
"5",'0.124','0.126','0.122','0.119','0.116','0.116','0.122','0.114','0.110','0.100','0.085','0.065','0.061','0.042','0.017','0.007','9.991','9.978','9.963','9.951','9.929','9.911','9.891','9.870','0.039',
"6",'9.844','9.832','9.818','9.804','9.797','9.791','9.778','9.776','9.772','9.774','9.777','9.774','9.769','9.761','9.759','9.739','9.733','9.742','9.761','9.773','9.794','9.812','9.832','9.839','9.785',
"7",'9.845','9.854','9.853','9.862','9.867','9.871','9.879','9.885','9.891','9.901','9.908','9.913','9.918','9.912','9.910','9.918','9.932','9.942','9.946','9.950','9.958','9.949','9.956','9.952','9.907',
"8",'9.947','9.954','9.946','9.942','9.932','9.922','9.938','9.930','9.918','9.918','9.914','9.905','9.886','9.866','9.836','9.814','9.802','9.764','9.738','9.714','9.678','9.644','9.606','9.593','9.838',
"9",'9.579','9.546','9.514','9.484','9.458','9.444','9.437','9.460','9.472','9.492','9.501','9.515','9.535','9.551','9.561','9.579','9.585','9.587','9.589','9.575','9.543','9.482','9.445','9.395','9.514',
"10",'9.344','9.306','9.282','9.271','9.261','9.254','9.248','9.246','9.236','9.222','9.217','9.220','9.217','9.217','9.207','9.201','9.190','9.191','9.201','9.225','9.223','9.225','9.233','9.245','9.237',
