"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.433','9.442','9.436','9.438','9.430','9.432','9.434','9.440','9.442','9.442','9.446','9.438','9.425','9.410','9.394','9.388','9.376','9.353','9.324','9.302','9.284','9.250','9.212','9.202','9.382',
"2",'9.154','9.152','9.120','9.096','9.074','9.068','9.068','9.078','9.092','9.095','9.098','9.093','9.089','9.091','9.090','9.081','9.069','9.060','9.050','9.050','9.043','9.025','9.008','8.987','9.076',
"3",'8.956','8.947','8.934','8.907','8.901','8.906','8.920','8.938','8.958','8.974','8.969','8.975','8.997','9.029','9.015','9.027','9.034','9.045','9.079','9.105','9.126','9.153','9.150','9.170','9.009',
"4",'9.190','9.200','9.201','9.202','9.177','9.166','9.168','9.180','9.205','9.236','9.278','9.301','9.317','9.353','9.376','9.411','9.424','9.436','9.453','9.477','9.491','9.521','9.539','9.543','9.327',
"5",'9.553','9.565','9.571','9.575','9.575','9.583','9.591','9.601','9.605','9.601','9.594','9.589','9.568','9.554','9.556','9.534','9.526','9.512','9.482','9.450','9.443','9.400','9.351','9.286','9.528',
"6",'9.231','9.211','9.181','9.141','9.107','9.083','9.063','9.047','9.038','9.031','9.033','9.039','9.035','9.050','9.057','9.065','9.071','9.065','9.049','9.033','9.027','9.021','8.989','8.979','9.069',
"7",'8.953','8.929','8.903','8.885','8.859','8.843','8.849','8.861','8.892','8.913','8.957','8.977','9.005','9.031','9.064','9.098','9.119','9.175','9.223','9.255','9.277','9.299','9.341','9.372','9.045',
"8",'9.399','9.431','9.449','9.467','9.491','9.519','9.543','9.567','9.585','9.604','9.618','9.606','9.616','9.618','9.614','9.618','9.618','9.606','9.602','9.594','9.596','9.589','9.586','9.568','9.563',
"9",'9.548','9.536','9.524','9.500','9.490','9.478','9.444','9.398','9.378','9.384','9.375','9.329','9.295','9.263','9.235','9.218','9.203','9.193','9.175','9.163','9.153','9.141','9.141','9.143','9.321',
"10",'9.143','9.151','9.153','9.179','9.207','9.243','9.291','9.363','9.411','9.463','9.486','9.512','9.542','9.588','9.602','9.652','9.684','9.700','9.724','9.746','9.758','9.786','9.808','9.824','9.501',
