"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.838','9.858','9.876','9.884','9.901','9.928','9.938','9.972','9.986','0.006','9.990','9.992','9.982','9.978','9.966','9.980','9.990','9.986','9.975','9.976','9.968','9.970','9.958','9.954','9.952',
"2",'9.951','9.948','9.938','9.936','9.930','9.930','9.930','9.934','9.934','9.934','9.941','9.933','9.929','9.931','9.937','9.945','9.951','9.975','9.984','9.991','0.003','0.008','0.007','0.019','9.955',
"3",'0.028','0.039','0.041','0.058','0.073','0.085','0.095','0.119','0.119','0.121','0.126','0.122','0.122','0.114','0.114','0.134','0.138','0.153','0.168','0.174','0.183','0.204','0.208','0.230','0.124',
"4",'0.247','0.254','0.251','0.278','0.291','0.319','0.327','0.355','0.370','0.391','0.403','0.416','0.421','0.438','0.451','0.469','0.485','0.499','0.513','0.521','0.519','0.525','0.533','0.541','0.409',
"5",'0.546','0.551','0.541','0.545','0.544','0.541','0.543','0.551','0.557','0.555','0.565','0.559','0.561','0.557','0.555','0.556','0.561','0.561','0.560','0.557','0.547','0.547','0.545','0.551','0.552',
"6",'0.548','0.550','0.542','0.546','0.547','0.549','0.548','0.562','0.570','0.572','0.559','0.557','0.543','0.539','0.520','0.521','0.525','0.538','0.533','0.533','0.523','0.525','0.517','0.511','0.541',
"7",'0.508','0.513','0.501','0.488','0.487','0.485','0.465','0.477','0.469','0.464','0.451','0.443','0.423','0.407','0.395','0.381','0.361','0.358','0.341','0.323','0.307','0.285','0.259','0.229','0.409',
"8",'0.209','0.196','0.151','0.131','0.106','0.099','0.071','0.059','0.001','9.993','9.966','9.939','9.918','9.878','9.858','9.833','9.792','9.767','9.738','9.726','9.724','9.771','9.766','9.758','9.935',
"9",'9.750','9.745','9.734','9.724','9.719','9.710','9.710','9.703','9.694','9.672','9.689','9.685','9.691','9.671','9.675','9.681','9.683','9.700','9.714','9.723','9.743','9.745','9.755','9.775','9.712',
"10",'9.776','9.789','9.791','9.799','9.819','9.849','9.852','9.877','9.892','9.917','9.927','9.940','9.942','9.965','9.975','0.002','0.023','0.047','0.060','0.091','0.099','0.121','0.130','0.152','9.951',
"11",'0.157','0.159','0.161','0.164','0.168','0.180','0.181','0.196','0.194','0.195','0.195','0.189','0.173','0.175','0.159','0.159','0.143','0.123','0.117','0.113','0.083','0.043','0.007','9.979','0.142',
"12",'9.954','9.907','9.894','9.881','9.861','9.877','9.928','9.963','9.981','9.999','0.013','0.022','0.025','0.039','0.037','0.043','0.047','0.061','0.055','0.067','0.057','0.057','0.047','0.040','9.994',
"13",'0.012','9.981','9.948','9.924','9.907','9.879','9.869','9.865','9.843','9.823','9.797','9.765','9.751','9.736','9.704','9.673','9.628','9.607','9.573','9.523','9.481','9.451','9.413','9.385','9.731',
"14",'9.347','9.323','9.331','9.361','9.373','9.383','9.403','9.433','9.437','9.439','9.436','9.408','9.392','9.385','9.380','9.374','9.377','9.386','9.380','9.388','9.386','9.388','9.394','9.407','9.388',
"15",'9.412','9.421','9.434','9.450','9.468','9.484','9.506','9.536','9.558','9.583','9.596','9.612','9.637','9.651','9.670','9.692','9.707','9.739','9.766','9.784','9.794','9.816','9.818','9.820','9.623',
"16",'9.831','9.845','9.845','9.849','9.853','9.857','9.869','9.887','9.889','9.909','9.911','9.919','9.932','9.937','9.937','9.953','9.954','9.975','9.987','9.976','9.963','9.955','9.931','9.897','9.911',
"17",'9.864','9.817','9.835','9.855','9.861','9.885','9.901','9.931','9.949','9.971','0.000','0.008','0.036','0.046','0.069','0.090','0.108','0.136','0.156','0.175','0.184','0.200','0.208','0.218','0.021',
"18",'0.222','0.240','0.242','0.236','0.240','0.242','0.246','0.256','0.251','0.251','0.236','0.237','0.226','0.225','0.218','0.212','0.206','0.204','0.202','0.197','0.192','0.194','0.190','0.186','0.223',
"19",'0.172','0.174','0.163','0.163','0.156','0.155','0.157','0.163','0.149','0.147','0.143','0.119','0.109','0.113','0.145','0.137','0.135','0.123','0.095','0.071','0.053','0.025','9.991','9.940','0.117',
"20",'9.896','9.849','9.793','9.770','9.729','9.713','9.705','9.723','9.717','9.728','9.741','9.749','9.723','9.727','9.737','9.743','9.723','9.731','9.727','9.721','9.709','9.681','9.647','9.620','9.733',
"21",'9.581','9.553','9.521','9.503','9.474','9.477','9.475','9.486','9.481','9.509','9.530','9.578','9.604','9.686','9.730','9.766','9.794','9.823','9.861','9.876','9.879','9.906','9.927','9.934','9.665',
"22",'9.935','9.942','9.928','9.925','9.902','9.878','9.852','9.834','9.824','9.820','9.821','9.833','9.835','9.838','9.835','9.841','9.853','9.855','9.859','9.867','9.873','9.873','9.875','9.873','9.865',
"23",'9.868','9.867','9.855','9.839','9.825','9.815','9.803','9.799','9.786','9.770','9.728','9.687','9.636','9.594','9.553','9.534','9.502','9.472','9.448','9.470','9.552','9.628','9.682','9.749','9.686',
"24",'9.797','9.849','9.877','9.911','9.935','9.973','0.007','0.037','0.057','0.069','0.060','0.060','0.068','0.066','0.054','0.068','0.064','0.066','0.072','0.084','0.086','0.098','0.078','0.074','0.021',
"25",'0.068','0.050','0.030','9.997','9.972','9.974','9.966','9.976','9.996','9.988','9.977','9.941','9.915','9.863','9.867','9.879','9.883','9.889','9.909','9.923','9.915','9.921','9.921','9.927','9.948',
"26",'9.937','9.951','9.955','9.963','9.971','9.985','9.999','0.013','0.015','0.025','0.033','0.043','0.023','0.043','0.039','0.045','0.038','0.037','0.029','0.018','0.001','9.975','9.945','9.907','10.000',
"27",'9.858','9.806','9.754','9.702','9.654','9.618','9.582','9.546','9.524','9.490','9.458','9.414','9.368','9.326','9.282','9.252','9.214','9.182','9.162','9.144','9.132','9.120','9.108','9.105','9.408',
"28",'9.105','9.105','9.113','9.125','9.129','9.129','9.143','9.177','9.193','9.231','9.259','9.289','9.309','9.333','9.357','9.379','9.403','9.439','9.461','9.480','9.497','9.510','9.521','9.529','9.301',
"29",'9.534','9.541','9.546','9.549','9.543','9.549','9.551','9.559','9.558','9.557','9.547','9.539','9.521','9.521','9.516','9.513','9.513','9.515','9.521','9.515','9.509','9.513','9.511','9.517','9.532',
"30",'9.509','9.522','9.531','9.535','9.534','9.550','9.554','9.575','9.587','9.589','9.600','9.603','9.612','9.622','9.616','9.646','9.654','9.669','9.694','9.700','9.710','9.698','9.690','9.690','9.612',
Mean,'9.838','9.858','9.876','9.884','9.901','9.928','9.938','9.972','9.986','0.006','9.990','9.992','9.982','9.978','9.966','9.980','9.990','9.986','9.975','9.976','9.968','9.970','9.958','9.954','9.952',
