'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','9.709','9.735','9.753','9.778','9.799','9.829','9.859','9.885','9.891','9.905','9.913','9.919','9.921','9.927','9.921','9.901','9.879','9.853','9.837','9.795','9.771','9.733','9.686','9.655','9.827'
'    2','9.621','9.577','9.529','9.499','9.493','9.481','9.495','9.513','9.541','9.567','9.569','9.585','9.599','9.597','9.595','9.589','9.577','9.571','9.555','9.541','9.519','9.489','9.457','9.435','9.541'
'    3','9.403','9.357','9.293','9.235','9.171','9.123','9.073','9.027','8.989','8.961','8.954','8.932','8.958','8.962','8.964','8.978','9.008','9.036','9.084','9.162','9.220','9.280','9.336','9.392','9.121'
'    4','9.398','9.422','9.424','9.418','9.404','9.394','9.352','9.346','9.366','9.393','9.431','9.457','9.471','9.458','9.445','9.449','9.453','9.455','9.455','9.455','9.459','9.461','9.465','9.463','9.429'
'    5','9.455','9.477','9.496','9.507','9.511','9.509','9.501','9.511','9.529','9.563','9.586','9.600','9.602','9.614','9.614','9.618','9.634','9.637','9.648','9.670','9.674','9.682','9.698','9.706','9.585'
'    6','9.716','9.708','9.706','9.712','9.718','9.724','9.726','9.732','9.734','9.726','9.722','9.716','9.700','9.676','9.670','9.646','9.639','9.636','9.642','9.644','9.620','9.616','9.587','9.562','9.678'
'    7','9.533','9.516','9.476','9.441','9.402','9.382','9.384','9.386','9.386','9.382','9.402','9.420','9.434','9.455','9.472','9.500','9.514','9.530','9.540','9.568','9.593','9.612','9.632','9.650','9.484'
'    8','9.668','9.678','9.691','9.707','9.716','9.736','9.738','9.740','9.754','9.752','9.739','9.738','9.734','9.732','9.732','9.732','9.735','9.744','9.758','9.781','9.778','9.774','9.780','9.804','9.739'
'    9','9.808','9.818','9.830','9.840','9.848','9.860','9.870','9.880','9.890','9.904','9.900','9.929','9.933','9.947','9.961','9.969','9.997','0.015','0.027','0.053','0.075','0.087','0.091','0.103','9.943'
'   10','0.107','0.120','0.118','0.124','0.126','0.136','0.128','0.122','0.124','0.118','0.104','0.094','0.088','0.090','0.084','0.086','0.082','0.084','0.080','0.089','0.094','0.092','0.094','0.088','0.103'
'   11','0.089','0.089','0.083','0.077','0.079','0.081','0.081','0.087','0.083','0.079','0.062','0.066','0.062','0.060','0.056','0.056','0.052','0.056','0.060','0.067','0.080','0.090','0.090','0.092','0.074'
'   12','0.093','0.097','0.097','0.098','0.111','0.111','0.115','0.121','0.117','0.127','0.133','0.129','0.129','0.129','0.125','0.129','0.115','0.125','0.139','0.163','0.183','0.203','0.211','0.232','0.135'
'   13','0.238','0.250','0.254','0.268','0.284','0.286','0.294','0.294','0.306','0.322','0.326','0.329','0.332','0.330','0.330','0.324','0.324','0.326','0.332','0.345','0.360','0.360','0.364','0.358','0.314'
'   14','0.358','0.340','0.333','0.334','0.327','0.319','0.310','0.304','0.298','0.288','0.273','0.261','0.249','0.237','0.231','0.231','0.223','0.225','0.233','0.245','0.259','0.261','0.271','0.271','0.278'
'   15','0.267','0.261','0.261','0.249','0.259','0.263','0.265','0.271','0.267','0.263','0.255','0.244','0.236','0.226','0.214','0.216','0.216','0.216','0.225','0.238','0.252','0.256','0.278','0.274','0.249'
'   16','0.276','0.282','0.284','0.288','0.293','0.290','0.299','0.291','0.292','0.288','0.277','0.261','0.239','0.229','0.213','0.199','0.203','0.191','0.193','0.205','0.205','0.209','0.211','0.211','0.247'
'   17','0.205','0.197','0.185','0.177','0.174','0.177','0.177','0.171','0.169','0.163','0.152','0.151','0.139','0.132','0.128','0.124','0.118','0.110','0.114','0.122','0.134','0.140','0.138','0.138','0.151'
'   18','0.134','0.124','0.119','0.110','0.116','0.122','0.126','0.126','0.120','0.120','0.109','0.101','0.099','0.091','0.089','0.093','0.083','0.087','0.101','0.105','0.108','0.120','0.099','0.105','0.109'
'   19','0.101','0.101','0.093','0.099','0.099','0.105','0.101','0.103','0.099','0.097','0.083','0.079','0.072','0.073','0.067','0.063','0.061','0.059','0.059','0.055','0.043','0.035','0.018','0.005','0.074'
'   20','9.993','9.977','9.963','9.949','9.939','9.935','9.935','9.937','9.931','9.925','9.934','9.930','9.930','9.930','9.926','9.926','9.913','9.916','9.907','9.898','9.886','9.874','9.864','9.852','9.924'
