"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.674','9.650','9.604','9.574','9.568','9.545','9.523','9.511','9.469','9.455','9.431','9.414','9.392','9.369','9.339','9.330','9.325','9.307','9.303','9.295','9.284','9.267','9.241','9.234','9.421',
"2",'9.229','9.233','9.263','9.287','9.287','9.313','9.342','9.369','9.390','9.417','9.441','9.461','9.477','9.500','9.528','9.565','9.591','9.625','9.653','9.681','9.713','9.749','9.783','9.815','9.488',
"3",'9.837','9.874','9.910','9.938','9.967','0.004','0.028','0.076','0.100','0.141','0.162','0.194','0.204','0.227','0.234','0.264','0.290','0.328','0.340','0.373','0.384','0.396','0.400','0.433','0.171',
"4",'0.424','0.445','0.455','0.459','0.466','0.471','0.485','0.499','0.517','0.529','0.539','0.552','0.551','0.549','0.548','0.555','0.555','0.569','0.570','0.569','0.566','0.573','0.571','0.583','0.525',
"5",'0.569','0.572','0.566','0.556','0.544','0.534','0.531','0.526','0.520','0.538','0.530','0.525','0.504','0.503','0.495','0.487','0.491','0.499','0.493','0.481','0.467','0.449','0.437','0.423','0.510',
"6",'0.421','0.420','0.418','0.390','0.387','0.390','0.398','0.408','0.398','0.410','0.416','0.414','0.392','0.360','0.356','0.358','0.362','0.356','0.368','0.378','0.378','0.374','0.380','0.380','0.388',
"7",'0.378','0.374','0.386','0.379','0.385','0.399','0.399','0.410','0.407','0.422','0.416','0.414','0.414','0.409','0.396','0.399','0.400','0.407','0.410','0.418','0.412','0.420','0.422','0.420','0.404',
"8",'0.403','0.414','0.406','0.400','0.394','0.400','0.388','0.390','0.383','0.383','0.378','0.370','0.368','0.360','0.358','0.360','0.362','0.372','0.374','0.380','0.378','0.379','0.382','0.386','0.382',
"9",'0.375','0.385','0.382','0.377','0.377','0.385','0.385','0.390','0.394','0.413','0.415','0.411','0.409','0.402','0.399','0.408','0.412','0.415','0.424','0.442','0.455','0.469','0.465','0.475','0.411',
"10",'0.465','0.471','0.464','0.464','0.468','0.480','0.484','0.487','0.494','0.507','0.502','0.492','0.487','0.484','0.480','0.480','0.466','0.444','0.437','0.438','0.425','0.419','0.404','0.394','0.464',
"11",'0.360','0.350','0.339','0.318','0.304','0.296','0.290','0.285','0.270','0.282','0.289','0.272','0.239','0.221','0.191','0.185','0.185','0.195','0.179','0.161','0.144','0.129','0.121','0.107','0.238',
"12",'0.086','0.085','0.073','0.059','0.047','0.029','0.013','0.003','9.995','9.992','9.987','9.965','9.954','9.929','9.911','9.888','9.885','9.879','9.845','9.821','9.797','9.775','9.757','9.737','9.938',
"13",'9.699','9.688','9.656','9.632','9.606','9.586','9.583','9.570','9.562','9.580','9.603','9.609','9.613','9.615','9.619','9.643','9.655','9.682','9.707','9.713','9.716','9.735','9.759','9.769','9.650',
"14",'9.775','9.780','9.771','9.747','9.695','9.629','9.539','9.463','9.436','9.397','9.353','9.398','9.403','9.404','9.410','9.416','9.432','9.422','9.414','9.430','9.415','9.426','9.416','9.405','9.499',
"15",'9.432','9.382','9.374','9.356','9.362','9.362','9.394','9.426','9.488','9.586','9.654','9.690','9.718','9.722','9.777','9.794','9.810','9.822','9.814','9.806','9.780','9.750','9.695','9.622','9.609',
"16",'9.530','9.408','9.312','9.189','9.103','9.070','9.067','9.145','9.257','9.318','9.371','9.400','9.421','9.452','9.477','9.521','9.535','9.531','9.531','9.527','9.533','9.509','9.501','9.484','9.383',
"17",'9.529','9.489','9.497','9.509','9.541','9.588','9.627','9.654','9.713','9.745','9.747','9.767','9.779','9.779','9.778','9.784','9.763','9.763','9.733','9.713','9.634','9.650','9.605','9.549','9.664',
"18",'9.520','9.461','9.399','9.351','9.449','9.463','9.457','9.495','9.535','9.563','9.606','9.632','9.665','9.689','9.692','9.705','9.725','9.751','9.814','9.829','9.851','9.877','9.913','9.942','9.641',
"19",'9.978','0.027','0.079','0.077','0.099','0.116','0.139','0.175','0.179','0.189','0.175','0.160','0.152','0.138','0.130','0.123','0.116','0.116','0.112','0.113','0.092','0.096','0.086','0.093','0.115',
"20",'0.086','0.104','0.096','0.104','0.099','0.121','0.128','0.136','0.148','0.162','0.168','0.176','0.172','0.180','0.190','0.212','0.208','0.214','0.214','0.214','0.209','0.214','0.228','0.249','0.168',
"21",'0.235','0.259','0.267','0.271','0.271','0.289','0.293','0.317','0.333','0.353','0.356','0.358','0.366','0.367','0.375','0.377','0.381','0.384','0.379','0.382','0.382','0.396','0.398','0.395','0.341',
"22",'0.384','0.407','0.407','0.398','0.390','0.393','0.394','0.392','0.401','0.408','0.412','0.409','0.399','0.397','0.401','0.408','0.404','0.418','0.413','0.412','0.399','0.395','0.389','0.394','0.401',
"23",'0.381','0.389','0.380','0.366','0.358','0.372','0.377','0.394','0.414','0.417','0.386','0.373','0.367','0.351','0.348','0.349','0.342','0.346','0.340','0.341','0.330','0.321','0.304','0.294','0.360',
"24",'0.274','0.256','0.228','0.213','0.178','0.164','0.146','0.133','0.128','0.122','0.107','0.087','0.051','0.047','0.053','0.049','0.039','0.039','0.041','0.037','0.037','0.035','0.021','0.011','0.104',
"25",'9.980','9.941','9.915','9.889','9.860','9.829','9.807','9.758','9.725','9.684','9.623','9.549','9.512','9.456','9.503','9.559','9.619','9.643','9.691','9.727','9.809','9.823','9.870','9.892','9.736',
"26",'9.893','9.899','9.871','9.915','9.907','9.897','9.896','9.896','9.893','9.878','9.862','9.847','9.817','9.766','9.719','9.719','9.733','9.747','9.748','9.771','9.779','9.801','9.805','9.813','9.828',
"27",'9.808','9.822','9.819','9.818','9.811','9.796','9.777','9.775','9.753','9.745','9.722','9.687','9.655','9.593','9.537','9.488','9.423','9.317','9.242','9.249','9.255','9.254','9.245','9.233','9.576',
"28",'9.197','9.164','9.128','9.094','9.052','9.059','8.986','8.988','8.991','8.960','8.950','8.921','8.894','8.866','8.850','8.858','8.841','8.828','8.808','8.804','8.746','8.727','8.710','8.658','8.920',
"29",'8.617','8.562','8.538','8.510','8.490','8.471','8.464','8.459','8.458','8.444','8.427','8.417','8.412','8.417','8.413','8.452','8.484','8.518','8.548','8.582','8.614','8.644','8.661','8.686','8.512',
"30",'8.707','8.721','8.738','8.748','8.768','8.789','8.808','8.844','8.856','8.862','8.865','8.859','8.862','8.881','8.909','8.936','8.969','8.997','9.026','9.057','9.082','9.112','9.134','9.166','8.904',
"31",'9.182','9.201','9.227','9.241','9.255','9.273','9.285','9.303','9.327','9.337','9.351','9.349','9.350','9.345','9.374','9.381','9.389','9.397','9.409','9.415','9.427','9.434','9.429','9.431','9.338',
Mean,'9.674','9.650','9.604','9.574','9.568','9.545','9.523','9.511','9.469','9.455','9.431','9.414','9.392','9.369','9.339','9.330','9.325','9.307','9.303','9.295','9.284','9.267','9.241','9.234','9.421',
