"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'0.004','0.014','0.026','0.022','0.026','0.036','0.050','0.072','0.086','0.109','0.098','0.094','0.084','0.074','0.068','0.051','0.041','0.032','0.020','9.992','9.962','9.929','9.904','9.882','0.028',
"2",'9.894','9.918','9.903','9.908','9.912','9.930','9.934','9.950','9.951','9.956','9.960','9.942','9.958','9.964','9.960','9.984','0.005','0.016','0.028','0.061','0.060','0.066','0.066','0.080','9.975',
"3",'0.084','0.098','0.107','0.117','0.131','0.151','0.170','0.191','0.207','0.220','0.231','0.235','0.243','0.239','0.245','0.245','0.257','0.269','0.277','0.279','0.277','0.273','0.263','0.263','0.211',
"4",'0.254','0.251','0.230','0.217','0.204','0.202','0.206','0.211','0.192','0.182','0.178','0.142','0.124','0.114','0.104','0.092','0.072','0.065','0.048','0.021','0.002','9.971','9.948','9.914','0.123',
"5",'9.892','9.865','9.850','9.812','9.783','9.733','9.699','9.670','9.650','9.634','9.631','9.619','9.645','9.670','9.692','9.703','9.715','9.727','9.741','9.761','9.775','9.783','9.785','9.813','9.735',
"6",'9.812','9.827','9.827','9.828','9.825','9.809','9.793','9.774','9.733','9.701','9.673','9.631','9.601','9.556','9.539','9.532','9.521','9.502','9.531','9.531','9.555','9.551','9.574','9.553','9.657',
"7",'9.549','9.536','9.521','9.515','9.518','9.533','9.548','9.588','9.603','9.615','9.631','9.639','9.649','9.645','9.647','9.649','9.641','9.613','9.586','9.517','9.443','9.359','9.351','9.312','9.550',
"8",'9.277','9.246','9.230','9.208','9.197','9.200','9.210','9.204','9.218','9.228','9.230','9.208','9.203','9.184','9.163','9.136','9.111','9.104','9.084','9.059','9.065','9.027','9.028','9.013','9.160',
"9",'8.995','8.989','8.997','8.993','9.009','9.012','9.053','9.027','9.061','9.107','9.128','9.138','9.154','9.171','9.184','9.206','9.222','9.244','9.257','9.274','9.286','9.306','9.322','9.346','9.145',
"10",'9.359','9.366','9.373','9.385','9.361','9.385','9.405','9.403','9.403','9.435','9.429','9.441','9.429','9.423','9.409','9.423','9.417','9.433','9.431','9.443','9.465','9.473','9.479','9.508','9.420',
"11",'9.511','9.533','9.543','9.553','9.553','9.553','9.563','9.575','9.587','9.607','9.621','9.630','9.643','9.645','9.655','9.673','9.675','9.681','9.699','9.715','9.703','9.689','9.697','9.701','9.625',
"12",'9.694','9.700','9.704','9.690','9.688','9.679','9.680','9.672','9.680','9.690','9.687','9.680','9.668','9.660','9.652','9.652','9.657','9.664','9.664','9.660','9.660','9.652','9.650','9.657','9.672',
"13",'9.647','9.661','9.661','9.667','9.675','9.685','9.689','9.713','9.719','9.735','9.732','9.738','9.726','9.730','9.730','9.748','9.762','9.798','9.816','9.846','9.854','9.877','9.894','9.906','9.750',
"14",'9.918','9.928','9.935','9.946','9.944','9.952','9.956','9.960','9.965','9.958','9.978','9.996','0.000','0.010','0.012','0.030','0.040','0.052','0.052','0.060','0.060','0.056','0.051','0.046','9.996',
"15",'0.024','0.009','9.981','9.961','9.937','9.911','9.891','9.865','9.851','9.819','9.783','9.733','9.669','9.631','9.585','9.553','9.505','9.477','9.459','9.429','9.421','9.427','9.425','9.447','9.700',
"16",'9.449','9.465','9.488','9.503','9.523','9.547','9.570','9.605','9.631','9.655','9.664','9.666','9.680','9.706','9.704','9.720','9.740','9.740','9.770','9.758','9.756','9.739','9.728','9.718','9.647',
"17",'9.690','9.651','9.615','9.585','9.553','9.502','9.460','9.425','9.368','9.361','9.335','9.321','9.301','9.315','9.335','9.340','9.345','9.366','9.349','9.330','9.270','9.186','9.085','9.054','9.381',
"18",'9.113','9.121','9.127','9.121','9.157','9.167','9.195','9.208','9.235','9.247','9.248','9.242','9.232','9.226','9.232','9.250','9.266','9.278','9.282','9.300','9.308','9.306','9.308','9.304','9.228',
"19",'9.310','9.323','9.339','9.343','9.353','9.357','9.377','9.393','9.413','9.450','9.469','9.476','9.486','9.500','9.514','9.544','9.570','9.586','9.598','9.624','9.650','9.668','9.694','9.706','9.489',
"20",'9.720','9.731','9.726','9.744','9.738','9.756','9.762','9.766','9.759','9.766','9.768','9.758','9.748','9.740','9.747','9.740','9.738','9.742','9.735','9.738','9.730','9.722','9.700','9.682','9.740',
"21",'9.668','9.660','9.648','9.627','9.604','9.584','9.560','9.532','9.516','9.502','9.500','9.494','9.478','9.466','9.462','9.448','9.450','9.454','9.454','9.452','9.449','9.448','9.442','9.438','9.514',
"22",'9.450','9.444','9.436','9.434','9.434','9.444','9.446','9.454','9.468','9.482','9.489','9.485','9.487','9.495','9.497','9.508','9.511','9.525','9.547','9.558','9.563','9.563','9.581','9.579','9.495',
"23",'9.570','9.546','9.534','9.526','9.520','9.490','9.446','9.426','9.390','9.348','9.300','9.236','9.182','9.122','9.084','9.036','8.985','8.938','8.922','8.886','8.857','8.818','8.800','8.788','9.198',
"24",'8.771','8.757','8.759','8.745','8.737','8.729','8.716','8.711','8.711','8.699','8.704','8.680','8.666','8.656','8.644','8.632','8.624','8.617','8.604','8.596','8.598','8.602','8.605','8.602','8.674',
