"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.395','9.388','9.383','9.367','9.347','9.335','9.328','9.321','9.329','9.333','9.353','9.379','9.395','9.415','9.436','9.445','9.475','9.495','9.510','9.527','9.547','9.559','9.569','9.587','9.426',
"2",'9.600','9.609','9.620','9.631','9.646','9.660','9.674','9.687','9.697','9.706','9.711','9.705','9.697','9.695','9.668','9.659','9.643','9.633','9.625','9.616','9.595','9.575','9.553','9.552','9.644',
"3",'9.531','9.513','9.503','9.513','9.524','9.553','9.549','9.545','9.549','9.525','9.524','9.517','9.506','9.498','9.482','9.467','9.464','9.470','9.488','9.496','9.487','9.474','9.444','9.414','9.502',
"4",'9.398','9.416','9.430','9.428','9.444','9.477','9.528','9.584','9.632','9.662','9.680','9.694','9.715','9.720','9.736','9.755','9.778','9.792','9.817','9.826','9.844','9.844','9.855','9.856','9.663',
"5",'9.863','9.873','9.878','9.881','9.885','9.890','9.897','9.913','9.916','9.932','9.940','9.948','9.950','9.973','9.973','9.976','9.998','0.003','0.020','0.052','0.072','0.083','0.104','0.127','9.964',
"6",'0.140','0.152','0.159','0.168','0.182','0.199','0.215','0.225','0.234','0.250','0.265','0.271','0.276','0.279','0.281','0.281','0.288','0.293','0.297','0.315','0.325','0.331','0.348','0.355','0.255',
"7",'0.359','0.366','0.366','0.364','0.362','0.366','0.367','0.371','0.371','0.360','0.357','0.347','0.341','0.333','0.323','0.311','0.301','0.301','0.299','0.303','0.297','0.296','0.293','0.292','0.335',
"8",'0.280','0.270','0.262','0.261','0.253','0.260','0.260','0.262','0.249','0.246','0.223','0.214','0.205','0.197','0.192','0.191','0.182','0.189','0.192','0.207','0.212','0.227','0.231','0.241','0.229',
"9",'0.238','0.243','0.241','0.245','0.243','0.252','0.257','0.265','0.261','0.260','0.249','0.242','0.236','0.232','0.228','0.224','0.222','0.230','0.240','0.250','0.250','0.256','0.260','0.262','0.245',
"10",'0.257','0.262','0.262','0.273','0.280','0.283','0.284','0.278','0.274','0.265','0.253','0.245','0.233','0.217','0.209','0.221','0.217','0.215','0.217','0.229','0.232','0.221','0.218','0.219','0.244',
"11",'0.205','0.191','0.175','0.155','0.139','0.127','0.103','0.093','0.071','0.053','0.021','0.015','0.001','9.981','9.965','9.957','9.949','9.951','9.955','9.961','9.963','9.957','9.947','9.929','0.036',
"12",'9.917','9.901','9.875','9.859','9.852','9.855','9.854','9.847','9.829','9.823','9.813','9.813','9.799','9.781','9.767','9.755','9.743','9.738','9.733','9.740','9.739','9.745','9.745','9.753','9.803',
"13",'9.748','9.748','9.746','9.748','9.744','9.748','9.746','9.744','9.730','9.718','9.694','9.686','9.674','9.672','9.674','9.670','9.650','9.654','9.648','9.669','9.680','9.706','9.728','9.746','9.707',
"14",'9.740','9.755','9.748','9.742','9.746','9.754','9.754','9.774','9.777','9.782','9.778','9.776','9.770','9.770','9.776','9.768','9.758','9.751','9.766','9.782','9.786','9.791','9.798','9.808','9.769',
"15",'9.809','9.804','9.800','9.802','9.802','9.808','9.809','9.816','9.808','9.802','9.788','9.783','9.764','9.750','9.738','9.714','9.713','9.719','9.721','9.727','9.720','9.717','9.716','9.723','9.765',
"16",'9.728','9.737','9.743','9.757','9.770','9.792','9.801','9.820','9.823','9.843','9.848','9.860','9.858','9.866','9.872','9.880','9.878','9.880','9.894','9.902','9.902','9.902','9.906','9.906','9.840',
"17",'9.904','9.899','9.892','9.884','9.878','9.884','9.888','9.884','9.886','9.891','9.888','9.886','9.880','9.876','9.878','9.882','9.880','9.888','9.896','9.912','9.920','9.932','9.930','9.930','9.895',
"18",'9.927','9.921','9.913','9.913','9.919','9.920','9.915','9.919','9.923','9.917','9.911','9.905','9.885','9.881','9.869','9.861','9.849','9.845','9.849','9.854','9.850','9.846','9.837','9.835','9.886',
"19",'9.817','9.795','9.777','9.759','9.748','9.752','9.753','9.748','9.738','9.736','9.713','9.693','9.670','9.651','9.641','9.615','9.605','9.597','9.587','9.589','9.593','9.593','9.603','9.613','9.683',
"20",'9.619','9.619','9.611','9.629','9.639','9.653','9.674','9.671','9.648','9.639','9.626','9.600','9.610','9.604','9.613','9.622','9.630','9.636','9.632','9.632','9.628','9.629','9.629','9.632','9.630',
"21",'9.630','9.630','9.636','9.644','9.651','9.658','9.664','9.671','9.671','9.678','9.691','9.701','9.711','9.717','9.711','9.701','9.695','9.681','9.673','9.655','9.635','9.604','9.580','9.545','9.660',
"22",'9.508','9.467','9.414','9.371','9.338','9.304','9.286','9.280','9.268','9.268','9.243','9.211','9.159','9.125','9.085','9.129','9.147','9.148','9.171','9.201','9.219','9.243','9.257','9.275','9.255',
"23",'9.282','9.319','9.342','9.373','9.398','9.436','9.458','9.483','9.500','9.534','9.543','9.548','9.573','9.579','9.593','9.613','9.627','9.639','9.653','9.679','9.695','9.713','9.721','9.743','9.544',
"24",'9.749','9.759','9.775','9.787','9.801','9.829','9.843','9.873','9.879','9.893','9.914','9.923','9.947','9.969','9.973','9.985','9.988','0.007','0.015','0.032','0.049','0.058','0.068','0.077','9.925',
"25",'0.075','0.085','0.089','0.089','0.095','0.107','0.107','0.119','0.113','0.111','0.108','0.102','0.098','0.086','0.070','0.052','0.042','0.046','0.060','0.084','0.102','0.122','0.142','0.144','0.094',
"26",'0.142','0.142','0.140','0.138','0.138','0.152','0.154','0.156','0.146','0.144','0.145','0.147','0.152','0.157','0.161','0.151','0.149','0.161','0.171','0.179','0.201','0.217','0.233','0.249','0.164',
