"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.694','9.688','9.689','9.699','9.701','9.717','9.725','9.738','9.747','9.754','9.756','9.761','9.761','9.757','9.751','9.745','9.737','9.731','9.725','9.729','9.721','9.713','9.695','9.679','9.726',
"2",'9.652','9.621','9.594','9.567','9.543','9.533','9.515','9.514','9.503','9.503','9.502','9.486','9.472','9.470','9.467','9.465','9.458','9.460','9.456','9.462','9.468','9.470','9.472','9.470','9.505',
"3",'9.472','9.468','9.472','9.478','9.490','9.516','9.538','9.556','9.569','9.586','9.595','9.610','9.612','9.617','9.654','9.660','9.675','9.710','9.730','9.774','9.796','9.830','9.851','9.870','9.630',
"4",'9.883','9.895','9.901','9.907','9.915','9.937','9.953','9.965','9.965','9.979','9.971','9.969','9.959','9.953','9.943','9.943','9.927','9.935','9.927','9.943','9.957','9.970','9.991','0.017','9.946',
"5",'0.031','0.055','0.067','0.086','0.098','0.122','0.125','0.135','0.125','0.135','0.130','0.135','0.126','0.136','0.160','0.173','0.184','0.201','0.213','0.227','0.252','0.266','0.272','0.284','0.156',
"6",'0.285','0.285','0.281','0.287','0.287','0.293','0.295','0.299','0.293','0.296','0.282','0.282','0.278','0.270','0.276','0.274','0.285','0.298','0.318','0.334','0.347','0.360','0.374','0.378','0.302',
"7",'0.378','0.378','0.377','0.378','0.388','0.398','0.404','0.406','0.405','0.412','0.394','0.398','0.400','0.386','0.384','0.380','0.380','0.386','0.388','0.398','0.408','0.420','0.424','0.424','0.396',
"8",'0.417','0.422','0.421','0.420','0.417','0.419','0.422','0.417','0.413','0.409','0.399','0.392','0.377','0.369','0.355','0.345','0.339','0.341','0.343','0.349','0.345','0.343','0.339','0.329','0.381',
"9",'0.318','0.306','0.290','0.284','0.276','0.274','0.264','0.275','0.266','0.260','0.247','0.253','0.248','0.250','0.240','0.249','0.251','0.257','0.272','0.289','0.303','0.311','0.321','0.326','0.276',
"10",'0.322','0.322','0.314','0.311','0.304','0.299','0.293','0.278','0.248','0.220','0.198','0.185','0.166','0.148','0.130','0.113','0.096','0.090','0.084','0.076','0.074','0.074','0.060','0.052','0.186',
"11",'0.043','0.034','0.015','9.999','9.997','9.995','9.995','9.993','9.985','9.977','9.973','9.969','9.952','9.940','9.941','9.937','9.925','9.933','9.940','9.953','9.968','9.981','9.993','9.997','9.976',
"12",'0.006','0.004','0.010','0.012','0.020','0.023','0.028','0.042','0.048','0.062','0.061','0.059','0.054','0.053','0.043','0.051','0.053','0.069','0.059','0.068','0.075','0.073','0.071','0.059','0.046',
"13",'0.054','0.041','0.033','0.023','0.023','0.027','0.025','0.025','0.019','0.011','0.000','9.988','9.982','9.974','9.965','9.952','9.948','9.953','9.951','9.962','9.966','9.972','9.977','9.977','9.994',
"14",'9.976','9.983','9.972','9.976','9.962','9.966','9.962','9.962','9.954','9.944','9.939','9.929','9.919','9.893','9.886','9.867','9.861','9.853','9.843','9.835','9.818','9.807','9.793','9.769','9.903',
"15",'9.742','9.718','9.700','9.676','9.660','9.649','9.644','9.638','9.630','9.618','9.616','9.600','9.590','9.580','9.575','9.578','9.570','9.586','9.610','9.626','9.636','9.642','9.642','9.642','9.632',
"16",'9.634','9.642','9.634','9.628','9.622','9.606','9.598','9.585','9.564','9.536','9.503','9.478','9.457','9.431','9.407','9.383','9.363','9.355','9.339','9.329','9.315','9.291','9.255','9.232','9.466',
"17",'9.200','9.167','9.140','9.136','9.149','9.180','9.195','9.209','9.210','9.212','9.211','9.205','9.198','9.196','9.186','9.196','9.208','9.239','9.256','9.290','9.312','9.337','9.361','9.398','9.225',
"18",'9.419','9.443','9.459','9.479','9.496','9.529','9.544','9.565','9.576','9.587','9.599','9.614','9.638','9.680','9.694','9.724','9.752','9.792','9.804','9.842','9.863','9.880','9.892','9.910','9.658',
"19",'9.921','9.933','9.941','9.947','9.959','9.965','9.968','9.983','9.985','9.989','9.975','9.991','9.987','9.999','0.001','0.002','0.001','9.999','0.007','0.027','0.039','0.057','0.061','0.069','9.992',
"20",'0.062','0.072','0.076','0.086','0.090','0.107','0.116','0.128','0.138','0.151','0.162','0.164','0.172','0.184','0.184','0.196','0.202','0.216','0.227','0.245','0.264','0.278','0.286','0.296','0.171',
"21",'0.297','0.292','0.297','0.307','0.309','0.318','0.321','0.319','0.315','0.313','0.302','0.296','0.290','0.293','0.282','0.274','0.268','0.270','0.273','0.270','0.268','0.250','0.232','0.224','0.287',
"22",'0.205','0.177','0.159','0.153','0.148','0.137','0.133','0.132','0.133','0.127','0.123','0.129','0.131','0.121','0.111','0.107','0.103','0.099','0.099','0.105','0.133','0.123','0.127','0.144','0.132',
"23",'0.151','0.165','0.177','0.189','0.207','0.227','0.233','0.237','0.241','0.252','0.257','0.275','0.273','0.291','0.295','0.303','0.315','0.335','0.334','0.359','0.357','0.357','0.357','0.361','0.273',
"24",'0.354','0.355','0.347','0.335','0.331','0.329','0.329','0.321','0.309','0.305','0.289','0.290','0.256','0.246','0.234','0.242','0.256','0.261','0.254','0.276','0.300','0.302','0.305','0.308','0.297',
"25",'0.296','0.294','0.295','0.288','0.298','0.289','0.286','0.292','0.286','0.286','0.283','0.293','0.278','0.282','0.263','0.259','0.247','0.249','0.249','0.255','0.260','0.261','0.251','0.242','0.274',
"26",'0.238','0.232','0.233','0.229','0.223','0.217','0.198','0.187','0.173','0.154','0.133','0.109','0.089','0.053','0.031','0.011','9.980','9.987','9.979','9.975','9.973','9.951','9.944','9.933','0.093',
"27",'9.895','9.879','9.851','9.827','9.809','9.815','9.785','9.761','9.731','9.701','9.685','9.653','9.617','9.598','9.571','9.528','9.500','9.466','9.434','9.410','9.390','9.376','9.364','9.350','9.625',
"28",'9.332','9.316','9.288','9.264','9.242','9.242','9.237','9.270','9.259','9.287','9.306','9.329','9.354','9.372','9.394','9.410','9.438','9.451','9.468','9.502','9.512','9.539','9.544','9.558','9.371',
"29",'9.572','9.580','9.597','9.618','9.636','9.666','9.692','9.730','9.752','9.773','9.780','9.779','9.795','9.795','9.809','9.815','9.834','9.846','9.861','9.869','9.875','9.887','9.891','9.899','9.765',
"30",'9.901','9.903','9.908','9.909','9.919','9.911','9.915','9.915','9.916','9.917','9.908','9.906','9.904','9.896','9.898','9.908','9.922','9.952','9.972','9.990','0.002','0.012','0.018','0.018','9.934',
"31",'0.016','0.009','0.013','0.021','0.029','0.027','0.041','0.052','0.051','0.051','0.046','0.058','0.060','0.058','0.056','0.074','0.076','0.094','0.116','0.138','0.150','0.154','0.156','0.149','0.071',
Mean,'9.694','9.688','9.689','9.699','9.701','9.717','9.725','9.738','9.747','9.754','9.756','9.761','9.761','9.757','9.751','9.745','9.737','9.731','9.725','9.729','9.721','9.713','9.695','9.679','9.725',
