"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.923','9.931','9.941','9.945','9.955','9.959','9.968','9.973','9.985','9.985','9.980','9.984','9.988','9.991','9.992','9.990','9.984','9.981','9.972','9.978','9.972','9.962','9.944','9.938','9.968',
"2",'9.934','9.925','9.916','9.902','9.902','9.912','9.928','9.934','9.941','9.955','9.953','9.959','9.942','9.937','9.923','9.930','9.914','9.881','9.880','9.876','9.852','9.839','9.822','9.809','9.907',
"3",'9.811','9.812','9.820','9.811','9.814','9.836','9.841','9.854','9.855','9.867','9.870','9.887','9.897','9.915','9.922','9.933','9.947','9.962','9.976','9.995','9.996','0.011','0.015','0.011','9.902',
"4",'0.016','0.044','0.022','0.041','0.024','0.032','0.022','0.008','9.982','9.967','9.952','9.901','9.901','9.880','9.836','9.800','9.764','9.756','9.720','9.712','9.676','9.643','9.608','9.591','9.871',
"5",'9.563','9.559','9.548','9.550','9.550','9.599','9.599','9.626','9.634','9.634','9.640','9.641','9.640','9.646','9.642','9.631','9.614','9.602','9.588','9.589','9.568','9.561','9.535','9.531','9.595',
"6",'9.506','9.527','9.527','9.534','9.540','9.539','9.581','9.590','9.614','9.630','9.642','9.655','9.669','9.690','9.693','9.747','9.761','9.778','9.802','9.821','9.835','9.850','9.860','9.872','9.678',
"7",'9.885','9.898','9.914','9.916','9.922','9.922','9.936','9.951','9.950','9.954','9.972','9.972','9.978','9.971','9.974','9.971','9.970','9.979','9.983','9.989','9.981','9.975','9.957','9.941','9.953',
"8",'9.920','9.896','9.867','9.857','9.849','9.830','9.808','9.787','9.764','9.738','9.705','9.680','9.661','9.655','9.652','9.649','9.674','9.705','9.710','9.716','9.717','9.728','9.730','9.729','9.751',
"9",'9.728','9.732','9.725','9.724','9.726','9.732','9.731','9.728','9.709','9.704','9.702','9.665','9.656','9.661','9.675','9.682','9.708','9.735','9.777','9.798','9.813','9.842','9.882','9.901','9.739',
"10",'9.931','9.946','9.960','9.977','9.991','0.009','0.013','0.032','0.050','0.064','0.070','0.077','0.070','0.085','0.102','0.106','0.127','0.151','0.171','0.181','0.197','0.209','0.224','0.222','0.082',
"11",'0.238','0.236','0.245','0.247','0.244','0.258','0.264','0.263','0.264','0.258','0.262','0.249','0.234','0.219','0.206','0.191','0.191','0.194','0.202','0.208','0.209','0.205','0.208','0.208','0.229',
"12",'0.191','0.172','0.164','0.144','0.136','0.130','0.110','0.082','0.082','0.070','0.040','0.006','9.965','9.956','9.954','9.926','9.909','9.887','9.842','9.856','9.826','9.820','9.738','9.727','9.989',
"13",'9.728','9.718','9.718','9.696','9.707','9.707','9.716','9.733','9.742','9.751','9.758','9.766','9.771','9.765','9.753','9.752','9.752','9.757','9.765','9.771','9.777','9.777','9.789','9.783','9.748',
"14",'9.781','9.769','9.764','9.761','9.754','9.760','9.761','9.761','9.756','9.753','9.746','9.741','9.741','9.729','9.732','9.737','9.743','9.756','9.774','9.795','9.819','9.840','9.858','9.869','9.771',
"15",'9.882','9.898','9.900','9.909','9.912','9.936','9.940','9.947','9.953','9.954','9.943','9.940','9.946','9.943','9.938','9.937','9.928','9.935','9.966','9.978','9.979','9.981','9.992','9.988','9.943',
"16",'9.981','9.975','9.980','9.978','9.978','9.985','9.983','0.007','0.013','0.004','0.009','9.996','9.996','9.986','9.985','9.970','9.969','9.979','9.989','9.987','9.994','0.011','0.023','0.026','9.992',
"17",'0.037','0.043','0.045','0.047','0.075','0.084','0.088','0.090','0.088','0.095','0.112','0.117','0.115','0.106','0.094','0.100','0.097','0.115','0.121','0.137','0.142','0.144','0.141','0.148','0.099',
"18",'0.151','0.157','0.150','0.154','0.148','0.150','0.158','0.171','0.169','0.180','0.182','0.182','0.173','0.158','0.145','0.154','0.154','0.170','0.193','0.213','0.215','0.214','0.214','0.215','0.174',
"19",'0.214','0.221','0.229','0.234','0.239','0.251','0.255','0.264','0.261','0.256','0.250','0.243','0.235','0.225','0.216','0.213','0.208','0.209','0.222','0.231','0.230','0.228','0.223','0.225','0.233',
"20",'0.226','0.226','0.228','0.229','0.233','0.243','0.247','0.255','0.255','0.254','0.241','0.237','0.231','0.226','0.227','0.224','0.231','0.234','0.255','0.273','0.278','0.279','0.283','0.288','0.246',
"21",'0.288','0.280','0.272','0.278','0.285','0.293','0.297','0.300','0.297','0.289','0.276','0.262','0.256','0.248','0.236','0.234','0.222','0.228','0.234','0.249','0.253','0.258','0.258','0.269','0.265',
"22",'0.270','0.270','0.270','0.276','0.284','0.292','0.309','0.319','0.319','0.319','0.303','0.308','0.303','0.301','0.296','0.297','0.298','0.315','0.330','0.346','0.359','0.363','0.369','0.379','0.312',
"23",'0.380','0.384','0.380','0.389','0.394','0.406','0.415','0.423','0.423','0.426','0.410','0.407','0.394','0.383','0.372','0.371','0.378','0.383','0.388','0.405','0.397','0.411','0.410','0.398','0.397',
"24",'0.396','0.390','0.382','0.380','0.365','0.369','0.355','0.351','0.339','0.327','0.302','0.283','0.258','0.238','0.224','0.211','0.197','0.187','0.174','0.175','0.152','0.136','0.120','0.108','0.267',
"25",'0.082','0.072','0.058','0.039','0.019','0.002','9.986','9.976','9.959','9.939','9.915','9.897','9.878','9.866','9.844','9.833','9.818','9.821','9.813','9.814','9.808','9.800','9.785','9.775','9.908',
"26",'9.767','9.763','9.763','9.763','9.756','9.765','9.766','9.776','9.782','9.798','9.807','9.818','9.825','9.829','9.836','9.837','9.843','9.858','9.863','9.871','9.878','9.884','9.888','9.888','9.818',
"27",'9.892','9.895','9.898','9.903','9.905','9.919','9.935','9.953','9.957','9.963','9.960','9.961','9.956','9.961','9.964','9.982','9.987','0.007','0.016','0.033','0.032','0.042','0.052','0.052','9.968',
"28",'0.062','0.070','0.060','0.062','0.066','0.072','0.087','0.093','0.107','0.112','0.117','0.125','0.124','0.125','0.122','0.120','0.121','0.132','0.138','0.156','0.165','0.171','0.175','0.174','0.115',
"29",'0.174','0.167','0.150','0.148','0.149','0.150','0.145','0.139','0.131','0.110','0.093','0.080','0.048','0.033','9.999','9.968','9.953','9.943','9.925','9.916','9.882','9.856','9.827','9.788','0.032',
"30",'9.758','9.742','9.692','9.666','9.635','9.606','9.591','9.587','9.588','9.592','9.589','9.594','9.596','9.591','9.593','9.592','9.583','9.597','9.596','9.599','9.603','9.590','9.576','9.557','9.613',
Mean,'9.923','9.931','9.941','9.945','9.955','9.959','9.968','9.973','9.985','9.985','9.980','9.984','9.988','9.991','9.992','9.990','9.984','9.981','9.972','9.978','9.972','9.962','9.944','9.938','9.968',
