"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.809','9.805','9.803','9.793','9.789','9.785','9.787','9.789','9.790','9.799','9.792','9.796','9.780','9.776','9.768','9.764','9.770','9.774','9.776','9.776','9.778','9.784','9.786','9.792','9.786',
"2",'9.790','9.787','9.781','9.775','9.771','9.777','9.783','9.788','9.801','9.807','9.805','9.809','9.805','9.801','9.797','9.801','9.807','9.809','9.811','9.798','9.785','9.779','9.771','9.765','9.792',
"3",'9.751','9.738','9.721','9.699','9.676','9.659','9.645','9.638','9.627','9.625','9.614','9.592','9.565','9.539','9.501','9.469','9.445','9.409','9.383','9.359','9.329','9.315','9.311','9.321','9.539',
"4",'9.330','9.337','9.352','9.370','9.390','9.402','9.428','9.452','9.476','9.482','9.490','9.492','9.484','9.470','9.457','9.450','9.443','9.436','9.440','9.436','9.433','9.430','9.442','9.445','9.432',
"5",'9.445','9.443','9.437','9.431','9.429','9.427','9.433','9.429','9.451','9.453','9.457','9.447','9.434','9.409','9.391','9.389','9.389','9.387','9.383','9.381','9.389','9.395','9.401','9.409','9.418',
"6",'9.415','9.415','9.419','9.419','9.421','9.421','9.414','9.413','9.429','9.429','9.432','9.428','9.422','9.422','9.422','9.430','9.436','9.455','9.467','9.508','9.537','9.569','9.598','9.646','9.457',
"7",'9.670','9.710','9.736','9.773','9.791','9.842','9.848','9.866','9.889','9.939','9.938','9.932','9.934','9.932','9.908','9.916','9.896','9.870','9.854','9.844','9.810','9.775','9.748','9.722','9.839',
"8",'9.690','9.666','9.638','9.605','9.596','9.588','9.595','9.574','9.556','9.532','9.508','9.480','9.446','9.442','9.450','9.456','9.444','9.428','9.430','9.468','9.484','9.484','9.482','9.490','9.522',
"9",'9.494','9.490','9.506','9.516','9.516','9.538','9.557','9.572','9.602','9.622','9.629','9.619','9.629','9.611','9.635','9.685','9.727','9.775','9.801','9.833','9.857','9.883','9.903','9.929','9.664',
"10",'9.951','9.977','9.979','9.997','0.006','0.016','0.021','0.031','0.045','0.049','0.026','0.012','9.989','9.969','9.953','9.911','9.881','9.839','9.777','9.719','9.679','9.637','9.617','9.598','9.903',
"11",'9.569','9.567','9.581','9.583','9.579','9.583','9.581','9.585','9.585','9.581','9.584','9.570','9.562','9.548','9.546','9.525','9.530','9.502','9.478','9.430','9.406','9.401','9.402','9.404','9.528',
"12",'9.460','9.553','9.596','9.626','9.660','9.662','9.694','9.716','9.733','9.740','9.736','9.715','9.703','9.689','9.661','9.617','9.567','9.527','9.573','9.564','9.563','9.572','9.553','9.543','9.626',
"13",'9.511','9.493','9.471','9.459','9.437','9.433','9.397','9.423','9.439','9.467','9.481','9.493','9.515','9.556','9.609','9.633','9.657','9.671','9.718','9.745','9.767','9.785','9.797','9.807','9.574',
"14",'9.805','9.807','9.800','9.769','9.729','9.735','9.729','9.727','9.731','9.741','9.767','9.755','9.784','9.803','9.809','9.801','9.790','9.790','9.782','9.773','9.763','9.751','9.735','9.723','9.767',
"15",'9.697','9.681','9.655','9.615','9.612','9.602','9.605','9.579','9.609','9.621','9.620','9.604','9.600','9.584','9.642','9.658','9.694','9.756','9.809','9.866','9.916','9.940','9.996','0.040','9.708',
"16",'0.060','0.066','0.071','0.078','0.090','0.100','0.102','0.107','0.105','0.108','0.115','0.099','0.077','0.061','0.051','0.051','0.047','0.042','0.035','0.031','0.027','0.022','0.007','9.999','0.065',
