'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','0.087','0.073','0.057','0.050','0.047','0.037','0.026','0.003','9.989','9.973','9.946','9.938','9.928','9.916','9.912','9.904','9.900','9.904','9.910','9.916','9.930','9.936','9.936','9.932','9.969'
'    2','9.926','9.918','9.934','9.912','9.908','9.902','9.888','9.890','9.882','9.862','9.859','9.855','9.841','9.832','9.827','9.828','9.835','9.843','9.857','9.879','9.893','9.905','9.909','9.912','9.879'
'    3','9.913','9.915','9.918','9.921','9.920','9.933','9.943','9.943','9.941','9.935','9.922','9.919','9.911','9.907','9.902','9.905','9.909','9.921','9.935','9.949','9.970','9.985','9.991','9.998','9.934'
'    4','9.995','0.000','9.993','0.000','0.003','0.019','0.016','0.017','0.017','0.020','0.013','0.010','0.007','0.009','0.009','0.013','0.019','0.018','0.026','0.030','0.039','0.045','0.052','0.055','0.018'
'    5','0.056','0.062','0.055','0.058','0.059','0.069','0.075','0.079','0.083','0.087','0.093','0.100','0.104','0.106','0.117','0.119','0.129','0.137','0.151','0.155','0.163','0.171','0.173','0.177','0.107'
'    6','0.187','0.191','0.189','0.193','0.201','0.209','0.213','0.221','0.221','0.229','0.225','0.223','0.227','0.231','0.227','0.229','0.231','0.237','0.237','0.243','0.257','0.269','0.257','0.261','0.225'
'    7','0.259','0.249','0.248','0.253','0.259','0.262','0.267','0.269','0.263','0.269','0.262','0.254','0.257','0.248','0.243','0.244','0.239','0.237','0.240','0.236','0.238','0.250','0.243','0.240','0.251'
'    8','0.237','0.238','0.234','0.228','0.233','0.234','0.233','0.234','0.225','0.227','0.205','0.197','0.182','0.167','0.156','0.141','0.135','0.128','0.119','0.122','0.116','0.107','0.101','0.086','0.179'
'    9','0.075','0.064','0.061','0.058','0.057','0.054','0.056','0.051','0.037','0.035','0.030','0.021','0.020','0.012','0.016','0.004','0.000','0.002','0.013','0.018','0.024','0.036','0.044','0.049','0.035'
'   10','0.050','0.052','0.060','0.068','0.078','0.082','0.086','0.100','0.102','0.111','0.119','0.115','0.121','0.115','0.115','0.111','0.110','0.110','0.111','0.107','0.110','0.109','0.111','0.111','0.099'
'   11','0.104','0.097','0.081','0.063','0.061','0.048','0.057','0.041','0.027','0.024','0.028','0.038','0.046','0.054','0.054','0.039','0.034','0.052','0.062','0.070','0.088','0.110','0.124','0.136','0.064'
'   12','0.144','0.146','0.150','0.158','0.154','0.164','0.178','0.190','0.188','0.188','0.181','0.180','0.178','0.174','0.172','0.176','0.174','0.176','0.180','0.192','0.192','0.200','0.200','0.200','0.176'
'   13','0.194','0.187','0.184','0.178','0.186','0.188','0.191','0.186','0.188','0.188','0.184','0.187','0.186','0.182','0.171','0.174','0.176','0.182','0.176','0.180','0.182','0.182','0.172','0.162','0.182'
'   14','0.150','0.134','0.118','0.104','0.093','0.082','0.073','0.070','0.057','0.030','0.019','0.005','9.982','9.953','9.939','9.911','9.907','9.885','9.873','9.859','9.849','9.853','9.853','9.853','9.986'
'   15','9.849','9.845','9.841','9.843','9.857','9.871','9.879','9.898','9.915','9.935','9.969','9.987','9.989','0.002','0.018','0.020','0.027','0.049','0.063','0.089','0.082','0.087','0.092','0.091','9.971'
'   16','0.098','0.083','0.091','0.087','0.073','0.075','0.067','0.051','0.033','0.011','9.991','9.990','9.982','9.984','9.965','9.969','9.972','9.968','9.970','9.990','0.002','0.012','0.013','0.018','0.021'
'   17','0.018','0.018','0.026','0.038','0.048','0.070','0.090','0.104','0.108','0.112','0.122','0.114','0.126','0.138','0.138','0.142','0.141','0.141','0.146','0.154','0.160','0.167','0.160','0.161','0.110'
'   18','0.158','0.146','0.138','0.122','0.117','0.128','0.130','0.136','0.142','0.156','0.150','0.142','0.136','0.136','0.132','0.130','0.114','0.110','0.116','0.106','0.111','0.116','0.116','0.120','0.130'
'   19','0.114','0.114','0.108','0.113','0.102','0.107','0.110','0.112','0.149','0.146','0.108','0.139','0.142','0.152','0.152','0.150','0.143','0.146','0.154','0.158','0.169','0.170','0.167','0.168','0.137'
'   20','0.159','0.155','0.149','0.135','0.131','0.128','0.121','0.116','0.099','0.085','0.065','0.045','0.029','0.014','9.997','9.975','9.949','9.931','9.918','9.910','9.913','9.897','9.894','9.919','0.031'
'   21','9.903','9.887','9.893','9.869','9.853','9.857','9.862','9.853','9.845','9.835','9.819','9.827','9.817','9.813','9.799','9.789','9.769','9.765','9.761','9.761','9.763','9.775','9.778','9.781','9.820'
'   22','9.783','9.784','9.787','9.784','9.796','9.807','9.823','9.834','9.844','9.853','9.854','9.854','9.851','9.856','9.842','9.841','9.838','9.832','9.838','9.842','9.848','9.836','9.834','9.827','9.829'
'   23','9.819','9.807','9.785','9.771','9.771','9.767','9.769','9.773','9.763','9.751','9.745','9.735','9.726','9.721','9.717','9.713','9.707','9.703','9.699','9.697','9.697','9.697','9.693','9.681','9.738'
'   24','9.676','9.669','9.665','9.657','9.663','9.669','9.683','9.698','9.697','9.703','9.702','9.704','9.704','9.711','9.722','9.739','9.747','9.760','9.776','9.792','9.810','9.818','9.826','9.824','9.726'
'   25','9.824','9.819','9.808','9.812','9.806','9.812','9.820','9.816','9.815','9.804','9.787','9.782','9.774','9.757','9.742','9.730','9.720','9.716','9.718','9.724','9.728','9.728','9.728','9.726','9.771'
