"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.486','9.495','9.505','9.516','9.519','9.538','9.543','9.556','9.549','9.549','9.551','9.546','9.549','9.552','9.558','9.557','9.555','9.553','9.552','9.561','9.573','9.569','9.569','9.563','9.544',
"2",'9.563','9.565','9.567','9.567','9.567','9.579','9.571','9.567','9.559','9.553','9.546','9.544','9.540','9.538','9.534','9.534','9.534','9.531','9.534','9.542','9.546','9.538','9.542','9.548','9.550',
"3",'9.546','9.548','9.538','9.528','9.534','9.528','9.526','9.516','9.520','9.514','9.503','9.508','9.496','9.490','9.483','9.476','9.468','9.468','9.466','9.468','9.462','9.463','9.455','9.444','9.498',
"4",'9.446','9.450','9.438','9.420','9.426','9.434','9.420','9.426','9.444','9.448','9.453','9.441','9.419','9.413','9.398','9.395','9.391','9.381','9.385','9.381','9.369','9.355','9.335','9.313','9.408',
"5",'9.297','9.277','9.259','9.255','9.253','9.259','9.261','9.279','9.282','9.295','9.302','9.314','9.326','9.337','9.358','9.376','9.388','9.416','9.438','9.462','9.462','9.478','9.484','9.486','9.348',
"6",'9.480','9.490','9.502','9.516','9.526','9.537','9.536','9.548','9.546','9.556','9.557','9.558','9.561','9.565','9.557','9.561','9.559','9.565','9.569','9.579','9.585','9.591','9.590','9.597','9.551',
"7",'9.589','9.585','9.581','9.585','9.581','9.589','9.596','9.605','9.602','9.603','9.603','9.611','9.605','9.605','9.600','9.607','9.611','9.622','9.625','9.648','9.667','9.677','9.681','9.695','9.616',
"8",'9.697','9.709','9.708','9.713','9.719','9.731','9.743','9.751','9.753','9.755','9.752','9.755','9.758','9.756','9.762','9.759','9.758','9.762','9.770','9.790','9.806','9.818','9.822','9.826','9.757',
"9",'9.834','9.843','9.844','9.851','9.854','9.866','9.872','9.882','9.884','9.890','9.886','9.882','9.879','9.879','9.873','9.876','9.889','9.903','9.913','9.935','9.952','9.965','9.966','9.969','9.891',
"10",'9.962','9.968','9.963','9.964','9.970','9.979','9.988','0.000','0.008','0.024','0.017','0.015','0.015','0.015','0.009','0.009','0.013','0.025','0.025','0.035','0.049','0.059','0.053','0.054','0.009',
"11",'0.045','0.035','0.026','0.027','0.011','0.005','0.001','9.996','9.983','9.975','9.960','9.945','9.927','9.915','9.906','9.904','9.887','9.886','9.888','9.892','9.898','9.904','9.900','9.902','9.951',
"12",'9.900','9.905','9.900','9.900','9.902','9.910','9.916','9.912','9.910','9.896','9.889','9.883','9.875','9.863','9.851','9.841','9.835','9.831','9.821','9.819','9.815','9.795','9.777','9.759','9.863',
"13",'9.736','9.706','9.676','9.645','9.622','9.594','9.563','9.528','9.502','9.470','9.470','9.478','9.467','9.462','9.454','9.454','9.446','9.451','9.441','9.436','9.412','9.394','9.398','9.414','9.509',
"14",'9.429','9.434','9.450','9.454','9.458','9.472','9.494','9.514','9.530','9.566','9.609','9.629','9.663','9.687','9.697','9.717','9.715','9.729','9.731','9.743','9.751','9.755','9.749','9.743','9.613',
"15",'9.739','9.741','9.729','9.735','9.735','9.751','9.763','9.781','9.793','9.784','9.783','9.816','9.824','9.837','9.851','9.867','9.877','9.901','9.909','9.916','9.935','9.939','9.929','9.919','9.827',
"16",'9.929','9.909','9.895','9.881','9.862','9.859','9.854','9.845','9.835','9.815','9.796','9.774','9.763','9.750','9.728','9.709','9.696','9.682','9.678','9.680','9.684','9.691','9.692','9.698','9.779',
"17",'9.704','9.716','9.728','9.758','9.782','9.818','9.840','9.868','9.882','9.890','9.891','9.901','9.903','9.906','9.919','9.927','9.937','9.953','9.965','9.989','0.005','0.021','0.030','0.039','9.890',
"18",'0.047','0.061','0.065','0.074','0.079','0.084','0.085','0.099','0.098','0.107','0.097','0.095','0.085','0.076','0.063','0.049','0.037','0.033','0.031','0.041','0.045','0.043','0.037','0.035','0.065',
"19",'0.027','0.023','0.017','0.008','0.006','0.011','0.003','9.997','9.990','9.987','9.974','9.960','9.948','9.939','9.918','9.908','9.894','9.895','9.885','9.882','9.885','9.882','9.876','9.866','9.949',
"20",'9.854','9.854','9.840','9.822','9.810','9.812','9.794','9.786','9.776','9.761','9.763','9.754','9.759','9.761','9.767','9.775','9.777','9.786','9.788','9.803','9.805','9.808','9.803','9.795','9.794',
