"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.422','9.422','9.423','9.426','9.424','9.426','9.438','9.456','9.466','9.482','9.497','9.501','9.503','9.515','9.515','9.521','9.525','9.544','9.541','9.551','9.563','9.564','9.563','9.571','9.494',
"2",'9.573','9.577','9.577','9.583','9.587','9.609','9.621','9.641','9.648','9.661','9.666','9.676','9.688','9.710','9.724','9.744','9.762','9.780','9.792','9.788','9.794','9.802','9.802','9.796','9.692',
"3",'9.788','9.782','9.770','9.754','9.742','9.726','9.708','9.696','9.682','9.668','9.654','9.630','9.624','9.616','9.616','9.634','9.658','9.686','9.702','9.716','9.728','9.730','9.732','9.738','9.699',
"4",'9.736','9.737','9.736','9.744','9.746','9.758','9.774','9.790','9.794','9.804','9.825','9.831','9.835','9.835','9.837','9.835','9.841','9.851','9.861','9.869','9.873','9.871','9.868','9.867','9.813',
"5",'9.854','9.856','9.846','9.842','9.836','9.830','9.838','9.840','9.858','9.886','9.914','9.936','9.946','9.961','9.962','9.958','9.960','9.970','9.978','9.968','9.962','9.960','9.946','9.947','9.911',
"6",'9.929','9.915','9.905','9.895','9.887','9.881','9.883','9.877','9.879','9.871','9.861','9.855','9.840','9.833','9.827','9.829','9.827','9.835','9.841','9.849','9.853','9.865','9.863','9.875','9.866',
"7",'9.887','9.893','9.895','9.901','9.905','9.915','9.925','9.939','9.947','9.956','9.958','9.958','9.954','9.946','9.932','9.938','9.932','9.938','9.938','9.926','9.916','9.910','9.888','9.870','9.924',
"8",'9.852','9.828','9.812','9.788','9.768','9.752','9.724','9.708','9.706','9.692','9.687','9.659','9.637','9.601','9.569','9.520','9.475','9.461','9.484','9.479','9.499','9.507','9.509','9.543','9.636',
"9",'9.549','9.573','9.595','9.619','9.638','9.659','9.679','9.707','9.725','9.739','9.755','9.767','9.759','9.751','9.759','9.763','9.765','9.772','9.771','9.763','9.753','9.761','9.765','9.773','9.715',
"10",'9.783','9.801','9.811','9.835','9.831','9.867','9.875','9.885','9.897','9.909','9.923','9.929','9.931','9.931','9.931','9.931','9.941','9.953','9.970','9.983','9.997','0.005','0.015','0.017','9.915',
"11",'0.018','0.016','0.014','0.008','0.004','0.008','0.016','0.022','0.020','0.016','0.007','0.003','9.999','9.989','9.979','9.979','9.971','9.965','9.965','9.965','9.961','9.947','9.945','9.947','9.990',
"12",'9.929','9.913','9.907','9.901','9.885','9.867','9.857','9.843','9.841','9.827','9.805','9.797','9.773','9.747','9.715','9.705','9.705','9.719','9.725','9.733','9.745','9.769','9.772','9.785','9.803',
"13",'9.782','9.746','9.720','9.681','9.644','9.602','9.532','9.532','9.532','9.556','9.577','9.589','9.617','9.641','9.645','9.661','9.677','9.691','9.723','9.728','9.741','9.746','9.741','9.741','9.660',
"14",'9.727','9.721','9.707','9.697','9.691','9.689','9.689','9.689','9.683','9.677','9.674','9.666','9.656','9.630','9.610','9.592','9.575','9.564','9.560','9.556','9.555','9.554','9.558','9.558','9.637',
"15",'9.564','9.560','9.562','9.562','9.566','9.586','9.590','9.626','9.654','9.676','9.686','9.705','9.729','9.743','9.751','9.761','9.791','9.821','9.849','9.875','9.895','9.921','9.941','9.967','9.724',
"16",'9.984','9.998','0.002','0.018','0.034','0.052','0.074','0.086','0.101','0.108','0.101','0.099','0.097','0.087','0.073','0.073','0.067','0.075','0.077','0.063','0.069','0.063','0.055','0.059','0.063',
"17",'0.056','0.046','0.028','0.019','0.010','0.002','9.994','9.994','9.990','9.990','9.988','9.986','9.976','9.974','9.962','9.947','9.934','9.928','9.912','9.906','9.877','9.862','9.846','9.834','9.961',
"18",'9.804','9.774','9.752','9.718','9.696','9.688','9.668','9.642','9.624','9.610','9.613','9.613','9.609','9.663','9.649','9.665','9.651','9.667','9.685','9.701','9.705','9.701','9.687','9.687','9.678',
"19",'9.689','9.681','9.667','9.657','9.653','9.643','9.627','9.621','9.611','9.589','9.538','9.502','9.448','9.414','9.338','9.248','9.151','9.084','9.032','8.978','8.944','8.890','8.884','8.864','9.365',
"20",'8.849','8.857','8.867','8.871','8.855','8.865','8.875','8.873','8.879','8.881','8.885','8.887','8.895','8.895','8.891','8.891','8.885','8.890','8.893','8.905','8.897','8.903','8.903','8.899','8.883',
"21",'8.899','8.897','8.893','8.879','8.885','8.895','8.903','8.921','8.929','8.939','8.961','8.974','8.982','8.990','8.994','9.000','9.010','9.034','9.044','9.044','9.044','9.042','9.044','9.042','8.969',
"22",'9.034','9.030','9.018','9.016','9.018','9.034','9.045','9.058','9.058','9.066','9.065','9.073','9.073','9.071','9.071','9.095','9.105','9.137','9.151','9.181','9.207','9.213','9.231','9.251','9.096',
"23",'9.258','9.276','9.284','9.296','9.308','9.328','9.352','9.372','9.388','9.400','9.407','9.423','9.427','9.446','9.451','9.465','9.481','9.483','9.501','9.513','9.513','9.515','9.515','9.513','9.413',
"24",'9.504','9.496','9.476','9.460','9.448','9.432','9.416','9.394','9.370','9.348','9.328','9.298','9.282','9.252','9.232','9.228','9.226','9.238','9.256','9.289','9.312','9.338','9.356','9.388','9.349',
"25",'9.410','9.430','9.455','9.480','9.510','9.536','9.556','9.566','9.584','9.602','9.596','9.598','9.616','9.624','9.642','9.642','9.651','9.668','9.674','9.684','9.684','9.678','9.678','9.686','9.594',
"26",'9.675','9.701','9.691','9.707','9.705','9.705','9.717','9.718','9.725','9.734','9.739','9.743','9.751','9.741','9.731','9.715','9.705','9.702','9.691','9.683','9.671','9.661','9.651','9.647','9.705',
"27",'9.647','9.643','9.637','9.615','9.623','9.623','9.625','9.627','9.633','9.631','9.651','9.666','9.669','9.684','9.692','9.700','9.717','9.738','9.750','9.766','9.776','9.788','9.800','9.810','9.688',
"28",'9.811','9.811','9.811','9.827','9.819','9.815','9.817','9.817','9.817','9.821','9.823','9.833','9.853','9.857','9.863','9.859','9.843','9.849','9.843','9.835','9.811','9.785','9.769','9.737','9.822',
