"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.593','9.593','9.578','9.576','9.581','9.585','9.580','9.590','9.596','9.598','9.578','9.580','9.585','9.574','9.554','9.541','9.530','9.528','9.518','9.516','9.510','9.507','9.494','9.492','9.557',
"2",'9.485','9.474','9.459','9.448','9.441','9.444','9.448','9.453','9.455','9.464','9.475','9.483','9.491','9.501','9.509','9.513','9.517','9.531','9.542','9.547','9.553','9.559','9.550','9.546','9.495',
"3",'9.524','9.521','9.497','9.487','9.469','9.457','9.452','9.459','9.469','9.483','9.479','9.490','9.495','9.503','9.503','9.512','9.513','9.521','9.521','9.528','9.503','9.479','9.451','9.441','9.490',
"4",'9.417','9.407','9.407','9.409','9.409','9.413','9.423','9.433','9.443','9.452','9.462','9.466','9.464','9.468','9.460','9.463','9.457','9.454','9.446','9.449','9.418','9.404','9.374','9.339','9.431',
"5",'9.297','9.237','9.140','9.053','9.047','9.019','9.017','9.001','8.979','8.959','8.955','8.953','8.963','8.963','8.957','8.949','8.951','8.963','8.983','9.017','9.059','9.111','9.165','9.219','9.040',
"6",'9.262','9.301','9.330','9.358','9.392','9.416','9.426','9.430','9.434','9.431','9.434','9.406','9.394','9.378','9.355','9.334','9.322','9.330','9.346','9.363','9.397','9.442','9.492','9.540','9.388',
"7",'9.576','9.614','9.630','9.654','9.667','9.685','9.706','9.718','9.731','9.742','9.736','9.744','9.738','9.740','9.733','9.728','9.725','9.740','9.748','9.755','9.752','9.752','9.755','9.759','9.714',
"8",'9.747','9.749','9.735','9.726','9.720','9.717','9.713','9.718','9.719','9.719','9.717','9.722','9.716','9.708','9.706','9.705','9.700','9.708','9.706','9.706','9.711','9.711','9.704','9.700','9.716',
"9",'9.696','9.698','9.698','9.698','9.698','9.702','9.713','9.726','9.730','9.736','9.734','9.749','9.741','9.751','9.754','9.768','9.783','9.808','9.817','9.828','9.828','9.836','9.838','9.840','9.757',
"10",'9.847','9.851','9.851','9.849','9.862','9.871','9.878','9.889','9.886','9.885','9.875','9.859','9.847','9.822','9.805','9.795','9.785','9.784','9.778','9.769','9.751','9.723','9.716','9.695','9.820',
"11",'9.677','9.638','9.592','9.572','9.528','9.504','9.484','9.425','9.410','9.372','9.343','9.359','9.331','9.315','9.308','9.283','9.253','9.259','9.231','9.227','9.178','9.190','9.175','9.161','9.367',
"12",'9.140','9.106','9.073','9.040','9.012','8.986','8.960','8.932','8.908','8.886','8.860','8.836','8.816','8.818','8.822','8.824','8.831','8.838','8.840','8.834','8.829','8.831','8.826','8.822','8.903',
"13",'8.816','8.808','8.800','8.812','8.866','8.910','8.944','8.981','9.000','9.024','9.038','9.053','9.083','9.111','9.129','9.161','9.191','9.217','9.235','9.262','9.288','9.301','9.305','9.317','9.069',
"14",'9.330','9.353','9.360','9.370','9.368','9.378','9.382','9.392','9.388','9.392','9.395','9.409','9.405','9.405','9.390','9.383','9.357','9.347','9.315','9.271','9.225','9.159','9.077','8.971','9.326',
"15",'8.940','8.888','8.853','8.824','8.786','8.774','8.812','8.866','8.886','8.916','8.936','8.972','9.006','9.044','9.066','9.074','9.108','9.122','9.143','9.152','9.160','9.168','9.177','9.183','8.994',
"16",'9.186','9.186','9.182','9.168','9.157','9.146','9.143','9.144','9.131','9.138','9.160','9.174','9.190','9.192','9.194','9.211','9.222','9.259','9.315','9.386','9.438','9.500','9.546','9.620','9.250',
"17",'9.659','9.709','9.741','9.771','9.803','9.845','9.869','9.899','9.915','9.929','9.938','9.966','9.967','9.986','9.993','9.989','0.007','0.019','0.027','0.029','0.035','0.037','0.033','0.037','9.925',
"18",'0.044','0.046','0.042','0.040','0.029','0.038','0.020','0.020','0.009','0.009','0.006','9.995','9.985','9.969','9.955','9.945','9.931','9.916','9.901','9.881','9.866','9.846','9.823','9.797','9.963',
"19",'9.786','9.766','9.744','9.722','9.716','9.711','9.707','9.703','9.704','9.701','9.709','9.704','9.696','9.686','9.675','9.679','9.671','9.673','9.667','9.669','9.662','9.659','9.651','9.649','9.696',
"20",'9.649','9.643','9.625','9.610','9.601','9.595','9.592','9.591','9.587','9.583','9.571','9.564','9.545','9.537','9.513','9.509','9.497','9.495','9.489','9.478','9.468','9.455','9.443','9.437','9.545',
"21",'9.423','9.421','9.409','9.407','9.410','9.409','9.417','9.417','9.415','9.410','9.403','9.388','9.379','9.367','9.377','9.375','9.361','9.359','9.351','9.355','9.356','9.371','9.367','9.371','9.388',
"22",'9.365','9.365','9.361','9.354','9.349','9.345','9.345','9.345','9.337','9.338','9.335','9.321','9.307','9.303','9.293','9.291','9.291','9.289','9.293','9.297','9.295','9.302','9.307','9.317','9.323',
"23",'9.323','9.331','9.337','9.353','9.373','9.391','9.409','9.435','9.458','9.482','9.481','9.501','9.527','9.549','9.576','9.597','9.608','9.623','9.637','9.641','9.633','9.631','9.624','9.613','9.506',
