'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','0.101','0.094','0.090','0.085','0.094','0.091','0.099','0.098','0.092','0.084','0.084','0.078','0.070','0.060','0.050','0.038','0.029','0.012','0.011','0.002','0.006','0.004','9.991','9.978','0.056'
'    2','9.965','9.937','9.924','9.906','9.902','9.879','9.862','9.882','9.874','9.864','9.862','9.866','9.865','9.854','9.852','9.838','9.838','9.831','9.816','9.812','9.788','9.767','9.766','9.767','9.855'
'    3','9.764','9.766','9.780','9.799','9.818','9.830','9.848','9.860','9.867','9.864','9.875','9.874','9.881','9.881','9.896','9.907','9.931','9.945','9.957','9.977','9.989','0.008','0.037','0.047','9.892'
'    4','0.054','0.071','0.071','0.095','0.108','0.125','0.129','0.163','0.163','0.166','0.154','0.170','0.164','0.174','0.172','0.172','0.182','0.194','0.204','0.216','0.238','0.244','0.244','0.248','0.163'
'    5','0.252','0.243','0.234','0.234','0.236','0.236','0.231','0.226','0.218','0.200','0.182','0.171','0.157','0.157','0.153','0.149','0.147','0.148','0.151','0.164','0.173','0.175','0.184','0.185','0.192'
'    6','0.188','0.178','0.172','0.169','0.165','0.164','0.164','0.164','0.154','0.128','0.121','0.121','0.113','0.109','0.107','0.099','0.099','0.105','0.107','0.101','0.106','0.107','0.103','0.105','0.131'
'    7','0.101','0.103','0.105','0.112','0.119','0.129','0.143','0.153','0.151','0.167','0.171','0.169','0.181','0.193','0.199','0.201','0.211','0.231','0.225','0.237','0.241','0.254','0.263','0.271','0.180'
'    8','0.277','0.281','0.283','0.295','0.295','0.307','0.309','0.311','0.301','0.297','0.283','0.277','0.279','0.281','0.275','0.273','0.271','0.275','0.281','0.287','0.307','0.323','0.322','0.339','0.293'
'    9','0.337','0.337','0.339','0.341','0.339','0.347','0.353','0.357','0.351','0.347','0.332','0.324','0.318','0.312','0.314','0.312','0.319','0.322','0.320','0.346','0.363','0.372','0.384','0.388','0.341'
'   10','0.391','0.392','0.393','0.403','0.401','0.414','0.417','0.409','0.409','0.413','0.406','0.410','0.400','0.396','0.390','0.392','0.380','0.386','0.389','0.402','0.406','0.414','0.420','0.414','0.402'
'   11','0.408','0.403','0.394','0.397','0.390','0.392','0.398','0.394','0.393','0.383','0.365','0.363','0.343','0.339','0.327','0.319','0.308','0.295','0.289','0.289','0.285','0.275','0.269','0.245','0.344'
'   12','0.226','0.200','0.172','0.146','0.130','0.118','0.103','0.089','0.068','0.050','0.037','0.025','0.019','0.011','0.013','0.015','0.015','0.015','0.015','0.011','9.990','9.992','9.983','9.978','0.059'
'   13','9.961','9.943','9.917','9.919','9.907','9.917','9.921','9.937','9.939','9.943','9.959','9.966','9.965','9.966','9.966','9.966','9.973','9.971','9.978','9.985','0.003','0.001','9.988','0.009','9.958'
'   14','9.978','9.959','9.959','9.939','9.939','9.947','9.943','9.935','9.934','9.937','9.933','9.935','9.929','9.937','9.937','9.955','9.959','9.973','9.990','0.009','0.030','0.049','0.057','0.068','9.968'
'   15','0.073','0.079','0.079','0.081','0.095','0.109','0.115','0.125','0.125','0.125','0.119','0.114','0.111','0.113','0.113','0.113','0.116','0.123','0.121','0.125','0.125','0.127','0.125','0.111','0.111'
'   16','0.095','0.079','0.061','0.049','0.038','0.025','0.023','0.035','0.041','0.045','0.062','0.061','0.035','0.052','0.051','0.059','0.069','0.091','0.091','0.108','0.111','0.117','0.117','0.115','0.068'
'   17','0.118','0.122','0.112','0.120','0.112','0.110','0.108','0.100','0.086','0.070','0.064','0.046','0.032','0.006','9.974','9.932','9.895','9.872','9.837','9.808','9.782','9.766','9.752','9.744','9.982'
'   18','9.715','9.703','9.681','9.685','9.683','9.683','9.675','9.677','9.685','9.683','9.684','9.686','9.686','9.696','9.708','9.716','9.712','9.729','9.744','9.780','9.802','9.834','9.846','9.865','9.723'
'   19','9.883','9.901','9.908','9.929','9.951','9.963','9.983','9.993','9.999','0.009','0.012','0.012','0.010','0.004','0.008','0.006','0.010','0.019','0.034','0.046','0.068','0.084','0.104','0.120','0.002'
'   20','0.120','0.120','0.120','0.124','0.130','0.142','0.143','0.146','0.148','0.144','0.132','0.132','0.124','0.128','0.118','0.122','0.120','0.118','0.118','0.118','0.126','0.135','0.126','0.129','0.128'
'   21','0.119','0.105','0.085','0.071','0.067','0.061','0.055','0.047','0.041','0.029','0.016','0.009','9.991','9.981','9.961','9.958','9.941','9.929','9.919','9.907','9.901','9.889','9.875','9.867','9.993'
'   22','9.861','9.843','9.825','9.822','9.819','9.819','9.824','9.813','9.797','9.789','9.778','9.773','9.758','9.740','9.726','9.710','9.698','9.682','9.668','9.668','9.668','9.660','9.648','9.639','9.751'
'   23','9.632','9.626','9.608','9.596','9.580','9.564','9.566','9.580','9.598','9.611','9.620','9.649','9.674','9.696','9.720','9.744','9.776','9.808','9.828','9.846','9.858','9.882','9.888','9.898','9.702'
'   24','9.907','9.924','9.928','9.928','9.934','9.954','9.966','9.982','9.984','9.990','9.987','9.996','9.996','9.996','0.002','0.004','0.002','0.002','0.002','0.020','0.032','0.046','0.052','0.058','9.987'
'   25','0.061','0.061','0.059','0.070','0.073','0.085','0.089','0.091','0.091','0.085','0.077','0.081','0.075','0.077','0.075','0.075','0.075','0.079','0.085','0.095','0.108','0.121','0.121','0.125','0.085'
'   26','0.126','0.130','0.124','0.128','0.128','0.136','0.144','0.150','0.148','0.139','0.137','0.129','0.125','0.115','0.107','0.107','0.097','0.093','0.095','0.101','0.111','0.119','0.115','0.119','0.122'
'   27','0.105','0.109','0.109','0.109','0.107','0.107','0.117','0.113','0.115','0.105','0.093','0.083','0.073','0.061','0.055','0.051','0.043','0.031','0.017','0.003','9.995','9.993','9.977','9.951','0.063'
'   28','9.925','9.885','9.863','9.843','9.825','9.817','9.813','9.813','9.813','9.821','9.831','9.832','9.872','9.901','9.929','9.951','9.973','0.003','0.029','0.059','0.082','0.107','0.143','0.164','9.929'
'   29','0.176','0.177','0.177','0.199','0.216','0.231','0.240','0.245','0.253','0.263','0.260','0.267','0.266','0.259','0.259','0.250','0.255','0.251','0.247','0.259','0.271','0.271','0.283','0.277','0.244'
'   30','0.278','0.273','0.272','0.265','0.258','0.254','0.247','0.238','0.228','0.218','0.211','0.201','0.189','0.176','0.167','0.158','0.151','0.151','0.149','0.139','0.127','0.121','0.110','0.098','0.195'
'   31','0.078','0.064','0.049','0.036','0.034','0.027','0.020','0.026','0.020','0.020','0.020','0.029','0.027','0.029','0.037','0.046','0.041','0.045','0.053','0.057','0.058','0.057','0.054','0.051','0.041'
' Mean','0.073','0.068','0.061','0.061','0.061','0.064','0.066','0.069','0.067','0.064','0.060','0.060','0.056','0.055','0.054','0.053','0.053','0.056','0.057','0.064','0.069','0.075','0.076','0.077','0.063'
