'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','0.450','0.447','0.447','0.445','0.441','0.443','0.443','0.453','0.437','0.423','0.405','0.385','0.371','0.357','0.344','0.331','0.327','0.329','0.331','0.337','0.341','0.351','0.354','0.357','0.390'
'    2','0.355','0.355','0.343','0.335','0.331','0.330','0.321','0.317','0.300','0.281','0.272','0.250','0.240','0.220','0.207','0.198','0.186','0.186','0.183','0.188','0.196','0.212','0.213','0.218','0.260'
'    3','0.213','0.211','0.207','0.203','0.195','0.194','0.183','0.179','0.162','0.155','0.152','0.138','0.120','0.106','0.096','0.088','0.080','0.084','0.087','0.094','0.099','0.112','0.116','0.123','0.142'
'    4','0.131','0.123','0.124','0.124','0.124','0.132','0.129','0.124','0.110','0.094','0.070','0.068','0.060','0.052','0.040','0.036','0.032','0.028','0.035','0.046','0.056','0.054','0.052','0.052','0.079'
'    5','0.050','0.046','0.050','0.048','0.050','0.046','0.044','0.034','0.016','9.998','9.999','9.991','9.977','9.972','9.963','9.957','9.953','9.949','9.955','9.957','9.961','9.966','9.965','9.965','9.996'
'    6','9.963','9.955','9.949','9.945','9.937','9.929','9.923','9.911','9.895','9.877','9.861','9.845','9.835','9.837','9.843','9.839','9.826','9.815','9.815','9.793','9.797','9.783','9.777','9.767','9.863'
'    7','9.758','9.748','9.738','9.738','9.740','9.742','9.736','9.734','9.732','9.730','9.720','9.714','9.702','9.700','9.688','9.682','9.678','9.676','9.678','9.684','9.686','9.694','9.688','9.692','9.712'
'    8','9.694','9.704','9.694','9.704','9.703','9.710','9.708','9.716','9.710','9.710','9.729','9.724','9.725','9.723','9.721','9.715','9.719','9.714','9.713','9.718','9.725','9.735','9.742','9.740','9.716'
'    9','9.740','9.729','9.721','9.717','9.709','9.705','9.699','9.703','9.688','9.686','9.684','9.680','9.664','9.660','9.655','9.652','9.659','9.660','9.665','9.669','9.678','9.685','9.681','9.688','9.687'
'   10','9.693','9.699','9.701','9.699','9.715','9.727','9.734','9.741','9.747','9.757','9.734','9.720','9.715','9.701','9.681','9.668','9.670','9.671','9.671','9.677','9.703','9.689','9.699','9.699','9.705'
'   11','9.711','9.745','9.747','9.751','9.761','9.783','9.803','9.815','9.827','9.845','9.856','9.856','9.853','9.854','9.860','9.860','9.848','9.836','9.824','9.812','9.817','9.827','9.819','9.817','9.814'
'   12','9.802','9.850','9.836','9.834','9.834','9.842','9.856','9.879','9.877','9.884','9.884','9.894','9.888','9.904','9.910','9.904','9.907','9.907','9.903','9.903','9.924','9.896','9.900','9.886','9.879'
'   13','9.880','9.874','9.874','9.852','9.828','9.805','9.778','9.782','9.760','9.757','9.756','9.744','9.745','9.732','9.734','9.726','9.748','9.756','9.778','9.803','9.808','9.834','9.844','9.860','9.794'
'   14','9.872','9.890','9.888','9.897','9.912','9.926','9.934','9.945','9.954','9.967','9.971','9.981','9.981','9.979','9.971','9.969','9.971','9.968','9.965','9.967','9.966','9.971','9.969','9.969','9.949'
'   15','9.967','9.953','9.936','9.927','9.919','9.909','9.893','9.875','9.851','9.839','9.841','9.830','9.825','9.811','9.807','9.809','9.809','9.809','9.812','9.825','9.831','9.843','9.851','9.869','9.860'
'   16','9.869','9.876','9.875','9.883','9.887','9.898','9.901','9.907','9.913','9.917','9.910','9.917','9.916','9.910','9.908','9.901','9.894','9.886','9.884','9.880','9.876','9.874','9.875','9.862','9.892'
'   17','9.846','9.839','9.830','9.828','9.833','9.844','9.850','9.864','9.882','9.900','9.911','9.928','9.941','9.946','9.957','9.961','9.968','9.977','9.983','0.001','0.005','0.015','0.025','0.028','9.923'
