"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'0.168','0.171','0.167','0.163','0.165','0.159','0.152','0.159','0.149','0.145','0.133','0.121','0.103','0.094','0.081','0.067','0.047','0.024','0.007','9.985','9.963','9.944','9.909','9.873','0.081',
"2",'9.835','9.804','9.773','9.749','9.741','9.741','9.738','9.733','9.726','9.717','9.720','9.716','9.695','9.696','9.681','9.687','9.672','9.674','9.678','9.688','9.700','9.702','9.696','9.694','9.719',
"3",'9.696','9.701','9.701','9.700','9.704','9.706','9.706','9.708','9.716','9.724','9.722','9.727','9.723','9.741','9.743','9.749','9.745','9.746','9.757','9.773','9.785','9.797','9.801','9.811','9.737',
"4",'9.808','9.810','9.808','9.806','9.814','9.820','9.826','9.836','9.831','9.822','9.821','9.823','9.821','9.821','9.819','9.829','9.841','9.857','9.861','9.879','9.888','9.901','9.905','9.907','9.840',
"5",'9.912','9.922','9.919','9.930','9.938','9.944','9.954','9.968','9.976','9.982','9.984','9.984','9.980','9.985','9.985','9.985','9.982','9.991','9.994','0.006','0.010','0.018','0.016','0.012','9.974',
"6",'0.008','0.002','9.986','9.982','9.978','9.974','9.964','9.960','9.946','9.935','9.930','9.916','9.902','9.894','9.874','9.874','9.870','9.872','9.882','9.886','9.887','9.887','9.879','9.888','9.924',
"7",'9.884','9.882','9.874','9.867','9.870','9.874','9.878','9.878','9.874','9.878','9.886','9.884','9.878','9.888','9.886','9.890','9.888','9.890','9.898','9.904','9.912','9.920','9.924','9.935','9.889',
"8",'9.935','9.934','9.934','9.938','9.946','9.950','9.960','9.964','9.968','9.962','9.955','9.967','9.955','9.961','9.959','9.967','9.969','9.979','9.985','9.987','9.990','9.993','0.005','0.023','9.966',
"9",'0.031','0.038','0.039','0.041','0.045','0.050','0.055','0.073','0.077','0.075','0.072','0.072','0.066','0.068','0.060','0.054','0.048','0.040','0.026','0.014','9.996','9.978','9.966','9.956','0.039',
"10",'9.950','9.978','9.988','9.988','0.002','0.020','0.030','0.034','0.030','0.028','0.025','0.029','0.017','0.019','0.017','0.027','0.023','0.029','0.035','0.039','0.063','0.065','0.049','0.051','0.022',
"11",'0.037','0.021','0.015','0.009','0.013','0.009','0.005','0.005','0.001','0.005','0.008','0.008','0.002','9.998','0.004','9.990','9.986','9.982','9.980','9.987','9.994','9.998','0.000','0.004','0.003',
"12",'0.004','0.004','0.006','0.012','0.016','0.030','0.038','0.047','0.048','0.048','0.041','0.040','0.024','0.018','0.022','0.013','0.014','0.012','0.007','0.010','0.010','0.008','0.008','9.998','0.020',
"13",'9.993','9.979','9.967','9.965','9.961','9.959','9.959','9.953','9.951','9.937','9.935','9.933','9.925','9.917','9.913','9.909','9.903','9.905','9.903','9.907','9.915','9.921','9.919','9.921','9.935',
"14",'9.920','9.920','9.910','9.913','9.918','9.924','9.928','9.930','9.932','9.936','9.941','9.950','9.955','9.955','9.953','9.957','9.955','9.957','9.959','9.967','9.973','9.983','9.983','9.985','9.946',
"15",'9.980','9.974','9.970','9.962','9.964','9.966','9.970','9.970','9.970','9.958','9.952','9.934','9.936','9.928','9.923','9.906','9.903','9.890','9.888','9.890','9.888','9.890','9.892','9.882','9.933',
"16",'9.882','9.870','9.858','9.844','9.834','9.838','9.836','9.842','9.846','9.850','9.849','9.843','9.837','9.821','9.815','9.811','9.805','9.799','9.804','9.809','9.805','9.804','9.803','9.799','9.829',
"17",'9.781','9.777','9.771','9.761','9.759','9.763','9.753','9.755','9.749','9.741','9.735','9.713','9.707','9.695','9.673','9.655','9.645','9.643','9.645','9.645','9.635','9.625','9.614','9.600','9.702',
"18",'9.588','9.572','9.570','9.558','9.557','9.554','9.560','9.560','9.558','9.556','9.554','9.542','9.534','9.515','9.510','9.510','9.514','9.526','9.528','9.538','9.552','9.554','9.556','9.565','9.547',
"19",'9.568','9.568','9.566','9.576','9.584','9.606','9.618','9.634','9.640','9.648','9.651','9.655','9.655','9.659','9.655','9.659','9.663','9.671','9.681','9.689','9.684','9.683','9.671','9.657','9.639',
"20",'9.645','9.627','9.613','9.609','9.613','9.621','9.631','9.644','9.665','9.680','9.690','9.708','9.726','9.748','9.757','9.777','9.798','9.830','9.849','9.878','9.888','9.910','9.935','9.946','9.741',
"21",'9.958','9.978','9.986','9.996','0.016','0.038','0.042','0.051','0.062','0.063','0.061','0.071','0.063','0.065','0.063','0.065','0.069','0.057','0.053','0.053','0.050','0.045','0.043','0.027','0.041',
"22",'0.014','9.997','9.983','9.967','9.958','9.955','9.943','9.939','9.922','9.907','9.898','9.890','9.870','9.849','9.832','9.810','9.794','9.762','9.748','9.736','9.712','9.690','9.688','9.696','9.857',
"23",'9.693','9.687','9.687','9.698','9.701','9.707','9.713','9.717','9.719','9.715','9.708','9.708','9.710','9.710','9.704','9.702','9.694','9.694','9.690','9.698','9.695','9.690','9.686','9.690','9.701',
"24",'9.684','9.678','9.670','9.664','9.660','9.660','9.670','9.676','9.684','9.690','9.689','9.687','9.693','9.687','9.690','9.695','9.701','9.723','9.739','9.765','9.771','9.783','9.792','9.793','9.706',
"25",'9.789','9.805','9.805','9.819','9.833','9.853','9.867','9.875','9.879','9.875','9.876','9.882','9.878','9.880','9.887','9.895','9.902','9.915','9.921','9.930','9.923','9.921','9.914','9.914','9.877',
"26",'9.916','9.917','9.914','9.910','9.910','9.918','9.921','9.930','9.932','9.930','9.913','9.913','9.907','9.899','9.887','9.878','9.868','9.862','9.853','9.847','9.850','9.850','9.850','9.846','9.893',
"27",'9.835','9.834','9.828','9.826','9.836','9.838','9.850','9.850','9.850','9.848','9.857','9.859','9.853','9.843','9.839','9.839','9.833','9.845','9.871','9.885','9.893','9.903','9.899','9.899','9.855',
"28",'9.901','9.906','9.904','9.899','9.898','9.897','9.899','9.898','9.885','9.875','9.861','9.858','9.860','9.854','9.840','9.838','9.820','9.817','9.812','9.820','9.810','9.806','9.806','9.808','9.857',
"29",'9.812','9.806','9.805','9.808','9.817','9.828','9.834','9.840','9.840','9.842','9.846','9.847','9.835','9.835','9.830','9.829','9.828','9.839','9.843','9.853','9.855','9.855','9.856','9.860','9.835',
"30",'9.857','9.856','9.846','9.844','9.846','9.852','9.850','9.848','9.840','9.832','9.826','9.824','9.820','9.813','9.808','9.804','9.804','9.808','9.810','9.818','9.824','9.822','9.822','9.824','9.829',
"31",'9.822','9.820','9.814','9.814','9.814','9.820','9.820','9.825','9.823','9.820','9.812','9.819','9.825','9.817','9.811','9.803','9.795','9.804','9.799','9.810','9.817','9.825','9.815','9.815','9.815',
Mean,'0.168','0.171','0.167','0.163','0.165','0.159','0.152','0.159','0.149','0.145','0.133','0.121','0.103','0.094','0.081','0.067','0.047','0.024','0.007','9.985','9.963','9.944','9.909','9.873','0.081',
