"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.549','9.542','9.532','9.538','9.531','9.540','9.549','9.560','9.559','9.565','9.571','9.575','9.578','9.592','9.585','9.591','9.591','9.600','9.609','9.617','9.619','9.623','9.623','9.633','9.578',
"2",'9.628','9.625','9.617','9.616','9.607','9.607','9.615','9.628','9.631','9.631','9.624','9.615','9.612','9.604','9.598','9.596','9.603','9.611','9.620','9.631','9.643','9.652','9.656','9.670','9.622',
"3",'9.681','9.695','9.704','9.726','9.738','9.760','9.788','9.821','9.839','9.861','9.872','9.879','9.888','9.897','9.910','9.919','9.926','9.937','9.949','9.967','9.968','9.964','9.958','9.935','9.858',
"4",'9.915','9.905','9.863','9.826','9.807','9.769','9.737','9.709','9.675','9.631','9.574','9.516','9.453','9.419','9.346','9.330','9.294','9.273','9.264','9.260','9.251','9.260','9.252','9.250','9.524',
"5",'9.266','9.258','9.266','9.280','9.287','9.298','9.322','9.349','9.356','9.368','9.362','9.365','9.364','9.382','9.382','9.390','9.390','9.398','9.410','9.420','9.431','9.442','9.450','9.466','9.363',
"6",'9.488','9.502','9.504','9.522','9.532','9.542','9.554','9.574','9.580','9.594','9.579','9.579','9.581','9.563','9.552','9.563','9.561','9.598','9.621','9.661','9.689','9.732','9.759','9.777','9.592',
"7",'9.797','9.825','9.821','9.816','9.805','9.812','9.795','9.767','9.761','9.753','9.767','9.773','9.747','9.753','9.753','9.742','9.753','9.764','9.767','9.753','9.741','9.773','9.765','9.765','9.774',
"8",'9.765','9.763','9.769','9.776','9.777','9.785','9.811','9.835','9.847','9.847','9.858','9.880','9.870','9.878','9.880','9.881','9.896','9.914','9.931','9.945','9.946','9.962','9.964','9.968','9.865',
"9",'9.972','9.977','9.974','9.964','9.966','9.964','9.966','9.978','9.976','9.968','9.976','9.982','9.972','9.982','9.966','9.966','9.971','9.974','9.981','9.996','0.000','9.998','0.004','0.013','9.979',
"10",'9.999','0.010','0.002','0.009','0.014','0.028','0.048','0.078','0.103','0.116','0.116','0.120','0.116','0.117','0.112','0.113','0.104','0.104','0.110','0.103','0.101','0.086','0.065','0.062','0.077',
"11",'0.032','0.022','9.980','9.952','9.928','9.918','9.903','9.890','9.871','9.854','9.846','9.835','9.807','9.803','9.774','9.791','9.808','9.818','9.835','9.852','9.851','9.860','9.872','9.881','9.874',
"12",'9.880','9.882','9.867','9.878','9.870','9.879','9.866','9.862','9.844','9.824','9.831','9.837','9.818','9.791','9.783','9.765','9.750','9.737','9.721','9.707','9.677','9.637','9.611','9.571','9.787',
"13",'9.527','9.489','9.436','9.393','9.343','9.293','9.330','9.324','9.331','9.347','9.377','9.345','9.349','9.338','9.352','9.357','9.379','9.364','9.381','9.399','9.399','9.415','9.417','9.435','9.380',
"14",'9.445','9.459','9.483','9.501','9.526','9.551','9.549','9.566','9.581','9.621','9.624','9.633','9.611','9.613','9.636','9.635','9.632','9.632','9.630','9.627','9.631','9.651','9.653','9.673','9.590',
"15",'9.673','9.679','9.683','9.695','9.705','9.721','9.721','9.739','9.740','9.749','9.766','9.768','9.766','9.781','9.784','9.794','9.794','9.804','9.812','9.824','9.824','9.839','9.844','9.850','9.765',
"16",'9.854','9.859','9.858','9.853','9.852','9.852','9.856','9.863','9.850','9.856','9.835','9.819','9.789','9.777','9.757','9.745','9.735','9.725','9.717','9.706','9.697','9.681','9.676','9.661','9.786',
"17",'9.665','9.653','9.643','9.637','9.641','9.632','9.635','9.633','9.636','9.644','9.637','9.633','9.643','9.643','9.649','9.659','9.678','9.696','9.711','9.723','9.737','9.753','9.767','9.787','9.672',
"18",'9.805','9.821','9.831','9.853','9.879','9.901','9.925','9.959','9.987','0.005','0.027','0.043','0.051','0.067','0.075','0.093','0.105','0.125','0.144','0.159','0.173','0.191','0.201','0.217','0.027',
"19",'0.228','0.234','0.242','0.246','0.252','0.258','0.271','0.284','0.290','0.284','0.285','0.282','0.278','0.265','0.265','0.273','0.282','0.294','0.290','0.298','0.297','0.297','0.299','0.301','0.275',
"20",'0.304','0.304','0.297','0.298','0.298','0.292','0.304','0.317','0.322','0.322','0.322','0.322','0.315','0.318','0.314','0.324','0.322','0.338','0.347','0.369','0.379','0.378','0.386','0.386','0.328',
"21",'0.398','0.416','0.409','0.414','0.431','0.428','0.446','0.478','0.491','0.504','0.518','0.525','0.536','0.537','0.531','0.535','0.543','0.567','0.581','0.583','0.591','0.584','0.591','0.605','0.510',
"22",'0.583','0.574','0.547','0.561','0.533','0.531','0.533','0.532','0.514','0.502','0.484','0.472','0.454','0.438','0.412','0.414','0.412','0.400','0.398','0.392','0.392','0.399','0.399','0.394','0.470',
"23",'0.401','0.396','0.381','0.372','0.360','0.356','0.344','0.348','0.338','0.338','0.349','0.329','0.323','0.317','0.296','0.287','0.278','0.283','0.279','0.269','0.265','0.251','0.229','0.221','0.317',
"24",'0.206','0.200','0.196','0.170','0.146','0.114','0.098','0.084','0.083','0.076','0.071','0.051','0.057','0.053','0.033','0.029','0.011','9.996','9.969','9.943','9.921','9.879','9.839','9.803','0.043',
"25",'9.759','9.717','9.669','9.623','9.587','9.591','9.597','9.571','9.556','9.537','9.511','9.484','9.449','9.427','9.397','9.397','9.395','9.395','9.384','9.356','9.337','9.315','9.294','9.278','9.484',
"26",'9.265','9.254','9.246','9.236','9.234','9.238','9.245','9.252','9.270','9.272','9.288','9.287','9.272','9.272','9.262','9.272','9.278','9.293','9.304','9.309','9.320','9.332','9.328','9.337','9.278',
"27",'9.345','9.350','9.357','9.373','9.383','9.404','9.435','9.452','9.459','9.477','9.492','9.508','9.514','9.530','9.538','9.552','9.558','9.571','9.580','9.588','9.588','9.591','9.596','9.602','9.493',
"28",'9.598','9.597','9.602','9.591','9.590','9.592','9.595','9.600','9.607','9.602','9.581','9.575','9.565','9.551','9.537','9.524','9.507','9.495','9.479','9.460','9.447','9.428','9.418','9.407','9.540',
"29",'9.399','9.389','9.379','9.371','9.369','9.369','9.373','9.382','9.387','9.387','9.402','9.404','9.402','9.412','9.410','9.430','9.434','9.466','9.483','9.506','9.516','9.544','9.546','9.570','9.430',
"30",'9.583','9.610','9.623','9.640','9.648','9.668','9.685','9.716','9.734','9.752','9.764','9.776','9.782','9.795','9.812','9.822','9.834','9.846','9.864','9.874','9.892','9.891','9.886','9.886','9.766',
"31",'9.879','9.868','9.852','9.831','9.806','9.802','9.800','9.788','9.777','9.772','9.758','9.744','9.730','9.712','9.681','9.670','9.670','9.672','9.666','9.645','9.636','9.632','9.628','9.618','9.735',
