'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','9.846','9.872','9.898','9.918','9.910','9.914','9.902','9.894','9.868','9.850','9.848','9.772','9.740','9.628','9.590','9.542','9.476','9.492','9.484','9.444','9.406','9.362','9.322','9.216','9.675'
'    2','9.149','9.112','9.092','9.076','9.068','9.086','9.110','9.116','9.122','9.148','9.196','9.282','9.342','9.396','9.446','9.530','9.606','9.674','9.732','9.772','9.802','9.846','9.880','9.887','9.395'
'    3','9.894','9.884','9.864','9.820','9.796','9.780','9.760','9.734','9.720','9.688','9.660','9.624','9.599','9.587','9.577','9.577','9.577','9.595','9.591','9.595','9.586','9.571','9.559','9.545','9.674'
'    4','9.537','9.508','9.480','9.462','9.454','9.458','9.471','9.482','9.501','9.524','9.523','9.540','9.545','9.562','9.574','9.598','9.628','9.666','9.691','9.716','9.747','9.788','9.812','9.836','9.588'
'    5','9.855','9.883','9.899','9.899','9.913','9.933','9.950','9.967','9.979','9.971','9.969','9.961','9.947','9.919','9.911','9.891','9.857','9.815','9.771','9.710','9.653','9.587','9.541','9.503','9.845'
'    6','9.481','9.479','9.471','9.463','9.457','9.459','9.457','9.449','9.442','9.453','9.472','9.462','9.470','9.438','9.454','9.437','9.426','9.428','9.422','9.426','9.430','9.428','9.428','9.450','9.449'
'    7','9.440','9.442','9.450','9.464','9.488','9.516','9.548','9.582','9.622','9.655','9.695','9.711','9.727','9.737','9.749','9.775','9.777','9.780','9.785','9.791','9.773','9.768','9.771','9.777','9.659'
'    8','9.770','9.770','9.766','9.749','9.744','9.770','9.784','9.806','9.828','9.856','9.870','9.893','9.917','9.921','9.922','9.944','9.957','9.981','9.985','9.993','0.001','0.010','0.011','0.008','9.886'
'    9','9.999','9.987','9.963','9.947','9.929','9.923','9.908','9.903','9.907','9.892','9.898','9.889','9.875','9.863','9.855','9.851','9.849','9.845','9.839','9.845','9.847','9.853','9.857','9.861','9.891'
'   10','9.864','9.874','9.880','9.880','9.884','9.886','9.892','9.896','9.910','9.915','9.927','9.915','9.909','9.887','9.857','9.837','9.821','9.817','9.811','9.809','9.799','9.787','9.758','9.741','9.857'
'   11','9.737','9.718','9.754','9.798','9.832','9.856','9.890','9.920','9.944','9.968','9.989','9.997','0.011','0.017','0.033','0.031','0.045','0.063','0.067','0.055','0.063','0.059','0.045','0.041','9.956'
'   12','0.029','0.011','9.998','9.963','9.929','9.887','9.857','9.805','9.751','9.738','9.706','9.636','9.576','9.532','9.495','9.548','9.584','9.638','9.696','9.708','9.750','9.780','9.794','9.824','9.760'
'   13','9.831','9.841','9.837','9.844','9.844','9.846','9.843','9.841','9.845','9.823','9.812','9.792','9.780','9.762','9.752','9.748','9.724','9.720','9.698','9.673','9.644','9.618','9.612','9.612','9.764'
'   14','9.623','9.653','9.687','9.701','9.737','9.801','9.805','9.863','9.906','9.913','9.937','9.956','9.977','9.985','9.991','9.991','9.994','9.987','9.987','9.971','9.949','9.927','9.893','9.839','9.878'
'   15','9.810','9.768','9.741','9.696','9.678','9.658','9.598','9.566','9.548','9.527','9.608','9.640','9.637','9.652','9.650','9.648','9.619','9.602','9.566','9.554','9.540','9.549','9.572','9.598','9.626'
'   16','9.583','9.599','9.637','9.661','9.691','9.702','9.711','9.743','9.777','9.799','9.812','9.832','9.842','9.874','9.896','9.940','9.972','0.000','0.022','0.050','0.070','0.098','0.098','0.110','9.855'
'   17','0.118','0.116','0.114','0.112','0.100','0.098','0.086','0.068','0.068','0.055','0.040','0.025','0.009','9.987','9.981','9.961','9.945','9.939','9.933','9.925','9.925','9.923','9.931','9.939','0.017'
'   18','9.940','9.943','9.951','9.955','9.957','9.979','9.987','0.015','0.027','0.039','0.047','0.045','0.049','0.051','0.053','0.055','0.057','0.063','0.061','0.057','0.061','0.063','0.051','0.029','0.022'
'   19','0.029','0.003','9.990','9.959','9.909','9.859','9.815','9.775','9.746','9.703','9.660','9.633','9.586','9.528','9.488','9.432','9.384','9.336','9.318','9.296','9.294','9.285','9.264','9.240','9.606'
'   20','9.211','9.202','9.211','9.235','9.227','9.225','9.225','9.220','9.207','9.191','9.191','9.175','9.147','9.122','9.105','9.071','9.035','9.007','8.971','8.933','8.917','8.900','8.905','8.941','9.107'
