"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'0.121','0.125','0.125','0.129','0.132','0.141','0.150','0.161','0.157','0.159','0.160','0.160','0.156','0.154','0.150','0.144','0.148','0.151','0.164','0.180','0.199','0.204','0.222','0.232','0.159',
"2",'0.237','0.237','0.238','0.244','0.244','0.254','0.266','0.264','0.260','0.260','0.251','0.239','0.231','0.221','0.215','0.209','0.207','0.215','0.217','0.237','0.254','0.264','0.279','0.281','0.243',
"3",'0.283','0.283','0.281','0.282','0.287','0.299','0.307','0.307','0.295','0.296','0.289','0.281','0.273','0.267','0.253','0.246','0.238','0.237','0.241','0.251','0.255','0.259','0.251','0.253','0.271',
"4",'0.251','0.255','0.249','0.239','0.233','0.237','0.237','0.237','0.237','0.238','0.225','0.217','0.195','0.183','0.157','0.141','0.138','0.137','0.140','0.139','0.141','0.119','0.109','0.095','0.190',
"5",'0.094','0.092','0.076','0.061','0.056','0.058','0.055','0.048','0.040','0.026','0.011','9.998','9.982','9.964','9.948','9.934','9.938','9.950','9.954','9.964','9.962','9.958','9.964','9.956','0.004',
"6",'9.948','9.934','9.920','9.910','9.898','9.890','9.891','9.888','9.886','9.868','9.853','9.835','9.829','9.839','9.823','9.815','9.811','9.803','9.805','9.817','9.825','9.818','9.813','9.811','9.855',
"7",'9.803','9.801','9.795','9.791','9.786','9.795','9.814','9.831','9.825','9.847','9.842','9.838','9.840','9.836','9.828','9.826','9.829','9.827','9.814','9.810','9.798','9.783','9.762','9.747','9.811',
"8",'9.734','9.702','9.682','9.656','9.616','9.574','9.581','9.578','9.530','9.538','9.541','9.555','9.549','9.541','9.545','9.567','9.571','9.583','9.585','9.599','9.608','9.621','9.641','9.663','9.598',
"9",'9.668','9.675','9.679','9.677','9.685','9.702','9.709','9.719','9.733','9.747','9.750','9.752','9.766','9.766','9.762','9.755','9.754','9.764','9.772','9.784','9.784','9.788','9.794','9.800','9.741',
"10",'9.800','9.806','9.806','9.810','9.814','9.822','9.831','9.834','9.834','9.842','9.849','9.851','9.860','9.864','9.867','9.873','9.879','9.893','9.909','9.923','9.925','9.935','9.936','9.950','9.863',
"11",'9.953','9.963','9.973','9.981','9.995','0.011','0.033','0.047','0.063','0.070','0.071','0.078','0.072','0.073','0.065','0.069','0.074','0.075','0.081','0.099','0.093','0.094','0.099','0.084','0.051',
"12",'0.082','0.081','0.071','0.065','0.051','0.047','0.045','0.049','0.039','0.039','0.025','0.015','0.009','0.003','0.001','9.989','9.993','9.994','0.018','0.029','0.027','0.030','0.035','0.047','0.033',
"13",'0.067','0.073','0.071','0.074','0.077','0.085','0.087','0.089','0.083','0.075','0.070','0.058','0.047','0.037','0.021','0.009','0.010','0.007','0.007','0.015','0.017','0.017','0.014','0.003','0.046',
"14",'0.001','9.996','9.988','9.988','9.983','9.993','0.000','0.012','0.013','0.014','0.007','9.998','9.994','9.988','9.984','9.986','9.978','9.986','9.992','0.011','0.014','0.020','0.024','0.018','9.999',
"15",'0.012','0.008','0.010','0.006','0.000','9.999','0.006','0.007','0.002','9.990','9.963','9.939','9.926','9.914','9.908','9.905','9.901','9.895','9.896','9.895','9.888','9.885','9.879','9.866','9.946',
"16",'9.852','9.839','9.827','9.813','9.803','9.797','9.789','9.779','9.764','9.747','9.721','9.704','9.682','9.661','9.642','9.628','9.619','9.605','9.604','9.581','9.553','9.541','9.505','9.490','9.689',
"17",'9.470','9.456','9.428','9.402','9.381','9.364','9.326','9.330','9.312','9.294','9.280','9.270','9.253','9.242','9.246','9.248','9.252','9.268','9.292','9.389','9.448','9.489','9.530','9.557','9.355',
"18",'9.594','9.621','9.627','9.663','9.677','9.700','9.713','9.729','9.735','9.735','9.738','9.752','9.762','9.764','9.744','9.724','9.712','9.696','9.698','9.698','9.691','9.671','9.654','9.640','9.697',
"19",'9.623','9.604','9.582','9.565','9.532','9.508','9.484','9.474','9.458','9.442','9.414','9.401','9.380','9.364','9.348','9.340','9.326','9.334','9.349','9.341','9.324','9.326','9.311','9.304','9.422',
"20",'9.278','9.248','9.206','9.178','9.134','9.082','9.058','9.043','9.018','9.000','8.990','8.982','9.018','9.031','9.058','9.074','9.102','9.126','9.151','9.181','9.196','9.211','9.229','9.247','9.118',
"21",'9.256','9.264','9.268','9.268','9.270','9.292','9.299','9.304','9.305','9.306','9.313','9.313','9.303','9.301','9.299','9.297','9.303','9.297','9.313','9.321','9.327','9.332','9.337','9.357','9.302',
"22",'9.365','9.383','9.398','9.383','9.391','9.397','9.412','9.421','9.439','9.446','9.450','9.445','9.446','9.440','9.445','9.448','9.470','9.492','9.516','9.530','9.536','9.545','9.552','9.558','9.454',
"23",'9.572','9.575','9.578','9.578','9.578','9.586','9.604','9.614','9.616','9.614','9.606','9.610','9.603','9.603','9.603','9.601','9.603','9.607','9.611','9.617','9.615','9.611','9.613','9.615','9.601',
"24",'9.615','9.619','9.619','9.631','9.635','9.653','9.669','9.691','9.703','9.712','9.728','9.742','9.751','9.761','9.767','9.777','9.787','9.805','9.821','9.827','9.836','9.837','9.841','9.833','9.736',
"25",'9.832','9.820','9.809','9.810','9.807','9.807','9.811','9.805','9.805','9.810','9.792','9.785','9.779','9.767','9.753','9.755','9.753','9.761','9.755','9.763','9.751','9.741','9.737','9.732','9.781',
"26",'9.726','9.715','9.708','9.756','9.782','9.800','9.816','9.847','9.860','9.876','9.882','9.922','9.918','9.928','9.924','9.926','9.932','9.936','9.924','9.917','9.896','9.880','9.864','9.842','9.857',
"27",'9.810','9.785','9.752','9.740','9.717','9.705','9.731','9.728','9.717','9.725','9.729','9.730','9.729','9.744','9.758','9.757','9.780','9.795','9.802','9.806','9.798','9.792','9.784','9.764','9.757',
"28",'9.720','9.722','9.700','9.710','9.730','9.772','9.808','9.836','9.854','9.868','9.874','9.883','9.876','9.866','9.848','9.828','9.798','9.792','9.798','9.822','9.832','9.848','9.862','9.892','9.814',
"29",'9.904','9.913','9.920','9.932','9.948','9.958','9.972','9.984','9.996','0.002','9.997','0.007','0.013','0.019','0.009','0.006','0.017','0.045','0.053','0.073','0.083','0.093','0.109','0.115','0.007',
"30",'0.130','0.143','0.150','0.154','0.152','0.156','0.176','0.181','0.201','0.201','0.194','0.183','0.182','0.164','0.151','0.145','0.132','0.134','0.130','0.134','0.128','0.116','0.094','0.068','0.150',
Mean,'0.121','0.125','0.125','0.129','0.132','0.141','0.150','0.161','0.157','0.159','0.160','0.160','0.156','0.154','0.150','0.144','0.148','0.151','0.164','0.180','0.199','0.204','0.222','0.232','0.159',
