"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.995','9.963','9.921','9.888','9.871','9.861','9.863','9.861','9.852','9.843','9.850','9.848','9.840','9.827','9.825','9.835','9.837','9.853','9.853','9.868','9.865','9.874','9.879','9.895','9.869',
"2",'9.909','9.920','9.917','9.926','9.932','9.952','9.971','9.988','9.993','9.993','9.990','9.996','9.994','9.992','9.986','9.982','9.978','9.983','9.984','9.982','9.964','9.960','9.948','9.936','9.966',
"3",'9.909','9.881','9.849','9.834','9.813','9.789','9.779','9.767','9.755','9.729','9.703','9.686','9.670','9.646','9.632','9.618','9.606','9.594','9.588','9.582','9.570','9.547','9.521','9.490','9.690',
"4",'9.441','9.400','9.388','9.422','9.454','9.502','9.526','9.571','9.568','9.564','9.585','9.597','9.610','9.631','9.631','9.654','9.669','9.698','9.725','9.757','9.797','9.813','9.835','9.845','9.612',
"5",'9.854','9.864','9.875','9.874','9.895','9.931','9.940','9.956','9.966','9.974','9.984','9.998','9.998','0.011','0.005','0.008','0.004','9.998','9.982','9.966','9.950','9.926','9.903','9.868','9.947',
"6",'9.824','9.787','9.751','9.719','9.693','9.675','9.663','9.662','9.655','9.635','9.618','9.604','9.570','9.554','9.544','9.526','9.537','9.544','9.542','9.546','9.550','9.536','9.526','9.506','9.615',
"7",'9.503','9.496','9.496','9.512','9.510','9.522','9.542','9.558','9.566','9.590','9.611','9.623','9.643','9.669','9.673','9.695','9.729','9.772','9.805','9.853','9.889','9.929','9.971','0.009','9.674',
"8",'0.040','0.068','0.079','0.099','0.110','0.133','0.160','0.177','0.175','0.199','0.185','0.190','0.192','0.196','0.194','0.202','0.208','0.216','0.224','0.238','0.236','0.238','0.234','0.234','0.176',
"9",'0.232','0.228','0.219','0.222','0.215','0.228','0.228','0.231','0.230','0.245','0.243','0.241','0.236','0.249','0.243','0.250','0.245','0.253','0.256','0.265','0.269','0.270','0.274','0.277','0.244',
"10",'0.271','0.271','0.267','0.269','0.276','0.274','0.269','0.255','0.243','0.235','0.221','0.210','0.192','0.160','0.136','0.126','0.100','0.062','0.042','0.014','9.966','9.935','9.902','9.884','0.149',
"11",'9.844','9.812','9.807','9.806','9.769','9.743','9.730','9.737','9.724','9.726','9.734','9.719','9.728','9.712','9.691','9.690','9.694','9.687','9.697','9.760','9.812','9.858','9.890','9.905','9.761',
"12",'9.915','9.911','9.905','9.894','9.893','9.892','9.898','9.905','9.909','9.903','9.913','9.909','9.915','9.901','9.903','9.897','9.893','9.889','9.885','9.904','9.910','9.901','9.895','9.887','9.901',
"13",'9.867','9.878','9.865','9.859','9.857','9.857','9.860','9.867','9.867','9.877','9.875','9.888','9.887','9.877','9.879','9.883','9.886','9.901','9.913','9.919','9.921','9.937','9.937','9.942','9.887',
"14",'9.939','9.943','9.951','9.947','9.949','9.957','9.961','9.971','9.971','9.969','9.960','9.956','9.943','9.932','9.911','9.890','9.869','9.871','9.864','9.870','9.876','9.888','9.892','9.902','9.924',
"15",'9.910','9.920','9.930','9.944','9.954','9.982','9.995','0.020','0.038','0.056','0.069','0.090','0.098','0.112','0.117','0.138','0.144','0.172','0.188','0.206','0.223','0.239','0.248','0.268','0.086',
"16",'0.279','0.285','0.283','0.288','0.293','0.306','0.319','0.333','0.329','0.337','0.338','0.341','0.348','0.356','0.356','0.372','0.372','0.392','0.395','0.418','0.421','0.434','0.433','0.446','0.353',
"17",'0.445','0.450','0.452','0.456','0.452','0.462','0.466','0.474','0.470','0.480','0.472','0.473','0.471','0.470','0.463','0.475','0.477','0.491','0.505','0.515','0.509','0.519','0.511','0.507','0.478',
"18",'0.491','0.491','0.475','0.467','0.459','0.452','0.446','0.441','0.429','0.421','0.412','0.404','0.388','0.376','0.359','0.352','0.352','0.346','0.350','0.352','0.344','0.340','0.335','0.326','0.400',
"19",'0.315','0.307','0.295','0.291','0.281','0.281','0.281','0.271','0.257','0.245','0.227','0.206','0.190','0.174','0.151','0.132','0.114','0.106','0.096','0.092','0.076','0.068','0.048','0.030','0.189',
"20",'0.014','0.000','9.974','9.962','9.946','9.934','9.927','9.906','9.888','9.874','9.862','9.850','9.838','9.826','9.804','9.796','9.782','9.786','9.794','9.814','9.814','9.818','9.814','9.814','9.868',
