"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'0.228','0.219','0.209','0.208','0.205','0.203','0.192','0.187','0.175','0.161','0.145','0.124','0.099','0.079','0.066','0.049','0.042','0.036','0.030','0.015','0.003','9.995','9.982','9.970','0.109',
"2",'9.944','9.924','9.892','9.869','9.878','9.877','9.874','9.894','9.901','9.914','9.920','9.927','9.938','9.978','0.015','0.066','0.084','0.097','0.102','0.107','0.129','0.139','0.136','0.137','9.989',
"3",'0.132','0.135','0.124','0.115','0.118','0.122','0.118','0.116','0.102','0.096','0.099','0.081','0.074','0.097','0.087','0.080','0.058','0.055','0.052','0.053','0.063','0.074','0.081','0.085','0.092',
"4",'0.092','0.096','0.096','0.106','0.109','0.126','0.132','0.143','0.145','0.151','0.151','0.154','0.157','0.163','0.164','0.160','0.164','0.170','0.182','0.182','0.190','0.193','0.191','0.203','0.151',
"5",'0.206','0.206','0.206','0.197','0.199','0.217','0.229','0.235','0.238','0.245','0.255','0.255','0.257','0.266','0.257','0.259','0.262','0.269','0.265','0.275','0.269','0.279','0.285','0.289','0.247',
"6",'0.285','0.287','0.281','0.285','0.291','0.303','0.307','0.322','0.325','0.327','0.322','0.322','0.321','0.321','0.321','0.313','0.323','0.325','0.331','0.339','0.344','0.363','0.367','0.377','0.321',
"7",'0.385','0.385','0.389','0.401','0.405','0.413','0.419','0.425','0.420','0.414','0.397','0.399','0.405','0.401','0.387','0.384','0.385','0.392','0.399','0.419','0.435','0.445','0.455','0.463','0.409',
"8",'0.467','0.477','0.475','0.485','0.488','0.495','0.498','0.502','0.502','0.499','0.492','0.490','0.486','0.476','0.459','0.452','0.446','0.436','0.446','0.440','0.455','0.466','0.468','0.472','0.474',
"9",'0.468','0.468','0.461','0.466','0.457','0.468','0.462','0.459','0.447','0.438','0.426','0.418','0.406','0.396','0.384','0.373','0.364','0.362','0.360','0.366','0.374','0.382','0.378','0.382','0.415',
"10",'0.378','0.378','0.364','0.359','0.357','0.360','0.348','0.346','0.338','0.326','0.304','0.310','0.302','0.301','0.291','0.286','0.281','0.276','0.280','0.286','0.290','0.297','0.296','0.296','0.319',
"11",'0.295','0.295','0.279','0.273','0.277','0.289','0.285','0.284','0.273','0.276','0.267','0.260','0.245','0.235','0.235','0.224','0.220','0.221','0.221','0.235','0.243','0.251','0.247','0.248','0.257',
"12",'0.241','0.236','0.222','0.225','0.229','0.225','0.211','0.217','0.205','0.204','0.185','0.175','0.155','0.137','0.124','0.124','0.121','0.125','0.132','0.145','0.156','0.169','0.176','0.175','0.180',
"13",'0.173','0.183','0.185','0.201','0.213','0.221','0.217','0.213','0.195','0.197','0.185','0.174','0.159','0.145','0.137','0.127','0.111','0.105','0.105','0.113','0.125','0.127','0.127','0.130','0.161',
"14",'0.128','0.123','0.120','0.109','0.111','0.111','0.103','0.100','0.096','0.081','0.070','0.062','0.056','0.048','0.048','0.042','0.034','0.038','0.048','0.056','0.062','0.066','0.073','0.078','0.078',
