"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.443','9.424','9.425','9.395','9.382','9.364','9.331','9.326','9.333','9.335','9.348','9.344','9.338','9.336','9.329','9.327','9.316','9.312','9.354','9.388','9.406','9.429','9.454','9.492','9.372',
"2",'9.512','9.539','9.566','9.588','9.608','9.628','9.646','9.659','9.670','9.687','9.693','9.706','9.713','9.715','9.719','9.723','9.729','9.742','9.749','9.762','9.761','9.773','9.779','9.789','9.686',
"3",'9.800','9.807','9.809','9.821','9.826','9.846','9.848','9.850','9.854','9.860','9.861','9.868','9.870','9.863','9.864','9.881','9.901','9.924','9.950','9.972','9.993','0.006','0.014','0.035','9.888',
"4",'0.048','0.048','0.048','0.034','0.036','0.046','0.047','0.042','0.048','0.066','0.073','0.065','0.064','0.068','0.064','0.075','0.076','0.080','0.079','0.081','0.075','0.063','0.052','0.051','0.060',
"5",'0.023','0.014','9.983','9.966','9.943','9.919','9.888','9.857','9.826','9.791','9.762','9.725','9.692','9.657','9.647','9.627','9.608','9.607','9.598','9.594','9.590','9.590','9.589','9.593','9.754',
"6",'9.589','9.593','9.588','9.594','9.600','9.614','9.621','9.642','9.661','9.675','9.689','9.701','9.712','9.727','9.733','9.754','9.779','9.817','9.859','9.890','9.917','9.936','9.961','9.984','9.735',
"7",'0.000','0.023','0.030','0.047','0.059','0.091','0.106','0.125','0.144','0.161','0.176','0.180','0.183','0.192','0.193','0.196','0.204','0.221','0.236','0.263','0.257','0.270','0.279','0.284','0.163',
"8",'0.275','0.272','0.268','0.269','0.256','0.259','0.264','0.266','0.259','0.252','0.231','0.215','0.199','0.183','0.166','0.149','0.135','0.133','0.127','0.113','0.105','0.101','0.097','0.091','0.195',
"9",'0.092','0.084','0.076','0.064','0.070','0.085','0.092','0.116','0.120','0.138','0.146','0.165','0.156','0.156','0.158','0.156','0.160','0.168','0.172','0.191','0.190','0.182','0.178','0.167','0.137',
"10",'0.165','0.153','0.139','0.122','0.122','0.125','0.127','0.141','0.141','0.151','0.153','0.153','0.159','0.157','0.161','0.164','0.176','0.199','0.207','0.217','0.221','0.225','0.222','0.217','0.167',
"11",'0.212','0.208','0.193','0.180','0.167','0.157','0.151','0.155','0.149','0.138','0.131','0.126','0.110','0.090','0.071','0.053','0.036','0.028','0.013','0.000','9.976','9.950','9.939','9.924','0.090',
"12",'9.901','9.881','9.856','9.842','9.831','9.817','9.838','9.861','9.868','9.873','9.873','9.889','9.895','9.895','9.907','9.925','9.937','9.960','9.973','9.993','0.001','0.007','9.995','9.995','9.909',
"13",'9.996','9.989','9.972','9.960','9.941','9.932','9.904','9.895','9.851','9.828','9.800','9.771','9.730','9.688','9.639','9.610','9.632','9.638','9.644','9.643','9.642','9.635','9.636','9.628','9.775',
"14",'9.649','9.664','9.683','9.696','9.724','9.750','9.782','9.802','9.828','9.852','9.864','9.888','9.895','9.900','9.910','9.918','9.922','9.934','9.940','9.938','9.920','9.900','9.870','9.844','9.836',
"15",'9.803','9.780','9.727','9.692','9.650','9.621','9.572','9.550','9.535','9.526','9.514','9.516','9.504','9.519','9.517','9.526','9.532','9.554','9.586','9.602','9.616','9.637','9.653','9.678','9.600',
"16",'9.693','9.700','9.713','9.720','9.730','9.744','9.750','9.753','9.748','9.751','9.741','9.751','9.747','9.749','9.755','9.755','9.745','9.750','9.743','9.750','9.740','9.734','9.723','9.717','9.738',
"17",'9.687','9.670','9.651','9.633','9.629','9.607','9.604','9.600','9.593','9.591','9.590','9.588','9.598','9.598','9.596','9.593','9.598','9.596','9.608','9.612','9.598','9.592','9.584','9.580','9.608',
"18",'9.588','9.576','9.556','9.532','9.510','9.485','9.480','9.470','9.459','9.448','9.433','9.421','9.409','9.395','9.378','9.371','9.363','9.374','9.395','9.443','9.463','9.487','9.512','9.545','9.462',
"19",'9.578','9.616','9.626','9.658','9.691','9.730','9.758','9.796','9.822','9.856','9.868','9.888','9.904','9.918','9.912','9.923','9.957','9.968','0.002','0.032','0.058','0.080','0.098','0.128','9.869',
"20",'0.137','0.149','0.150','0.160','0.160','0.172','0.174','0.186','0.184','0.184','0.167','0.167','0.162','0.149','0.153','0.155','0.153','0.148','0.146','0.158','0.158','0.155','0.157','0.161','0.160',
"21",'0.165','0.158','0.156','0.157','0.163','0.167','0.173','0.179','0.191','0.194','0.189','0.192','0.187','0.178','0.173','0.170','0.170','0.172','0.166','0.169','0.168','0.166','0.161','0.148','0.171',
"22",'0.140','0.132','0.112','0.099','0.092','0.088','0.090','0.070','0.062','0.055','0.048','0.043','0.035','0.024','0.005','9.983','9.949','9.921','9.907','9.883','9.859','9.841','9.817','9.798','0.002',
"23",'9.779','9.773','9.759','9.771','9.817','9.885','9.917','9.939','9.969','0.005','0.024','0.049','0.078','0.094','0.108','0.112','0.136','0.162','0.178','0.196','0.196','0.200','0.194','0.192','0.022',
"24",'0.187','0.183','0.183','0.197','0.199','0.231','0.243','0.269','0.282','0.298','0.302','0.325','0.344','0.363','0.373','0.385','0.403','0.425','0.439','0.453','0.470','0.481','0.477','0.489','0.333',
"25",'0.491','0.491','0.489','0.485','0.477','0.485','0.483','0.495','0.475','0.483','0.487','0.483','0.458','0.459','0.443','0.455','0.447','0.461','0.463','0.467','0.455','0.443','0.407','0.394','0.466',
"26",'0.375','0.355','0.335','0.329','0.311','0.291','0.273','0.255','0.245','0.239','0.208','0.159','0.131','0.112','0.089','0.064','0.050','0.056','0.050','0.058','0.046','0.032','0.016','0.004','0.170',
"27",'0.013','9.993','9.981','9.983','9.981','9.985','9.987','9.989','9.976','9.967','9.956','9.946','9.928','9.923','9.896','9.888','9.872','9.874','9.863','9.860','9.843','9.833','9.813','9.796','9.923',
"28",'9.781','9.765','9.747','9.730','9.723','9.709','9.705','9.709','9.689','9.681','9.669','9.646','9.641','9.635','9.614','9.611','9.599','9.593','9.585','9.573','9.545','9.525','9.504','9.479','9.644',
"29",'9.461','9.439','9.427','9.405','9.389','9.379','9.377','9.378','9.382','9.387','9.391','9.390','9.390','9.401','9.400','9.417','9.430','9.444','9.458','9.479','9.492','9.504','9.518','9.526','9.428',
