"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.430','9.440','9.446','9.444','9.440','9.416','9.410','9.419','9.420','9.443','9.448','9.444','9.444','9.434','9.416','9.392','9.353','9.318','9.276','9.231','9.178','9.126','9.058','9.050','9.353',
"2",'9.037','9.061','9.103','9.165','9.163','9.157','9.134','9.101','9.064','9.011','8.937','8.963','8.975','8.991','9.023','9.111','9.183','9.269','9.331','9.373','9.423','9.469','9.487','9.499','9.168',
"3",'9.518','9.540','9.556','9.564','9.582','9.584','9.591','9.603','9.609','9.615','9.595','9.562','9.519','9.479','9.427','9.389','9.355','9.307','9.276','9.285','9.273','9.265','9.261','9.233','9.458',
"4",'9.222','9.252','9.294','9.300','9.302','9.300','9.306','9.318','9.354','9.378','9.383','9.356','9.333','9.325','9.323','9.329','9.335','9.347','9.355','9.351','9.361','9.363','9.369','9.363','9.330',
"5",'9.384','9.396','9.416','9.414','9.424','9.420','9.442','9.458','9.472','9.496','9.511','9.495','9.497','9.501','9.517','9.523','9.533','9.551','9.559','9.575','9.571','9.559','9.543','9.527','9.491',
"6",'9.511','9.522','9.551','9.555','9.545','9.535','9.505','9.475','9.477','9.449','9.429','9.413','9.423','9.389','9.375','9.415','9.427','9.425','9.441','9.441','9.443','9.437','9.461','9.451','9.462',
"7",'9.443','9.423','9.422','9.403','9.383','9.363','9.357','9.361','9.357','9.355','9.358','9.340','9.336','9.324','9.318','9.344','9.365','9.442','9.482','9.549','9.608','9.664','9.704','9.739','9.435',
"8",'9.764','9.806','9.846','9.880','9.898','9.934','9.952','9.962','9.978','9.990','9.976','9.954','9.942','9.916','9.884','9.830','9.766','9.722','9.670','9.586','9.518','9.478','9.431','9.338','9.793',
"9",'9.272','9.276','9.254','9.230','9.212','9.208','9.200','9.229','9.266','9.296','9.326','9.355','9.369','9.411','9.467','9.533','9.567','9.603','9.637','9.649','9.663','9.635','9.599','9.535','9.408',
"10",'9.483','9.409','9.375','9.353','9.437','9.469','9.497','9.555','9.623','9.691','9.730','9.794','9.830','9.868','9.908','9.958','9.987','0.010','0.016','0.026','0.032','0.000','9.966','9.970','9.749',
"11",'9.964','9.988','0.009','0.023','0.024','0.026','0.030','0.056','0.066','0.076','0.083','0.097','0.081','0.067','0.069','0.063','0.063','0.065','0.059','0.041','0.039','0.011','0.033','0.001','0.043',
"12",'9.982','9.961','9.913','9.873','9.837','9.785','9.744','9.721','9.713','9.703','9.684','9.688','9.834','9.911','9.958','0.024','0.062','0.104','0.132','0.155','0.180','0.212','0.218','0.242','9.943',
