"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'0.360','0.352','0.338','0.330','0.330','0.330','0.318','0.316','0.314','0.312','0.308','0.294','0.284','0.288','0.288','0.282','0.274','0.274','0.266','0.272','0.270','0.272','0.274','0.264','0.300',
"2",'0.260','0.258','0.252','0.242','0.242','0.246','0.252','0.252','0.244','0.238','0.229','0.209','0.193','0.185','0.167','0.155','0.157','0.157','0.159','0.165','0.171','0.177','0.179','0.179','0.207',
"3",'0.175','0.169','0.165','0.157','0.149','0.147','0.143','0.141','0.137','0.126','0.111','0.103','0.089','0.085','0.083','0.073','0.069','0.063','0.059','0.073','0.081','0.097','0.093','0.093','0.112',
"4",'0.087','0.083','0.079','0.073','0.075','0.081','0.075','0.083','0.079','0.071','0.060','0.050','0.042','0.038','0.032','0.022','0.026','0.038','0.038','0.046','0.064','0.084','0.092','0.090','0.063',
"5",'0.092','0.092','0.090','0.086','0.088','0.092','0.084','0.090','0.096','0.092','0.078','0.074','0.060','0.056','0.038','0.034','0.038','0.044','0.056','0.072','0.082','0.084','0.084','0.087','0.075',
"6",'0.072','0.064','0.066','0.072','0.062','0.056','0.060','0.050','0.054','0.050','0.034','0.036','0.034','0.020','0.008','0.008','0.020','0.028','0.040','0.046','0.051','0.058','0.064','0.066','0.047',
"7",'0.064','0.062','0.060','0.060','0.068','0.078','0.088','0.094','0.100','0.102','0.103','0.105','0.097','0.097','0.094','0.089','0.091','0.099','0.111','0.123','0.145','0.165','0.179','0.181','0.102',
"8",'0.175','0.175','0.179','0.183','0.189','0.193','0.188','0.191','0.189','0.173','0.164','0.152','0.138','0.131','0.126','0.122','0.124','0.126','0.134','0.140','0.162','0.178','0.188','0.200','0.163',
"9",'0.194','0.196','0.196','0.196','0.198','0.206','0.216','0.220','0.220','0.220','0.216','0.210','0.206','0.202','0.200','0.191','0.192','0.194','0.192','0.206','0.218','0.232','0.240','0.238','0.208',
"10",'0.237','0.240','0.241','0.232','0.242','0.252','0.258','0.252','0.252','0.250','0.238','0.238','0.238','0.236','0.232','0.222','0.226','0.234','0.242','0.258','0.272','0.278','0.284','0.290','0.248',
"11",'0.297','0.297','0.295','0.299','0.303','0.307','0.319','0.319','0.315','0.315','0.312','0.308','0.300','0.292','0.292','0.288','0.286','0.292','0.290','0.296','0.300','0.304','0.302','0.298','0.301',
"12",'0.293','0.291','0.291','0.291','0.292','0.299','0.303','0.307','0.297','0.293','0.283','0.281','0.271','0.261','0.255','0.246','0.243','0.245','0.249','0.265','0.271','0.275','0.273','0.269','0.277',
"13",'0.271','0.275','0.279','0.272','0.271','0.269','0.275','0.281','0.275','0.265','0.255','0.249','0.241','0.239','0.227','0.217','0.213','0.213','0.213','0.221','0.225','0.225','0.229','0.227','0.247',
"14",'0.220','0.211','0.211','0.203','0.197','0.197','0.189','0.183','0.171','0.153','0.131','0.119','0.098','0.077','0.063','0.045','0.031','0.025','0.023','0.021','0.009','9.993','9.988','9.969','0.105',
"15",'9.959','9.937','9.921','9.903','9.897','9.889','9.887','9.901','9.897','9.891','9.870','9.868','9.864','9.870','9.864','9.876','9.880','9.900','9.918','9.944','9.964','9.981','9.989','9.994','9.911',
"16",'0.000','0.008','0.008','0.000','9.998','9.992','9.994','9.986','9.976','9.942','9.900','9.842','9.798','9.748','9.736','9.730','9.712','9.702','9.774','9.818','9.852','9.878','9.896','9.910','9.883',
"17",'9.918','9.914','9.914','9.908','9.918','9.930','9.960','9.982','9.988','9.996','0.004','0.016','0.006','0.030','0.030','0.035','0.036','0.042','0.048','0.052','0.066','0.080','0.082','0.084','0.002',
"18",'0.097','0.097','0.096','0.100','0.102','0.112','0.112','0.110','0.114','0.116','0.114','0.118','0.116','0.114','0.114','0.112','0.122','0.136','0.140','0.156','0.162','0.156','0.164','0.174','0.123',
"19",'0.172','0.164','0.162','0.154','0.154','0.156','0.162','0.164','0.172','0.170','0.172','0.178','0.186','0.190','0.194','0.192','0.186','0.192','0.198','0.204','0.214','0.224','0.226','0.228','0.184',
"20",'0.230','0.228','0.224','0.218','0.226','0.240','0.242','0.252','0.262','0.260','0.262','0.262','0.262','0.269','0.270','0.268','0.266','0.266','0.264','0.274','0.276','0.280','0.287','0.286','0.257',
"21",'0.278','0.272','0.270','0.268','0.262','0.268','0.268','0.276','0.280','0.284','0.278','0.276','0.272','0.256','0.250','0.248','0.242','0.246','0.250','0.266','0.266','0.270','0.270','0.268','0.266',
"22",'0.264','0.266','0.264','0.270','0.270','0.274','0.280','0.292','0.282','0.278','0.278','0.282','0.274','0.270','0.257','0.256','0.248','0.240','0.248','0.258','0.258','0.262','0.270','0.278','0.267',
"23",'0.268','0.266','0.252','0.252','0.252','0.258','0.254','0.248','0.236','0.215','0.202','0.189','0.182','0.164','0.142','0.112','0.098','0.092','0.094','0.104','0.108','0.100','0.090','0.082','0.177',
"24",'0.073','0.065','0.045','0.035','0.021','0.013','0.009','9.997','9.975','9.969','9.955','9.937','9.925','9.913','9.897','9.888','9.881','9.885','9.896','9.899','9.895','9.891','9.897','9.901','9.953',
"25",'9.904','9.908','9.906','9.906','9.902','9.902','9.902','9.894','9.888','9.870','9.852','9.834','9.838','9.836','9.810','9.808','9.784','9.772','9.781','9.782','9.804','9.839','9.896','9.930','9.856',
"26",'9.958','9.988','0.000','0.008','0.014','0.030','0.054','0.056','0.052','0.056','0.053','0.051','0.035','0.017','9.991','9.975','9.943','9.927','9.913','9.909','9.892','9.883','9.859','9.831','9.979',
"27",'9.807','9.783','9.757','9.733','9.725','9.721','9.713','9.693','9.693','9.677','9.675','9.681','9.675','9.677','9.665','9.657','9.657','9.651','9.669','9.695','9.701','9.709','9.719','9.723','9.702',
"28",'9.727','9.719','9.711','9.711','9.717','9.719','9.721','9.727','9.731','9.725','9.722','9.724','9.724','9.728','9.720','9.716','9.718','9.724','9.728','9.734','9.742','9.756','9.764','9.756','9.728',
"29",'9.749','9.752','9.744','9.734','9.738','9.732','9.734','9.736','9.726','9.717','9.707','9.693','9.683','9.673','9.661','9.633','9.633','9.627','9.617','9.611','9.593','9.591','9.574','9.557','9.676',
"30",'9.543','9.519','9.527','9.533','9.525','9.535','9.543','9.541','9.549','9.553','9.555','9.558','9.559','9.571','9.567','9.574','9.587','9.607','9.613','9.645','9.651','9.663','9.671','9.675','9.578',
"31",'9.675','9.681','9.673','9.672','9.669','9.674','9.677','9.681','9.672','9.671','9.661','9.661','9.651','9.643','9.631','9.627','9.621','9.619','9.615','9.623','9.625','9.619','9.613','9.607','9.648',
Mean,'0.360','0.352','0.338','0.330','0.330','0.330','0.318','0.316','0.314','0.312','0.308','0.294','0.284','0.288','0.288','0.282','0.274','0.274','0.266','0.272','0.270','0.272','0.274','0.264','0.300',
