"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.808','9.801','9.803','9.796','9.796','9.798','9.786','9.778','9.774','9.742','9.744','9.727','9.714','9.698','9.677','9.668','9.657','9.636','9.632','9.618','9.596','9.586','9.558','9.528','9.705',
"2",'9.514','9.492','9.526','9.558','9.568','9.579','9.589','9.592','9.590','9.597','9.599','9.603','9.601','9.594','9.586','9.573','9.569','9.571','9.579','9.581','9.573','9.569','9.553','9.535','9.570',
"3",'9.502','9.482','9.438','9.396','9.322','9.252','9.188','9.112','9.058','9.018','8.975','8.934','8.906','8.940','8.990','9.062','9.118','9.156','9.190','9.218','9.248','9.262','9.286','9.294','9.181',
"4",'9.315','9.320','9.318','9.312','9.300','9.320','9.339','9.365','9.390','9.424','9.467','9.507','9.541','9.597','9.627','9.683','9.713','9.747','9.784','9.823','9.849','9.865','9.879','9.889','9.557',
"5",'9.901','9.921','9.925','9.936','9.955','9.976','9.985','9.989','9.989','9.995','9.990','9.985','9.986','9.978','9.971','9.967','9.955','9.951','9.949','9.955','9.959','9.949','9.943','9.939','9.960',
"6",'9.929','9.922','9.916','9.913','9.914','9.918','9.921','9.926','9.933','9.942','9.946','9.951','9.959','9.961','9.964','9.977','9.979','0.003','0.019','0.045','0.057','0.066','0.076','0.081','9.972',
"7",'0.090','0.101','0.103','0.101','0.123','0.149','0.145','0.161','0.169','0.186','0.190','0.198','0.196','0.198','0.204','0.204','0.220','0.231','0.227','0.241','0.249','0.250','0.262','0.260','0.186',
"8",'0.259','0.259','0.261','0.261','0.257','0.271','0.273','0.277','0.277','0.281','0.277','0.267','0.251','0.241','0.229','0.213','0.201','0.209','0.207','0.210','0.213','0.210','0.201','0.210','0.242',
"9",'0.180','0.172','0.168','0.166','0.152','0.150','0.152','0.148','0.138','0.141','0.143','0.140','0.129','0.118','0.109','0.097','0.087','0.094','0.100','0.124','0.135','0.145','0.152','0.160','0.138',
"10",'0.160','0.167','0.166','0.162','0.158','0.166','0.173','0.179','0.178','0.187','0.183','0.179','0.171','0.158','0.137','0.131','0.126','0.129','0.135','0.143','0.138','0.139','0.134','0.133','0.156',
"11",'0.125','0.107','0.083','0.073','0.063','0.056','0.055','0.061','0.060','0.054','0.045','0.044','0.016','9.999','9.987','9.975','9.953','9.945','9.950','9.953','9.937','9.933','9.907','9.893','0.011',
"12",'9.857','9.813','9.777','9.747','9.728','9.703','9.675','9.688','9.687','9.697','9.748','9.774','9.799','9.840','9.872','9.887','9.894','9.918','9.958','9.985','9.994','0.014','0.022','0.033','9.838',
"13",'0.036','0.047','0.045','0.038','0.030','0.038','0.030','0.034','0.012','9.994','9.986','9.960','9.928','9.893','9.862','9.837','9.811','9.793','9.784','9.776','9.752','9.735','9.729','9.717','9.911',
"14",'9.702','9.700','9.689','9.682','9.684','9.691','9.718','9.719','9.727','9.743','9.738','9.746','9.734','9.748','9.754','9.766','9.758','9.760','9.758','9.760','9.762','9.736','9.729','9.718','9.730',
"15",'9.694','9.679','9.652','9.636','9.616','9.602','9.588','9.574','9.550','9.520','9.514','9.524','9.516','9.506','9.494','9.478','9.466','9.457','9.460','9.444','9.426','9.418','9.396','9.394','9.525',
"16",'9.362','9.358','9.336','9.324','9.318','9.324','9.328','9.354','9.386','9.402','9.422','9.456','9.466','9.498','9.522','9.560','9.584','9.610','9.624','9.642','9.656','9.664','9.668','9.684','9.481',
"17",'9.708','9.728','9.741','9.756','9.780','9.800','9.818','9.840','9.852','9.868','9.878','9.893','9.919','9.931','9.947','9.973','9.995','0.013','0.029','0.045','0.062','0.083','0.095','0.109','9.911',
"18",'0.119','0.134','0.137','0.140','0.139','0.147','0.153','0.162','0.174','0.183','0.181','0.181','0.180','0.186','0.183','0.184','0.192','0.206','0.228','0.246','0.260','0.270','0.282','0.296','0.190',
"19",'0.305','0.309','0.311','0.318','0.320','0.342','0.339','0.352','0.355','0.359','0.359','0.365','0.349','0.345','0.339','0.323','0.325','0.323','0.319','0.315','0.305','0.305','0.309','0.301','0.329',
"20",'0.282','0.270','0.251','0.244','0.234','0.234','0.231','0.223','0.222','0.216','0.211','0.201','0.175','0.171','0.147','0.132','0.113','0.115','0.119','0.119','0.115','0.121','0.117','0.103','0.182',
"21",'0.091','0.088','0.064','0.058','0.049','0.049','0.052','0.059','0.062','0.067','0.063','0.067','0.057','0.064','0.055','0.050','0.041','0.045','0.038','0.035','0.023','0.023','0.011','0.009','0.051',
"22",'9.987','9.959','9.929','9.911','9.881','9.891','9.875','9.871','9.867','9.864','9.855','9.853','9.845','9.861','9.860','9.861','9.862','9.871','9.886','9.906','9.917','9.913','9.912','9.903','9.889',
"23",'9.889','9.877','9.848','9.825','9.816','9.792','9.769','9.775','9.772','9.761','9.759','9.753','9.739','9.717','9.683','9.672','9.658','9.642','9.623','9.611','9.598','9.616','9.612','9.616','9.726',
"24",'9.667','9.692','9.738','9.752','9.808','9.849','9.890','9.923','9.954','9.976','9.985','0.014','0.017','0.035','0.049','0.065','0.085','0.113','0.130','0.153','0.157','0.163','0.172','0.181','9.982',
