'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','9.502','9.492','9.483','9.480','9.476','9.468','9.462','9.454','9.450','9.446','9.450','9.451','9.447','9.445','9.451','9.447','9.449','9.444','9.445','9.453','9.456','9.457','9.454','9.452','9.459'
'    2','9.450','9.445','9.447','9.451','9.457','9.465','9.473','9.481','9.491','9.498','9.506','9.519','9.540','9.563','9.588','9.615','9.632','9.650','9.672','9.696','9.716','9.738','9.760','9.779','9.568'
'    3','9.798','9.816','9.828','9.844','9.854','9.875','9.889','9.906','9.917','9.933','9.935','9.943','9.952','9.963','9.969','9.987','0.001','0.017','0.032','0.048','0.069','0.079','0.094','0.101','9.952'
'    4','0.100','0.095','0.093','0.098','0.109','0.125','0.127','0.129','0.131','0.135','0.137','0.137','0.139','0.134','0.135','0.133','0.129','0.132','0.131','0.139','0.149','0.158','0.161','0.167','0.130'
'    5','0.167','0.165','0.163','0.165','0.167','0.169','0.166','0.171','0.179','0.175','0.172','0.174','0.178','0.187','0.178','0.172','0.170','0.173','0.180','0.191','0.200','0.211','0.215','0.216','0.179'
'    6','0.213','0.211','0.202','0.208','0.216','0.216','0.218','0.220','0.216','0.212','0.213','0.208','0.208','0.210','0.204','0.198','0.201','0.196','0.200','0.202','0.204','0.212','0.208','0.208','0.209'
'    7','0.198','0.190','0.188','0.178','0.174','0.184','0.185','0.192','0.191','0.192','0.189','0.189','0.185','0.180','0.169','0.171','0.165','0.157','0.155','0.153','0.155','0.153','0.146','0.133','0.174'
'    8','0.118','0.113','0.113','0.121','0.120','0.125','0.131','0.128','0.129','0.128','0.129','0.126','0.115','0.108','0.104','0.102','0.092','0.087','0.078','0.066','0.070','0.048','0.031','0.007','0.100'
'    9','9.991','9.971','9.945','9.922','9.900','9.886','9.874','9.858','9.843','9.833','9.830','9.829','9.810','9.810','9.791','9.773','9.763','9.758','9.758','9.765','9.798','9.829','9.840','9.854','9.843'
'   10','9.868','9.874','9.881','9.892','9.897','9.904','9.912','9.916','9.912','9.910','9.903','9.903','9.905','9.903','9.900','9.896','9.899','9.902','9.897','9.903','9.913','9.903','9.909','9.906','9.900'
'   11','9.893','9.893','9.891','9.885','9.874','9.875','9.879','9.887','9.879','9.869','9.858','9.860','9.846','9.850','9.846','9.848','9.852','9.856','9.854','9.858','9.876','9.870','9.864','9.858','9.868'
'   12','9.858','9.860','9.850','9.846','9.840','9.834','9.838','9.835','9.835','9.810','9.800','9.785','9.764','9.750','9.724','9.736','9.740','9.736','9.734','9.732','9.744','9.754','9.757','9.762','9.789'
'   13','9.772','9.772','9.784','9.793','9.796','9.804','9.816','9.827','9.834','9.843','9.834','9.834','9.836','9.832','9.826','9.826','9.818','9.820','9.822','9.826','9.831','9.829','9.820','9.824','9.817'
'   14','9.807','9.796','9.790','9.791','9.792','9.817','9.830','9.856','9.874','9.880','9.896','9.904','9.914','9.924','9.926','9.930','9.935','9.939','9.939','9.952','9.966','9.966','9.966','9.966','9.890'
'   15','9.968','9.972','9.969','9.972','9.976','9.984','9.996','0.012','0.002','0.012','0.012','0.016','0.022','0.031','0.034','0.034','0.038','0.046','0.051','0.060','0.070','0.076','0.076','0.078','0.021'
'   16','0.074','0.080','0.084','0.090','0.089','0.096','0.100','0.104','0.104','0.106','0.108','0.109','0.096','0.112','0.108','0.096','0.088','0.086','0.084','0.092','0.098','0.101','0.110','0.112','0.097'
'   17','0.106','0.106','0.098','0.090','0.086','0.088','0.089','0.090','0.089','0.080','0.073','0.073','0.067','0.062','0.054','0.057','0.053','0.047','0.046','0.046','0.046','0.044','0.040','0.032','0.069'
