'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','9.731','9.755','9.773','9.777','9.779','9.785','9.789','9.801','9.817','9.827','9.841','9.853','9.847','9.865','9.871','9.902','9.916','9.938','9.944','9.972','0.008','0.040','0.072','0.119','9.876'
'    2','0.140','0.170','0.196','0.210','0.240','0.270','0.296','0.332','0.346','0.372','0.399','0.399','0.399','0.411','0.421','0.429','0.437','0.441','0.447','0.459','0.467','0.459','0.455','0.455','0.360'
'    3','0.449','0.438','0.434','0.414','0.398','0.378','0.356','0.350','0.341','0.317','0.285','0.245','0.231','0.195','0.162','0.133','0.111','0.093','0.071','0.049','0.034','0.007','9.983','9.961','0.226'
'    4','9.948','9.936','9.924','9.914','9.896','9.898','9.904','9.904','9.914','9.917','9.933','9.941','9.941','9.949','9.949','9.959','9.983','0.013','0.039','0.063','0.084','0.101','0.111','0.133','9.973'
'    5','0.128','0.136','0.130','0.118','0.114','0.116','0.118','0.122','0.112','0.110','0.105','0.089','0.065','0.049','0.027','0.019','0.001','9.987','9.971','9.951','9.919','9.907','9.886','9.865','0.044'
'    6','9.840','9.822','9.804','9.782','9.768','9.758','9.738','9.722','9.720','9.714','9.709','9.693','9.667','9.649','9.619','9.614','9.593','9.585','9.575','9.565','9.547','9.551','9.549','9.559','9.673'
'    7','9.545','9.559','9.569','9.583','9.605','9.609','9.637','9.663','9.679','9.697','9.720','9.720','9.728','9.734','9.738','9.736','9.730','9.752','9.768','9.764','9.742','9.758','9.752','9.775','9.690'
'    8','9.769','9.769','9.759','9.761','9.767','9.771','9.783','9.804','9.828','9.852','9.879','9.899','9.918','9.937','9.966','0.002','0.036','0.068','0.083','0.107','0.118','0.143','0.157','0.155','9.930'
'    9','0.177','0.193','0.203','0.209','0.217','0.218','0.223','0.231','0.235','0.241','0.236','0.222','0.218','0.204','0.190','0.180','0.160','0.156','0.142','0.135','0.124','0.108','0.068','0.042','0.181'
'   10','0.026','0.024','0.022','9.976','9.956','9.966','9.958','9.980','9.990','9.998','9.998','0.011','9.990','0.001','0.011','0.035','0.059','0.077','0.094','0.105','0.113','0.119','0.123','0.127','0.032'
'   11','0.133','0.145','0.133','0.131','0.129','0.105','0.077','0.061','0.049','0.039','0.014','9.972','9.944','9.883','9.820','9.774','9.724','9.683','9.626','9.588','9.550','9.541','9.556','9.546','9.884'
'   12','9.560','9.598','9.638','9.668','9.689','9.716','9.750','9.782','9.806','9.828','9.846','9.854','9.856','9.853','9.854','9.852','9.850','9.844','9.838','9.822','9.800','9.777','9.752','9.730','9.773'
'   13','9.704','9.682','9.651','9.618','9.581','9.550','9.520','9.474','9.452','9.428','9.418','9.398','9.374','9.374','9.374','9.380','9.386','9.396','9.416','9.434','9.448','9.470','9.486','9.494','9.479'
'   14','9.520','9.540','9.562','9.606','9.626','9.626','9.630','9.642','9.646','9.666','9.676','9.682','9.676','9.678','9.672','9.678','9.694','9.706','9.714','9.716','9.720','9.729','9.730','9.734','9.661'
'   15','9.729','9.741','9.741','9.745','9.741','9.749','9.749','9.743','9.743','9.747','9.745','9.725','9.707','9.695','9.685','9.667','9.635','9.621','9.601','9.591','9.571','9.537','9.511','9.477','9.675'
'   16','9.453','9.427','9.422','9.422','9.416','9.402','9.414','9.408','9.410','9.419','9.430','9.440','9.440','9.448','9.468','9.492','9.516','9.542','9.560','9.592','9.628','9.654','9.672','9.708','9.491'
'   17','9.736','9.766','9.810','9.845','9.860','9.898','9.930','9.958','9.984','0.018','0.053','0.053','0.059','0.077','0.087','0.109','0.121','0.121','0.129','0.136','0.143','0.151','0.143','0.135','0.013'
'   18','0.137','0.139','0.130','0.117','0.109','0.095','0.099','0.092','0.095','0.097','0.083','0.072','0.066','0.056','0.042','0.038','0.027','0.027','0.027','0.022','0.007','9.995','9.987','9.986','0.064'
'   19','9.964','9.954','9.948','9.937','9.927','9.931','9.929','9.929','9.936','9.937','9.926','9.911','9.911','9.915','9.921','9.943','9.953','9.975','9.995','0.014','0.039','0.052','0.073','0.085','9.963'
'   20','0.093','0.101','0.109','0.109','0.113','0.117','0.120','0.137','0.151','0.159','0.165','0.164','0.165','0.165','0.177','0.192','0.197','0.209','0.221','0.237','0.249','0.260','0.272','0.282','0.173'
'   21','0.292','0.298','0.304','0.312','0.314','0.316','0.326','0.346','0.354','0.358','0.362','0.356','0.356','0.364','0.358','0.374','0.380','0.390','0.393','0.393','0.390','0.388','0.380','0.376','0.353'
'   22','0.358','0.357','0.340','0.324','0.292','0.280','0.262','0.263','0.248','0.226','0.206','0.186','0.156','0.142','0.124','0.105','0.080','0.082','0.058','0.058','0.044','0.048','0.034','0.024','0.179'
'   23','0.010','9.991','9.981','9.977','9.967','9.953','9.953','9.949','9.943','9.933','9.914','9.899','9.869','9.856','9.839','9.829','9.820','9.815','9.807','9.824','9.835','9.843','9.849','9.851','9.896'
'   24','9.845','9.858','9.849','9.842','9.826','9.816','9.812','9.809','9.790','9.772','9.745','9.723','9.719','9.725','9.741','9.739','9.739','9.739','9.727','9.741','9.742','9.741','9.731','9.744','9.771'
'   25','9.740','9.764','9.754','9.754','9.738','9.728','9.700','9.708','9.702','9.701','9.687','9.698','9.667','9.652','9.651','9.631','9.605','9.591','9.579','9.552','9.543','9.517','9.517','9.515','9.654'
'   26','9.514','9.514','9.498','9.493','9.486','9.482','9.488','9.484','9.481','9.491','9.488','9.478','9.474','9.469','9.468','9.472','9.475','9.486','9.490','9.500','9.496','9.499','9.504','9.502','9.489'
'   27','9.496','9.506','9.497','9.503','9.492','9.496','9.500','9.514','9.526','9.536','9.549','9.546','9.549','9.551','9.551','9.557','9.565','9.573','9.580','9.595','9.599','9.615','9.623','9.613','9.547'
'   28','9.612','9.616','9.608','9.608','9.594','9.584','9.573','9.574','9.562','9.564','9.548','9.526','9.497','9.473','9.442','9.409','9.369','9.335','9.299','9.267','9.241','9.217','9.167','9.119','9.450'
'   29','9.055','9.001','8.963','8.915','8.861','8.817','8.773','8.742','8.720','8.687','8.659','8.633','8.603','8.590','8.565','8.555','8.533','8.519','8.503','8.491','8.487','8.487','8.483','8.471','8.671'
'   30','8.471','8.464','8.471','8.475','8.473','8.481','8.483','8.507','8.517','8.544','8.551','8.551','8.561','8.571','8.585','8.597','8.603','8.615','8.629','8.647','8.673','8.701','8.727','8.751','8.569'
'   31','8.785','8.833','8.875','8.913','8.955','9.023','9.063','9.103','9.147','9.183','9.214','9.230','9.262','9.304','9.354','9.410','9.462','9.508','9.546','9.592','9.631','9.674','9.704','9.722','9.271'
' Mean','9.773','9.777','9.777','9.776','9.772','9.772','9.773','9.778','9.782','9.786','9.787','9.780','9.771','9.769','9.766','9.768','9.766','9.771','9.770','9.774','9.774','9.777','9.776','9.776','9.775'
