"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.946','9.949','9.944','9.941','9.941','9.935','9.933','9.943','9.929','9.927','9.916','9.912','9.910','9.904','9.902','9.908','9.896','9.900','9.908','9.924','9.938','9.960','9.974','9.992','9.931',
"2",'0.007','0.027','0.045','0.057','0.065','0.099','0.129','0.157','0.185','0.213','0.222','0.244','0.250','0.262','0.274','0.284','0.294','0.308','0.330','0.359','0.380','0.388','0.392','0.397','0.224',
"3",'0.385','0.401','0.399','0.401','0.403','0.409','0.424','0.431','0.434','0.435','0.432','0.428','0.430','0.417','0.414','0.406','0.402','0.394','0.394','0.392','0.399','0.388','0.384','0.374','0.407',
"4",'0.363','0.351','0.341','0.339','0.333','0.327','0.329','0.323','0.317','0.315','0.313','0.299','0.301','0.299','0.283','0.277','0.271','0.251','0.251','0.249','0.243','0.239','0.231','0.213','0.294',
"5",'0.206','0.191','0.180','0.164','0.156','0.153','0.156','0.162','0.150','0.138','0.129','0.117','0.105','0.079','0.063','0.047','0.043','0.047','0.051','0.049','0.055','0.059','0.065','0.065','0.110',
"6",'0.061','0.059','0.061','0.063','0.065','0.069','0.077','0.087','0.083','0.085','0.083','0.085','0.082','0.077','0.077','0.075','0.067','0.059','0.063','0.065','0.061','0.063','0.051','0.031','0.069',
"7",'0.020','0.006','9.994','9.980','9.970','9.962','9.956','9.950','9.952','9.944','9.943','9.943','9.943','9.938','9.931','9.937','9.942','9.945','9.957','9.965','9.967','9.971','9.975','9.975','9.961',
"8",'9.980','9.982','9.980','9.978','9.978','9.982','9.986','9.990','9.988','9.987','9.984','9.980','9.970','9.960','9.954','9.950','9.938','9.938','9.940','9.940','9.937','9.950','9.958','9.962','9.966',
"9",'9.961','9.961','9.965','9.969','9.967','9.979','9.987','9.987','9.993','9.992','9.987','9.987','9.985','9.985','9.985','9.987','9.985','9.983','9.985','9.985','9.975','9.975','9.973','9.953','9.979',
"10",'9.938','9.928','9.912','9.918','9.933','9.952','9.990','0.022','0.042','0.078','0.097','0.127','0.141','0.157','0.181','0.201','0.219','0.235','0.257','0.275','0.291','0.317','0.335','0.351','0.121',
"11",'0.368','0.384','0.386','0.408','0.418','0.432','0.446','0.462','0.462','0.466','0.461','0.461','0.467','0.465','0.469','0.471','0.479','0.483','0.485','0.489','0.491','0.493','0.494','0.497','0.456',
