"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.905','9.902','9.892','9.878','9.872','9.866','9.866','9.864','9.862','9.860','9.854','9.850','9.844','9.846','9.838','9.836','9.832','9.830','9.832','9.836','9.836','9.842','9.842','9.844','9.855',
"2",'9.849','9.847','9.843','9.837','9.835','9.837','9.833','9.829','9.825','9.813','9.807','9.799','9.787','9.758','9.741','9.711','9.674','9.635','9.605','9.574','9.543','9.517','9.502','9.494','9.729',
"3",'9.474','9.475','9.484','9.486','9.490','9.509','9.515','9.541','9.565','9.579','9.588','9.606','9.610','9.623','9.628','9.635','9.641','9.658','9.667','9.686','9.688','9.706','9.701','9.705','9.594',
"4",'9.683','9.662','9.619','9.591','9.545','9.495','9.476','9.471','9.461','9.456','9.449','9.478','9.496','9.530','9.540','9.544','9.556','9.584','9.598','9.608','9.629','9.638','9.646','9.654','9.559',
"5",'9.671','9.676','9.676','9.678','9.688','9.693','9.704','9.717','9.720','9.740','9.756','9.781','9.797','9.827','9.838','9.851','9.863','9.882','9.885','9.901','9.910','9.925','9.927','9.931','9.793',
"6",'9.931','9.937','9.931','9.928','9.926','9.926','9.923','9.928','9.937','9.928','9.935','9.934','9.940','9.938','9.942','9.957','9.969','9.973','9.981','0.022','0.029','0.032','0.035','0.039','9.959',
"7",'0.042','0.042','0.035','0.034','0.031','0.033','0.036','0.036','0.044','0.043','0.030','0.027','0.019','0.017','0.012','9.990','9.976','9.960','9.946','9.940','9.927','9.907','9.883','9.859','9.995',
"8",'9.836','9.810','9.766','9.735','9.711','9.712','9.690','9.648','9.653','9.631','9.631','9.601','9.587','9.558','9.523','9.488','9.451','9.423','9.385','9.371','9.351','9.347','9.339','9.327','9.566',
"9",'9.311','9.302','9.287','9.268','9.254','9.254','9.251','9.256','9.255','9.264','9.266','9.260','9.266','9.261','9.271','9.280','9.288','9.296','9.311','9.328','9.341','9.350','9.356','9.356','9.289',
"10",'9.359','9.362','9.374','9.395','9.411','9.438','9.456','9.490','9.512','9.538','9.553','9.573','9.591','9.609','9.618','9.638','9.660','9.674','9.696','9.713','9.730','9.746','9.758','9.770','9.569',
"11",'9.772','9.778','9.778','9.785','9.783','9.786','9.786','9.795','9.793','9.794','9.779','9.785','9.798','9.778','9.773','9.769','9.772','9.767','9.772','9.785','9.791','9.793','9.797','9.798','9.784',
"12",'9.800','9.800','9.796','9.797','9.803','9.811','9.816','9.822','9.818','9.818','9.811','9.822','9.820','9.824','9.820','9.824','9.825','9.826','9.827','9.833','9.835','9.839','9.834','9.831','9.819',
"13",'9.819','9.815','9.803','9.795','9.799','9.802','9.805','9.813','9.813','9.813','9.816','9.829','9.823','9.819','9.818','9.807','9.793','9.789','9.789','9.778','9.771','9.752','9.732','9.715','9.796',
"14",'9.677','9.647','9.613','9.585','9.547','9.520','9.492','9.456','9.411','9.376','9.300','9.254','9.190','9.130','9.100','9.074','9.050','9.022','9.012','8.998','8.977','8.978','8.974','8.967','9.265',
"15",'8.960','8.962','8.933','8.911','8.901','8.905','8.902','8.897','8.885','8.877','8.888','8.901','8.905','8.916','8.933','8.978','8.983','8.998','9.015','9.038','9.049','9.062','9.073','9.084','8.957',
"16",'9.099','9.114','9.141','9.182','9.238','9.290','9.336','9.370','9.417','9.451','9.463','9.490','9.513','9.550','9.567','9.585','9.590','9.610','9.617','9.637','9.650','9.647','9.645','9.648','9.452',
"17",'9.645','9.651','9.659','9.659','9.660','9.672','9.681','9.692','9.706','9.709','9.721','9.726','9.724','9.714','9.722','9.710','9.713','9.725','9.717','9.712','9.707','9.694','9.679','9.673','9.695',
"18",'9.662','9.655','9.642','9.633','9.627','9.626','9.619','9.618','9.614','9.612','9.607','9.593','9.599','9.588','9.590','9.578','9.576','9.578','9.580','9.583','9.592','9.594','9.602','9.607','9.607',
"19",'9.607','9.606','9.601','9.600','9.600','9.603','9.605','9.606','9.619','9.625','9.611','9.624','9.607','9.610','9.605','9.603','9.599','9.596','9.581','9.574','9.584','9.579','9.574','9.569','9.599',
"20",'9.556','9.553','9.544','9.529','9.514','9.512','9.499','9.481','9.453','9.441','9.417','9.397','9.389','9.375','9.362','9.354','9.336','9.340','9.340','9.330','9.325','9.329','9.329','9.329','9.418',
"21",'9.335','9.336','9.345','9.351','9.364','9.386','9.407','9.438','9.450','9.469','9.482','9.505','9.510','9.522','9.534','9.556','9.562','9.569','9.590','9.589','9.604','9.609','9.618','9.619','9.490',
"22",'9.617','9.616','9.614','9.613','9.625','9.642','9.653','9.668','9.682','9.686','9.710','9.718','9.722','9.729','9.738','9.742','9.747','9.755','9.771','9.789','9.806','9.813','9.822','9.827','9.713',
"23",'9.830','9.833','9.826','9.833','9.837','9.845','9.849','9.856','9.858','9.853','9.850','9.843','9.835','9.821','9.808','9.800','9.790','9.790','9.802','9.810','9.826','9.826','9.826','9.816','9.828',
"24",'9.818','9.824','9.822','9.817','9.821','9.823','9.836','9.843','9.842','9.841','9.831','9.828','9.830','9.829','9.827','9.827','9.838','9.855','9.879','9.894','9.909','9.920','9.931','9.935','9.851',
"25",'9.937','9.947','9.947','9.958','9.966','9.982','9.995','0.020','0.027','0.027','0.014','0.023','0.022','0.023','0.030','0.030','0.033','0.040','0.055','0.070','0.069','0.063','0.056','0.046','0.016',
"26",'0.020','0.013','9.976','9.935','9.910','9.911','9.893','9.873','9.844','9.827','9.814','9.804','9.800','9.785','9.765','9.753','9.741','9.719','9.716','9.722','9.726','9.714','9.690','9.648','9.817',
"27",'9.595','9.607','9.523','9.503','9.530','9.551','9.576','9.587','9.593','9.583','9.577','9.570','9.543','9.543','9.513','9.504','9.501','9.465','9.468','9.463','9.449','9.454','9.467','9.466','9.526',
"28",'9.484','9.495','9.511','9.517','9.542','9.558','9.569','9.586','9.595','9.610','9.612','9.622','9.631','9.641','9.646','9.641','9.631','9.629','9.636','9.636','9.628','9.612','9.606','9.604','9.593',
"29",'9.590','9.594','9.588','9.594','9.601','9.613','9.640','9.669','9.687','9.711','9.730','9.761','9.779','9.814','9.826','9.856','9.875','9.905','9.934','9.962','9.971','9.980','9.986','9.992','9.777',
"30",'9.989','9.998','9.998','9.998','9.989','9.986','9.973','9.973','9.957','9.930','9.914','9.869','9.812','9.736','9.641','9.561','9.505','9.470','9.414','9.364','9.324','9.271','9.241','9.237','9.715',
"31",'9.225','9.248','9.361','9.447','9.529','9.612','9.681','9.747','9.808','9.844','9.880','9.919','9.942','9.955','9.978','9.985','9.998','0.006','0.023','0.032','0.025','0.025','0.013','9.987','9.803',
Mean,'9.905','9.902','9.892','9.878','9.872','9.866','9.866','9.864','9.862','9.860','9.854','9.850','9.844','9.846','9.838','9.836','9.832','9.830','9.832','9.836','9.836','9.842','9.842','9.844','9.855',
