'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','9.527','9.508','9.496','9.478','9.466','9.459','9.449','9.433','9.408','9.386','9.394','9.442','9.476','9.494','9.488','9.494','9.502','9.514','9.524','9.540','9.560','9.571','9.580','9.590','9.491'
'    2','9.598','9.600','9.602','9.614','9.627','9.642','9.657','9.668','9.690','9.711','9.726','9.742','9.746','9.756','9.759','9.774','9.791','9.788','9.794','9.800','9.807','9.812','9.808','9.800','9.721'
'    3','9.791','9.776','9.760','9.744','9.724','9.710','9.689','9.678','9.668','9.668','9.658','9.646','9.631','9.619','9.598','9.594','9.590','9.590','9.586','9.587','9.592','9.593','9.592','9.589','9.653'
'    4','9.590','9.589','9.584','9.590','9.594','9.604','9.614','9.630','9.644','9.654','9.664','9.667','9.678','9.674','9.678','9.678','9.671','9.684','9.698','9.698','9.710','9.720','9.716','9.710','9.656'
'    5','9.717','9.723','9.726','9.738','9.744','9.757','9.766','9.783','9.791','9.791','9.803','9.806','9.809','9.811','9.803','9.797','9.789','9.781','9.782','9.780','9.773','9.772','9.761','9.760','9.773'
'    6','9.739','9.720','9.712','9.702','9.689','9.682','9.676','9.662','9.645','9.643','9.624','9.615','9.619','9.607','9.605','9.613','9.633','9.653','9.671','9.703','9.720','9.739','9.757','9.771','9.675'
'    7','9.782','9.802','9.815','9.837','9.854','9.877','9.897','9.909','9.917','9.927','9.926','9.937','9.940','9.947','9.948','9.949','9.944','9.955','9.966','9.982','9.991','9.994','0.008','0.017','9.922'
'    8','0.017','0.012','0.016','0.022','0.034','0.036','0.034','0.033','0.046','0.048','0.052','0.062','0.080','0.088','0.090','0.094','0.110','0.120','0.142','0.160','0.187','0.200','0.214','0.224','0.088'
'    9','0.242','0.245','0.251','0.262','0.268','0.276','0.280','0.279','0.274','0.270','0.264','0.258','0.258','0.257','0.256','0.252','0.248','0.262','0.274','0.282','0.294','0.296','0.302','0.304','0.269'
'   10','0.304','0.302','0.298','0.292','0.294','0.294','0.298','0.295','0.282','0.278','0.264','0.254','0.245','0.236','0.234','0.226','0.228','0.230','0.238','0.246','0.261','0.272','0.286','0.285','0.268'
'   11','0.288','0.284','0.286','0.278','0.282','0.285','0.286','0.282','0.282','0.271','0.259','0.248','0.230','0.218','0.210','0.210','0.206','0.212','0.214','0.225','0.241','0.252','0.257','0.260','0.253'
'   12','0.265','0.264','0.260','0.253','0.268','0.273','0.271','0.277','0.271','0.266','0.264','0.263','0.258','0.251','0.247','0.241','0.246','0.251','0.255','0.257','0.275','0.290','0.301','0.309','0.266'
'   13','0.307','0.313','0.313','0.317','0.321','0.339','0.344','0.349','0.347','0.335','0.325','0.316','0.307','0.298','0.300','0.298','0.300','0.298','0.308','0.324','0.333','0.341','0.353','0.363','0.323'
'   14','0.371','0.366','0.363','0.368','0.369','0.372','0.373','0.374','0.360','0.348','0.346','0.331','0.321','0.314','0.311','0.306','0.294','0.298','0.295','0.297','0.310','0.311','0.315','0.312','0.334'
'   15','0.313','0.312','0.307','0.309','0.307','0.311','0.313','0.315','0.311','0.307','0.305','0.295','0.283','0.283','0.274','0.269','0.261','0.259','0.265','0.271','0.273','0.278','0.278','0.285','0.291'
'   16','0.283','0.275','0.270','0.271','0.266','0.267','0.272','0.270','0.262','0.248','0.239','0.227','0.218','0.210','0.204','0.200','0.196','0.194','0.194','0.199','0.204','0.210','0.216','0.213','0.234'
'   17','0.208','0.203','0.190','0.190','0.192','0.195','0.194','0.188','0.178','0.164','0.153','0.147','0.138','0.118','0.122','0.110','0.095','0.088','0.088','0.082','0.060','0.050','0.022','9.996','0.132'
'   18','9.978','9.945','9.906','9.892','9.872','9.845','9.828','9.830','9.829','9.834','9.844','9.862','9.882','9.904','9.910','9.924','9.936','9.954','9.959','9.983','9.998','9.998','0.004','0.016','9.914'
'   19','0.024','0.022','0.024','0.021','0.021','0.027','0.029','0.025','0.030','0.033','0.038','0.023','0.028','0.031','0.023','0.020','0.013','9.997','9.992','9.983','9.970','9.957','9.939','9.917','0.008'
'   20','9.894','9.868','9.841','9.819','9.803','9.801','9.791','9.793','9.783','9.777','9.788','9.796','9.798','9.796','9.802','9.807','9.808','9.820','9.810','9.797','9.796','9.792','9.796','9.784','9.807'
'   21','9.796','9.780','9.784','9.783','9.766','9.772','9.764','9.752','9.744','9.733','9.733','9.721','9.697','9.674','9.653','9.632','9.633','9.613','9.585','9.597','9.595','9.595','9.595','9.588','9.691'
'   22','9.585','9.585','9.583','9.584','9.594','9.607','9.617','9.627','9.622','9.621','9.643','9.638','9.636','9.640','9.652','9.664','9.658','9.666','9.674','9.690','9.708','9.724','9.740','9.752','9.646'
'   23','9.757','9.758','9.756','9.764','9.764','9.784','9.780','9.778','9.774','9.755','9.742','9.740','9.721','9.697','9.656','9.628','9.578','9.544','9.508','9.451','9.404','9.385','9.369','9.356','9.644'
'   24','9.354','9.348','9.340','9.348','9.352','9.360','9.362','9.366','9.364','9.362','9.357','9.355','9.347','9.338','9.331','9.319','9.305','9.295','9.289','9.289','9.290','9.295','9.299','9.299','9.332'
'   25','9.287','9.289','9.284','9.284','9.287','9.293','9.303','9.321','9.331','9.342','9.342','9.346','9.355','9.362','9.372','9.390','9.400','9.412','9.431','9.454','9.482','9.503','9.523','9.542','9.372'
'   26','9.556','9.565','9.584','9.610','9.638','9.662','9.682','9.714','9.730','9.755','9.756','9.772','9.781','9.790','9.792','9.804','9.826','9.847','9.874','9.891','9.929','9.940','9.951','9.951','9.767'
'   27','9.963','9.961','9.959','9.967','9.969','9.980','9.985','9.987','9.988','9.989','9.984','9.978','9.980','9.978','9.968','9.955','9.947','9.947','9.956','9.958','9.964','9.972','9.974','9.970','9.970'
'   28','9.964','9.972','9.976','9.970','9.970','9.968','9.960','9.962','9.960','9.942','9.941','9.935','9.931','9.929','9.923','9.917','9.921','9.923','9.927','9.925','9.929','9.933','9.926','9.925','9.943'
'   29','9.917','9.913','9.902','9.893','9.893','9.897','9.896','9.902','9.901','9.900','9.903','9.903','9.909','9.913','9.913','9.913','9.913','9.920','9.917','9.925','9.935','9.941','9.945','9.948','9.913'
'   30','9.957','9.969','9.964','9.973','9.985','0.005','0.015','0.041','0.048','0.056','0.062','0.068','0.074','0.078','0.074','0.077','0.080','0.082','0.092','0.093','0.097','0.098','0.097','0.098','0.049'
' Mean','9.912','9.909','9.905','9.906','9.907','9.913','9.914','9.917','9.916','9.914','9.913','9.913','9.913','9.910','9.907','9.905','9.904','9.907','9.910','9.916','9.923','9.928','9.931','9.931','9.913'
