"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.436','9.388','9.332','9.288','9.228','9.164','9.126','9.071','9.016','8.978','8.983','8.986','8.984','9.018','9.004','9.006','9.018','9.058','9.070','9.098','9.104','9.120','9.126','9.140','9.114',
"2",'9.128','9.130','9.100','9.082','9.048','9.010','8.972','8.934','8.890','8.834','8.804','8.766','8.726','8.690','8.662','8.646','8.648','8.654','8.672','8.698','8.728','8.774','8.816','8.874','8.845',
"3",'8.927','8.979','9.031','9.069','9.113','9.161','9.203','9.253','9.283','9.341','9.370','9.416','9.442','9.474','9.490','9.512','9.546','9.552','9.562','9.570','9.552','9.534','9.500','9.468','9.348',
"4",'9.430','9.408','9.362','9.322','9.268','9.246','9.238','9.238','9.264','9.270','9.272','9.303','9.320','9.332','9.320','9.318','9.312','9.330','9.342','9.350','9.351','9.370','9.356','9.368','9.320',
"5",'9.380','9.406','9.396','9.418','9.414','9.430','9.436','9.458','9.458','9.486','9.507','9.509','9.521','9.513','9.542','9.542','9.549','9.559','9.569','9.583','9.595','9.615','9.619','9.625','9.505',
"6",'9.635','9.623','9.619','9.635','9.645','9.657','9.665','9.680','9.679','9.701','9.711','9.708','9.730','9.734','9.762','9.764','9.768','9.792','9.802','9.800','9.802','9.806','9.794','9.796','9.721',
"7",'9.779','9.761','9.743','9.735','9.733','9.727','9.731','9.733','9.739','9.749','9.762','9.764','9.760','9.756','9.760','9.795','9.804','9.842','9.854','9.872','9.904','9.949','9.978','0.022','9.802',
"8",'0.052','0.075','0.096','0.112','0.120','0.136','0.138','0.153','0.156','0.164','0.158','0.140','0.128','0.090','0.076','0.054','0.018','9.986','9.968','9.934','9.902','9.874','9.850','9.818','0.050',
"9",'9.770','9.729','9.693','9.659','9.637','9.609','9.591','9.569','9.587','9.627','9.669','9.695','9.697','9.697','9.701','9.705','9.709','9.717','9.725','9.727','9.729','9.731','9.739','9.737','9.685',
"10",'9.743','9.742','9.741','9.731','9.731','9.743','9.745','9.761','9.765','9.775','9.775','9.767','9.775','9.755','9.745','9.733','9.727','9.717','9.703','9.681','9.655','9.658','9.643','9.635','9.727',
