"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'0.112','0.098','0.076','0.060','0.054','0.048','0.052','0.048','0.038','0.038','0.041','0.041','0.039','0.031','0.033','0.039','0.041','0.055','0.073','0.097','0.129','0.145','0.153','0.169','0.071',
"2",'0.175','0.175','0.173','0.171','0.178','0.185','0.190','0.199','0.203','0.209','0.218','0.218','0.234','0.241','0.238','0.234','0.235','0.240','0.248','0.250','0.255','0.258','0.246','0.256','0.218',
"3",'0.234','0.230','0.218','0.196','0.185','0.174','0.168','0.160','0.135','0.083','0.050','0.040','0.016','9.981','9.940','9.890','9.872','9.838','9.819','9.796','9.760','9.734','9.712','9.687','9.997',
"4",'9.683','9.687','9.677','9.653','9.637','9.637','9.627','9.620','9.621','9.627','9.635','9.651','9.668','9.683','9.702','9.731','9.741','9.761','9.777','9.799','9.813','9.825','9.837','9.842','9.706',
"5",'9.840','9.851','9.855','9.863','9.862','9.881','9.890','9.903','9.902','9.908','9.912','9.908','9.916','9.904','9.900','9.889','9.876','9.872','9.858','9.854','9.833','9.820','9.796','9.774','9.869',
"6",'9.750','9.730','9.704','9.681','9.666','9.656','9.656','9.653','9.668','9.672','9.694','9.708','9.718','9.730','9.740','9.764','9.774','9.793','9.802','9.804','9.821','9.830','9.839','9.824','9.737',
"7",'9.821','9.807','9.792','9.777','9.765','9.741','9.743','9.727','9.719','9.719','9.717','9.717','9.719','9.731','9.739','9.749','9.757','9.757','9.757','9.757','9.744','9.731','9.700','9.691','9.745',
"8",'9.684','9.679','9.691','9.705','9.727','9.758','9.792','9.809','9.823','9.831','9.843','9.857','9.864','9.876','9.878','9.879','9.875','9.886','9.883','9.890','9.883','9.879','9.875','9.868','9.822',
"9",'9.855','9.844','9.828','9.817','9.815','9.815','9.807','9.803','9.789','9.770','9.768','9.762','9.750','9.748','9.736','9.724','9.710','9.704','9.694','9.705','9.696','9.700','9.688','9.687','9.759',
"10",'9.690','9.694','9.696','9.690','9.688','9.694','9.698','9.698','9.692','9.679','9.678','9.653','9.649','9.636','9.612','9.588','9.570','9.573','9.574','9.577','9.588','9.573','9.564','9.552','9.638',
"11",'9.546','9.525','9.522','9.514','9.526','9.567','9.612','9.658','9.677','9.696','9.725','9.745','9.753','9.765','9.768','9.770','9.775','9.785','9.803','9.821','9.831','9.846','9.861','9.859','9.706',
"12",'9.849','9.843','9.836','9.829','9.829','9.835','9.842','9.842','9.837','9.823','9.807','9.797','9.800','9.797','9.790','9.779','9.765','9.767','9.769','9.785','9.787','9.777','9.777','9.783','9.806',
"13",'9.785','9.787','9.787','9.791','9.794','9.809','9.814','9.827','9.835','9.840','9.842','9.851','9.848','9.857','9.849','9.859','9.846','9.843','9.841','9.839','9.832','9.821','9.804','9.785','9.824',
"14",'9.763','9.753','9.745','9.737','9.716','9.710','9.721','9.733','9.727','9.724','9.730','9.735','9.734','9.716','9.712','9.704','9.702','9.694','9.697','9.706','9.702','9.700','9.692','9.682','9.718',
