'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','9.679','9.664','9.642','9.631','9.629','9.649','9.652','9.649','9.649','9.636','9.609','9.579','9.547','9.525','9.488','9.452','9.407','9.423','9.424','9.423','9.429','9.414','9.379','9.353','9.539'
'    2','9.320','9.282','9.244','9.228','9.224','9.226','9.238','9.255','9.288','9.300','9.325','9.340','9.356','9.392','9.417','9.451','9.491','9.543','9.586','9.619','9.641','9.663','9.671','9.695','9.408'
'    3','9.699','9.699','9.695','9.698','9.700','9.718','9.738','9.743','9.769','9.766','9.771','9.795','9.787','9.786','9.782','9.793','9.796','9.822','9.863','9.906','9.946','9.988','9.995','0.022','9.803'
'    4','0.049','0.079','0.081','0.093','0.101','0.117','0.119','0.122','0.120','0.115','0.096','0.092','0.079','0.074','0.058','0.057','0.047','0.042','0.042','0.045','0.031','0.018','9.997','9.978','0.069'
'    5','9.964','9.945','9.915','9.904','9.887','9.877','9.864','9.852','9.835','9.816','9.798','9.788','9.760','9.741','9.710','9.695','9.675','9.661','9.636','9.623','9.622','9.612','9.595','9.583','9.765'
'    6','9.574','9.567','9.557','9.553','9.551','9.557','9.562','9.572','9.578','9.599','9.629','9.651','9.674','9.688','9.709','9.708','9.722','9.731','9.737','9.749','9.765','9.769','9.767','9.773','9.656'
'    7','9.773','9.777','9.778','9.785','9.786','9.794','9.787','9.792','9.787','9.789','9.782','9.778','9.776','9.779','9.768','9.764','9.768','9.764','9.767','9.777','9.768','9.764','9.760','9.743','9.775'
'    8','9.741','9.724','9.699','9.697','9.685','9.685','9.672','9.671','9.668','9.679','9.678','9.683','9.681','9.688','9.684','9.699','9.696','9.720','9.731','9.749','9.766','9.775','9.783','9.786','9.710'
'    9','9.788','9.798','9.793','9.793','9.793','9.809','9.818','9.815','9.822','9.825','9.832','9.839','9.853','9.860','9.860','9.865','9.873','9.887','9.896','9.905','9.911','9.910','9.907','9.907','9.848'
'   10','9.901','9.897','9.894','9.892','9.886','9.890','9.898','9.912','9.913','9.926','9.937','9.942','9.945','9.951','9.963','9.963','9.964','9.980','9.986','0.001','0.010','0.027','0.035','0.050','9.948'
'   11','0.058','0.070','0.072','0.066','0.068','0.074','0.081','0.089','0.093','0.094','0.096','0.094','0.081','0.081','0.064','0.058','0.044','0.038','0.034','0.041','0.048','0.050','0.041','0.029','0.065'
'   12','0.019','0.017','0.006','9.992','9.987','9.996','9.979','9.971','9.955','9.949','9.955','9.953','9.958','9.957','9.941','9.939','9.941','9.948','9.948','9.957','9.957','9.957','9.954','9.960','9.966'
