'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','9.452','9.452','9.449','9.432','9.418','9.402','9.387','9.375','9.362','9.337','9.333','9.312','9.289','9.289','9.281','9.280','9.270','9.261','9.258','9.267','9.267','9.268','9.269','9.285','9.333'
'    2','9.289','9.307','9.333','9.339','9.352','9.361','9.380','9.388','9.389','9.398','9.407','9.404','9.389','9.383','9.379','9.383','9.388','9.403','9.409','9.418','9.420','9.420','9.421','9.426','9.383'
'    3','9.431','9.431','9.431','9.437','9.444','9.444','9.442','9.440','9.450','9.456','9.461','9.459','9.450','9.444','9.444','9.449','9.449','9.459','9.454','9.457','9.465','9.466','9.469','9.463','9.450'
'    4','9.457','9.443','9.440','9.433','9.426','9.427','9.434','9.446','9.453','9.458','9.462','9.461','9.457','9.461','9.461','9.477','9.494','9.508','9.516','9.529','9.539','9.551','9.560','9.563','9.477'
'    5','9.563','9.561','9.561','9.561','9.561','9.564','9.574','9.574','9.575','9.574','9.564','9.558','9.544','9.544','9.537','9.537','9.535','9.535','9.535','9.535','9.524','9.517','9.508','9.488','9.547'
'    6','9.476','9.463','9.455','9.449','9.432','9.428','9.420','9.416','9.401','9.390','9.379','9.364','9.336','9.340','9.331','9.325','9.322','9.330','9.332','9.333','9.338','9.342','9.343','9.354','9.379'
'    7','9.359','9.361','9.361','9.363','9.362','9.366','9.366','9.367','9.384','9.390','9.391','9.388','9.396','9.395','9.396','9.396','9.390','9.397','9.380','9.361','9.339','9.329','9.321','9.298','9.369'
'    8','9.279','9.254','9.204','9.170','9.147','9.110','9.083','9.061','9.053','9.040','9.022','9.000','8.968','8.958','8.943','8.933','8.924','8.926','8.920','8.919','8.922','8.921','8.920','8.915','9.025'
'    9','8.912','8.912','8.898','8.884','8.874','8.863','8.855','8.855','8.849','8.837','8.831','8.819','8.799','8.783','8.775','8.774','8.764','8.771','8.773','8.775','8.784','8.789','8.798','8.811','8.824'
'   10','8.817','8.825','8.829','8.835','8.838','8.842','8.849','8.859','8.870','8.878','8.885','8.889','8.885','8.885','8.882','8.885','8.884','8.907','8.919','8.929','8.942','8.947','8.965','8.977','8.884'
'   11','8.984','9.001','9.016','9.033','9.048','9.068','9.087','9.113','9.134','9.161','9.185','9.213','9.234','9.254','9.267','9.299','9.325','9.359','9.395','9.426','9.466','9.480','9.493','9.519','9.232'
'   12','9.512','9.507','9.510','9.521','9.517','9.518','9.505','9.486','9.457','9.424','9.374','9.330','9.259','9.142','8.987','8.917','8.891','8.871','8.839','8.818','8.781','8.740','8.698','8.667','9.178'
'   13','8.631','8.587','8.555','8.534','8.490','8.457','8.433','8.442','8.441','8.437','8.440','8.419','8.419','8.423','8.447','8.475','8.494','8.523','8.531','8.532','8.546','8.563','8.565','8.567','8.498'
