"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.596','9.596','9.592','9.582','9.588','9.590','9.592','9.598','9.602','9.602','9.591','9.593','9.589','9.586','9.585','9.587','9.595','9.593','9.603','9.622','9.615','9.610','9.615','9.605','9.597',
"2",'9.605','9.617','9.629','9.629','9.631','9.637','9.655','9.669','9.683','9.697','9.708','9.712','9.726','9.737','9.741','9.742','9.734','9.726','9.708','9.699','9.676','9.677','9.671','9.653','9.682',
"3",'9.640','9.624','9.582','9.560','9.520','9.496','9.427','9.386','9.340','9.316','9.299','9.288','9.301','9.310','9.307','9.295','9.301','9.297','9.303','9.329','9.329','9.333','9.355','9.407','9.389',
"4",'9.461','9.507','9.535','9.565','9.585','9.623','9.657','9.691','9.723','9.757','9.778','9.800','9.825','9.862','9.900','9.932','9.957','0.003','0.038','0.066','0.074','0.106','0.114','0.134','9.821',
"5",'0.135','0.153','0.163','0.177','0.184','0.191','0.199','0.211','0.219','0.227','0.218','0.217','0.212','0.204','0.203','0.206','0.206','0.202','0.216','0.216','0.200','0.202','0.200','0.202','0.198',
"6",'0.195','0.192','0.183','0.177','0.169','0.169','0.169','0.175','0.175','0.167','0.165','0.157','0.151','0.151','0.149','0.147','0.152','0.155','0.157','0.149','0.151','0.155','0.161','0.157','0.164',
"7",'0.151','0.153','0.151','0.157','0.161','0.174','0.184','0.195','0.198','0.211','0.206','0.218','0.223','0.232','0.232','0.244','0.258','0.280','0.300','0.315','0.324','0.334','0.330','0.338','0.232',
"8",'0.337','0.337','0.331','0.323','0.313','0.305','0.310','0.313','0.314','0.313','0.298','0.286','0.280','0.264','0.250','0.239','0.228','0.228','0.229','0.225','0.221','0.209','0.186','0.179','0.272',
"9",'0.155','0.155','0.163','0.157','0.151','0.161','0.159','0.159','0.157','0.151','0.146','0.142','0.128','0.122','0.106','0.095','0.080','0.084','0.080','0.062','0.052','0.030','0.028','0.029','0.115',
"10",'0.026','0.028','0.030','0.036','0.036','0.048','0.048','0.056','0.065','0.066','0.062','0.044','0.034','0.024','0.004','9.986','9.960','9.952','9.932','9.916','9.904','9.892','9.868','9.858','9.995',
"11",'9.844','9.819','9.797','9.779','9.766','9.749','9.730','9.717','9.702','9.693','9.665','9.643','9.621','9.595','9.569','9.545','9.534','9.508','9.474','9.447','9.435','9.413','9.395','9.382','9.618',
"12",'9.366','9.347','9.337','9.343','9.358','9.357','9.364','9.360','9.366','9.370','9.375','9.371','9.370','9.368','9.374','9.386','9.394','9.412','9.426','9.443','9.454','9.472','9.482','9.498','9.391',
"13",'9.525','9.553','9.583','9.623','9.649','9.703','9.737','9.765','9.777','9.791','9.819','9.827','9.844','9.847','9.855','9.864','9.881','9.917','9.951','9.969','9.996','0.019','0.043','0.067','9.817',
"14",'0.079','0.094','0.100','0.108','0.119','0.146','0.155','0.169','0.175','0.187','0.184','0.184','0.182','0.180','0.170','0.176','0.175','0.183','0.192','0.190','0.198','0.198','0.196','0.201','0.164',
"15",'0.194','0.194','0.183','0.180','0.170','0.166','0.169','0.172','0.166','0.172','0.152','0.132','0.107','0.096','0.078','0.066','0.060','0.046','0.039','0.037','0.028','0.024','0.008','9.998','0.110',
"16",'9.983','9.961','9.956','9.935','9.913','9.899','9.890','9.889','9.869','9.863','9.835','9.826','9.805','9.795','9.801','9.782','9.773','9.795','9.786','9.787','9.788','9.803','9.796','9.810','9.847',
"17",'9.810','9.814','9.816','9.822','9.826','9.832','9.849','9.868','9.886','9.896','9.925','9.949','9.957','9.965','9.965','9.981','9.997','0.022','0.029','0.037','0.048','0.071','0.081','0.113','9.940',
"18",'0.111','0.113','0.121','0.124','0.131','0.149','0.169','0.191','0.197','0.212','0.207','0.207','0.212','0.207','0.209','0.211','0.215','0.229','0.233','0.239','0.243','0.249','0.247','0.255','0.195',
"19",'0.255','0.254','0.255','0.255','0.255','0.261','0.259','0.259','0.259','0.259','0.254','0.250','0.248','0.234','0.208','0.201','0.204','0.198','0.204','0.218','0.222','0.231','0.229','0.238','0.238',
"20",'0.228','0.232','0.234','0.246','0.248','0.276','0.282','0.298','0.308','0.318','0.313','0.325','0.329','0.345','0.339','0.341','0.353','0.377','0.387','0.400','0.403','0.405','0.403','0.407','0.325',
