'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','9.637','9.633','9.605','9.589','9.565','9.553','9.543','9.541','9.529','9.523','9.513','9.496','9.473','9.449','9.438','9.421','9.400','9.395','9.351','9.316','9.297','9.258','9.233','9.207','9.457'
'    2','9.166','9.120','9.087','9.090','9.090','9.104','9.132','9.154','9.151','9.144','9.146','9.132','9.110','9.094','9.076','9.061','9.042','9.040','9.044','9.026','9.010','9.012','8.998','8.974','9.083'
'    3','8.956','8.940','8.952','8.940','8.938','8.942','8.891','8.854','8.781','8.696','8.653','8.607','8.589','8.581','8.618','8.677','8.721','8.761','8.813','8.875','8.927','8.997','9.053','9.127','8.829'
'    4','9.169','9.227','9.249','9.275','9.301','9.317','9.331','9.341','9.338','9.329','9.298','9.275','9.228','9.130','9.056','8.970','8.896','8.856','8.838','8.816','8.830','8.848','8.851','8.906','9.111'
'    5','8.916','8.952','8.975','9.002','9.048','9.094','9.130','9.153','9.200','9.210','9.241','9.261','9.307','9.337','9.365','9.401','9.429','9.453','9.469','9.473','9.478','9.488','9.497','9.489','9.265'
'    6','9.486','9.466','9.458','9.438','9.422','9.406','9.410','9.400','9.436','9.478','9.472','9.490','9.514','9.523','9.554','9.602','9.628','9.658','9.670','9.689','9.690','9.690','9.696','9.690','9.540'
'    7','9.688','9.676','9.634','9.607','9.574','9.526','9.492','9.453','9.420','9.368','9.328','9.276','9.246','9.229','9.235','9.226','9.224','9.202','9.174','9.144','9.124','9.090','9.060','9.036','9.335'
'    8','8.989','8.959','8.929','8.897','8.854','8.869','8.859','8.871','8.851','8.833','8.816','8.794','8.774','8.768','8.764','8.811','8.864','8.922','8.968','9.016','9.068','9.126','9.184','9.244','8.918'
'    9','9.299','9.343','9.409','9.467','9.527','9.575','9.601','9.634','9.673','9.700','9.716','9.730','9.748','9.756','9.766','9.782','9.780','9.780','9.762','9.760','9.742','9.710','9.658','9.606','9.647'
'   10','9.547','9.473','9.430','9.361','9.307','9.243','9.172','9.132','9.117','9.075','9.054','9.008','8.971','8.944','8.914','8.958','9.024','9.056','9.100','9.132','9.180','9.256','9.301','9.350','9.171'
