"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.027','9.053','9.079','9.111','9.145','9.181','9.209','9.229','9.279','9.321','9.353','9.377','9.415','9.442','9.483','9.511','9.537','9.579','9.615','9.657','9.689','9.705','9.719','9.739','9.394',
"2",'9.754','9.748','9.740','9.734','9.719','9.688','9.668','9.626','9.596','9.582','9.539','9.524','9.484','9.449','9.418','9.368','9.336','9.340','9.344','9.362','9.362','9.350','9.336','9.318','9.516',
"3",'9.301','9.279','9.261','9.250','9.244','9.240','9.242','9.245','9.237','9.241','9.242','9.231','9.235','9.272','9.325','9.369','9.383','9.407','9.413','9.411','9.403','9.395','9.391','9.405','9.309',
"4",'9.399','9.381','9.369','9.366','9.371','9.379','9.407','9.425','9.445','9.492','9.557','9.623','9.683','9.727','9.773','9.809','9.833','9.879','9.901','9.923','9.941','9.967','9.990','0.017','9.652',
"5",'0.036','0.036','0.028','0.022','0.037','0.044','0.060','0.060','0.064','0.068','0.061','0.058','0.049','0.033','0.029','0.017','0.007','0.001','9.986','9.985','9.983','9.973','9.959','9.929','0.022',
"6",'9.902','9.876','9.830','9.809','9.762','9.727','9.681','9.633','9.596','9.560','9.520','9.464','9.433','9.404','9.376','9.340','9.324','9.314','9.308','9.314','9.314','9.316','9.328','9.354','9.520',
"7",'9.362','9.376','9.386','9.394','9.394','9.408','9.412','9.420','9.422','9.430','9.434','9.433','9.425','9.411','9.401','9.399','9.387','9.359','9.347','9.321','9.275','9.219','9.167','9.120','9.363',
"8",'9.072','9.000','8.974','8.930','8.920','8.908','8.894','8.872','8.864','8.854','8.877','8.874','8.914','8.936','8.948','8.972','9.004','9.032','9.064','9.112','9.134','9.156','9.168','9.177','8.986',
"9",'9.196','9.212','9.228','9.245','9.261','9.284','9.311','9.329','9.343','9.361','9.371','9.386','9.403','9.408','9.408','9.404','9.405','9.404','9.405','9.401','9.397','9.385','9.372','9.366','9.345',
"10",'9.357','9.345','9.330','9.322','9.304','9.302','9.298','9.289','9.296','9.316','9.322','9.322','9.328','9.343','9.352','9.362','9.378','9.392','9.411','9.430','9.442','9.456','9.472','9.480','9.360',
"11",'9.481','9.482','9.484','9.484','9.504','9.512','9.528','9.538','9.550','9.561','9.572','9.578','9.592','9.604','9.618','9.634','9.661','9.686','9.714','9.749','9.773','9.792','9.810','9.826','9.614',
"12",'9.845','9.857','9.865','9.883','9.900','9.932','9.959','9.979','9.985','9.989','9.977','9.982','9.978','9.982','9.974','9.969','9.950','9.939','9.940','9.941','9.925','9.907','9.859','9.837','9.931',
"13",'9.792','9.744','9.700','9.654','9.600','9.561','9.554','9.550','9.560','9.572','9.584','9.588','9.612','9.627','9.638','9.647','9.660','9.658','9.660','9.656','9.641','9.638','9.614','9.588','9.629',
"14",'9.553','9.524','9.491','9.460','9.425','9.377','9.341','9.302','9.253','9.233','9.199','9.171','9.139','9.121','9.107','9.099','9.099','9.090','9.093','9.112','9.126','9.127','9.127','9.125','9.237',
"15",'9.131','9.127','9.123','9.115','9.111','9.111','9.118','9.139','9.153','9.161','9.168','9.175','9.175','9.175','9.173','9.173','9.171','9.171','9.173','9.187','9.203','9.221','9.231','9.261','9.164',
"16",'9.298','9.330','9.372','9.414','9.442','9.480','9.522','9.556','9.590','9.635','9.663','9.689','9.723','9.755','9.783','9.815','9.847','9.881','9.903','9.935','9.963','9.989','0.015','0.029','9.693',
"17",'0.046','0.058','0.074','0.088','0.098','0.121','0.134','0.136','0.132','0.144','0.139','0.137','0.135','0.125','0.121','0.113','0.122','0.121','0.111','0.117','0.109','0.099','0.091','0.075','0.110',
"18",'0.050','0.025','0.022','0.012','0.002','9.990','9.983','9.983','9.975','9.980','9.977','9.981','9.991','9.988','9.985','9.994','9.995','0.008','0.012','0.012','0.013','0.015','0.006','0.003','0.000',
"19",'9.986','9.972','9.964','9.940','9.954','9.948','9.944','9.942','9.940','9.932','9.915','9.893','9.883','9.877','9.863','9.867','9.867','9.869','9.875','9.889','9.896','9.907','9.919','9.927','9.915',
