"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'9.627','9.619','9.605','9.587','9.609','9.653','9.687','9.707','9.749','9.783','9.788','9.788','9.793','9.813','9.810','9.819','9.829','9.853','9.861','9.883','9.895','9.901','9.905','9.897','9.769',
"2",'9.888','9.891','9.890','9.894','9.922','9.932','9.956','9.986','0.010','0.026','0.051','0.067','0.079','0.097','0.109','0.135','0.149','0.163','0.175','0.195','0.203','0.205','0.221','0.228','0.061',
"3",'0.239','0.239','0.243','0.243','0.247','0.245','0.243','0.255','0.259','0.261','0.248','0.256','0.242','0.250','0.254','0.256','0.250','0.252','0.256','0.254','0.262','0.268','0.266','0.274','0.253',
"4",'0.279','0.270','0.274','0.256','0.266','0.274','0.276','0.286','0.294','0.304','0.312','0.308','0.296','0.290','0.294','0.292','0.292','0.282','0.278','0.276','0.276','0.280','0.272','0.266','0.283',
"5",'0.268','0.266','0.266','0.266','0.259','0.260','0.256','0.264','0.277','0.296','0.291','0.293','0.283','0.283','0.281','0.285','0.283','0.287','0.289','0.287','0.293','0.303','0.301','0.313','0.281',
"6",'0.329','0.337','0.349','0.339','0.331','0.333','0.335','0.369','0.352','0.357','0.379','0.397','0.411','0.415','0.407','0.399','0.397','0.395','0.385','0.398','0.389','0.381','0.375','0.353','0.371',
"7",'0.345','0.321','0.309','0.305','0.295','0.281','0.271','0.251','0.247','0.239','0.235','0.223','0.203','0.190','0.183','0.183','0.169','0.155','0.147','0.130','0.137','0.139','0.127','0.113','0.217',
"8",'0.090','0.091','0.081','0.071','0.047','0.029','0.027','0.025','0.019','0.011','9.993','9.966','9.947','9.923','9.909','9.906','9.895','9.877','9.867','9.853','9.851','9.831','9.831','9.813','9.956',
"9",'9.804','9.790','9.786','9.782','9.770','9.772','9.776','9.788','9.800','9.824','9.836','9.843','9.847','9.855','9.863','9.881','9.889','9.901','9.907','9.918','9.921','9.923','9.919','9.917','9.846',
"10",'9.919','9.905','9.895','9.881','9.867','9.865','9.861','9.859','9.871','9.877','9.883','9.873','9.863','9.857','9.863','9.881','9.893','9.909','9.919','9.931','9.937','9.951','9.960','9.971','9.895',
"11",'9.978','9.992','0.000','0.014','0.019','0.030','0.052','0.082','0.089','0.104','0.105','0.111','0.111','0.114','0.126','0.137','0.151','0.153','0.155','0.165','0.167','0.179','0.183','0.199','0.101',
"12",'0.199','0.207','0.205','0.209','0.209','0.217','0.221','0.229','0.239','0.257','0.268','0.257','0.271','0.265','0.271','0.279','0.281','0.279','0.289','0.293','0.290','0.287','0.287','0.286','0.254',
"13",'0.280','0.269','0.254','0.247','0.218','0.212','0.203','0.200','0.202','0.188','0.191','0.175','0.154','0.157','0.159','0.165','0.151','0.147','0.147','0.159','0.171','0.179','0.195','0.207','0.193',
"14",'0.205','0.201','0.185','0.181','0.183','0.167','0.175','0.175','0.177','0.179','0.177','0.167','0.167','0.166','0.151','0.147','0.137','0.136','0.129','0.138','0.139','0.138','0.143','0.135','0.162',
"15",'0.120','0.119','0.111','0.104','0.097','0.098','0.102','0.102','0.106','0.094','0.077','0.047','0.031','0.020','0.007','9.996','9.976','9.956','9.941','9.931','9.923','9.912','9.897','9.885','0.027',
"16",'9.846','9.832','9.815','9.781','9.766','9.732','9.698','9.710','9.707','9.695','9.674','9.644','9.623','9.592','9.558','9.549','9.512','9.537','9.530','9.533','9.539','9.546','9.540','9.530','9.645',
"17",'9.538','9.553','9.569','9.607','9.644','9.681','9.716','9.750','9.784','9.818','9.840','9.843','9.852','9.863','9.864','9.866','9.866','9.864','9.872','9.882','9.894','9.892','9.886','9.868','9.784',
"18",'9.862','9.857','9.856','9.842','9.827','9.815','9.817','9.817','9.814','9.796','9.784','9.748','9.717','9.708','9.693','9.689','9.677','9.694','9.695','9.700','9.696','9.694','9.684','9.674','9.756',
"19",'9.666','9.656','9.640','9.631','9.616','9.599','9.593','9.583','9.584','9.580','9.571','9.557','9.540','9.533','9.529','9.529','9.531','9.537','9.539','9.542','9.549','9.548','9.548','9.550','9.573',
"20",'9.544','9.550','9.557','9.557','9.611','9.635','9.643','9.641','9.643','9.623','9.614','9.520','9.474','9.464','9.497','9.564','9.576','9.654','9.658','9.686','9.740','9.800','9.828','9.882','9.623',
"21",'9.917','9.928','9.946','9.960','9.956','9.935','9.916','9.898','9.900','9.880','9.851','9.825','9.819','9.819','9.827','9.820','9.831','9.847','9.825','9.815','9.801','9.809','9.799','9.789','9.863',
"22",'9.776','9.768','9.747','9.738','9.737','9.731','9.708','9.732','9.768','9.776','9.811','9.811','9.831','9.851','9.885','9.943','9.999','0.055','0.072','0.121','0.147','0.191','0.240','0.273','9.905',
"23",'0.295','0.314','0.307','0.319','0.325','0.355','0.376','0.397','0.408','0.415','0.416','0.412','0.407','0.400','0.399','0.378','0.372','0.352','0.338','0.326','0.306','0.276','0.260','0.240','0.350',
"24",'0.201','0.176','0.147','0.106','0.084','0.038','9.994','9.950','9.935','9.900','9.873','9.868','9.750','9.694','9.650','9.588','9.521','9.450','9.430','9.501','9.522','9.516','9.522','9.530','9.789',
"25",'9.535','9.538','9.492','9.484','9.449','9.429','9.397','9.405','9.409','9.432','9.446','9.432','9.428','9.409','9.406','9.415','9.414','9.439','9.409','9.420','9.444','9.453','9.423','9.444','9.440',
