'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'    1','9.603','9.600','9.600','9.600','9.608','9.613','9.626','9.646','9.660','9.694','9.708','9.721','9.735','9.755','9.777','9.803','9.841','9.871','9.898','9.927','9.945','9.967','9.976','0.002','9.757'
'    2','0.017','0.030','0.028','0.027','0.042','0.064','0.081','0.091','0.094','0.103','0.105','0.112','0.105','0.099','0.094','0.101','0.095','0.095','0.108','0.105','0.093','0.092','0.077','0.065','0.080'
'    3','0.053','0.048','0.042','0.030','0.005','0.007','0.005','0.011','0.013','0.012','0.001','9.993','9.995','0.000','0.003','0.005','0.009','0.002','0.017','0.015','0.017','0.010','0.010','0.005','0.013'
'    4','0.003','0.003','9.987','9.969','9.971','9.975','9.975','9.965','9.967','9.969','9.959','9.943','9.911','9.897','9.883','9.875','9.871','9.869','9.863','9.855','9.849','9.837','9.825','9.819','9.918'
'    5','9.807','9.797','9.787','9.773','9.759','9.749','9.747','9.747','9.741','9.733','9.714','9.701','9.678','9.673','9.653','9.641','9.633','9.634','9.623','9.607','9.593','9.583','9.569','9.561','9.688'
'    6','9.545','9.531','9.507','9.489','9.479','9.475','9.473','9.479','9.477','9.479','9.468','9.462','9.444','9.447','9.434','9.436','9.424','9.424','9.416','9.418','9.406','9.394','9.377','9.370','9.452'
'    7','9.362','9.361','9.355','9.360','9.365','9.373','9.389','9.412','9.423','9.436','9.450','9.467','9.470','9.490','9.510','9.538','9.572','9.572','9.598','9.616','9.619','9.630','9.639','9.641','9.485'
'    8','9.633','9.629','9.592','9.552','9.520','9.489','9.414','9.374','9.314','9.262','9.202','9.192','9.152','9.142','9.150','9.170','9.191','9.223','9.242','9.248','9.232','9.252','9.226','9.226','9.318'
'    9','9.219','9.221','9.219','9.230','9.228','9.249','9.257','9.268','9.261','9.275','9.280','9.268','9.256','9.262','9.243','9.230','9.228','9.240','9.242','9.224','9.234','9.224','9.210','9.204','9.241'
'   10','9.162','9.145','9.138','9.137','9.116','9.134','9.138','9.162','9.184','9.204','9.226','9.256','9.268','9.278','9.288','9.322','9.346','9.398','9.412','9.433','9.466','9.496','9.508','9.540','9.282'
'   11','9.560','9.589','9.607','9.625','9.643','9.652','9.667','9.677','9.695','9.701','9.676','9.691','9.697','9.680','9.684','9.690','9.708','9.702','9.704','9.706','9.706','9.709','9.698','9.690','9.673'
'   12','9.688','9.687','9.677','9.668','9.649','9.640','9.632','9.604','9.585','9.576','9.552','9.526','9.491','9.466','9.436','9.431','9.414','9.406','9.386','9.376','9.350','9.338','9.312','9.284','9.507'
'   13','9.247','9.241','9.229','9.217','9.227','9.213','9.219','9.224','9.229','9.236','9.242','9.252','9.227','9.238','9.242','9.241','9.250','9.264','9.274','9.276','9.294','9.308','9.322','9.350','9.253'
