"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"1",'0.458','0.462','0.465','0.464','0.462','0.464','0.466','0.466','0.472','0.484','0.479','0.471','0.467','0.456','0.443','0.437','0.412','0.403','0.385','0.369','0.341','0.331','0.311','0.301','0.428',
"2",'0.282','0.278','0.265','0.252','0.240','0.230','0.225','0.230','0.234','0.236','0.243','0.251','0.257','0.255','0.247','0.236','0.225','0.221','0.215','0.191','0.165','0.141','0.123','0.095','0.222',
"3",'0.062','0.026','9.990','9.970','9.950','9.940','9.934','9.922','9.908','9.897','9.895','9.881','9.863','9.841','9.825','9.815','9.797','9.807','9.799','9.805','9.811','9.825','9.835','9.859','9.886',
"4",'9.867','9.887','9.897','9.903','9.913','9.928','9.955','9.973','9.993','0.011','0.021','0.030','0.038','0.043','0.054','0.060','0.071','0.092','0.104','0.124','0.134','0.136','0.135','0.137','0.021',
"5",'0.126','0.114','0.100','0.078','0.070','0.063','0.064','0.059','0.056','0.052','0.054','0.049','0.037','0.036','0.015','0.013','0.004','0.004','9.995','9.977','9.961','9.929','9.893','9.871','0.026',
"6",'9.850','9.806','9.750','9.717','9.704','9.652','9.640','9.618','9.593','9.576','9.564','9.564','9.552','9.544','9.524','9.512','9.494','9.484','9.477','9.471','9.461','9.444','9.437','9.428','9.578',
"7",'9.410','9.392','9.378','9.368','9.370','9.376','9.381','9.382','9.386','9.396','9.399','9.403','9.413','9.411','9.411','9.414','9.419','9.439','9.449','9.463','9.462','9.463','9.459','9.463','9.413',
"8",'9.450','9.438','9.426','9.400','9.402','9.372','9.346','9.310','9.286','9.267','9.250','9.204','9.148','9.118','9.068','9.032','8.992','8.975','8.936','8.902','8.872','8.854','8.846','8.844','9.156',
"9",'8.838','8.846','8.850','8.856','8.876','8.902','8.922','8.954','8.980','9.008','9.037','9.067','9.100','9.128','9.169','9.206','9.252','9.294','9.340','9.374','9.396','9.428','9.469','9.500','9.116',
"10",'9.515','9.526','9.561','9.577','9.597','9.627','9.649','9.655','9.663','9.673','9.667','9.666','9.657','9.657','9.655','9.659','9.661','9.693','9.727','9.759','9.779','9.811','9.839','9.861','9.672',
"11",'9.856','9.861','9.859','9.859','9.873','9.889','9.895','9.909','9.916','9.916','9.918','9.934','9.942','9.935','9.935','9.936','9.922','9.918','9.910','9.906','9.898','9.932','9.988','0.030','9.914',
"12",'0.070','0.109','0.131','0.174','0.218','0.260','0.294','0.319','0.334','0.364','0.385','0.411','0.415','0.419','0.417','0.425','0.436','0.445','0.449','0.467','0.455','0.458','0.465','0.467','0.349',
"13",'0.458','0.442','0.436','0.430','0.428','0.412','0.406','0.410','0.402','0.402','0.408','0.408','0.404','0.394','0.388','0.392','0.394','0.404','0.414','0.424','0.420','0.424','0.424','0.430','0.415',
"14",'0.426','0.428','0.414','0.418','0.422','0.428','0.438','0.460','0.464','0.466','0.465','0.464','0.457','0.433','0.412','0.405','0.403','0.407','0.406','0.420','0.419','0.421','0.421','0.417','0.430',
"15",'0.413','0.414','0.396','0.395','0.392','0.395','0.395','0.405','0.413','0.423','0.423','0.425','0.417','0.411','0.402','0.396','0.396','0.398','0.408','0.418','0.420','0.424','0.421','0.421','0.409',
"16",'0.428','0.431','0.430','0.425','0.428','0.439','0.443','0.451','0.463','0.463','0.453','0.466','0.435','0.417','0.404','0.401','0.397','0.400','0.409','0.416','0.419','0.424','0.418','0.417','0.428',
"17",'0.413','0.403','0.393','0.378','0.374','0.375','0.370','0.366','0.365','0.347','0.323','0.305','0.285','0.273','0.251','0.247','0.235','0.243','0.243','0.256','0.260','0.278','0.305','0.329','0.317',
"18",'0.358','0.365','0.363','0.364','0.366','0.381','0.397','0.411','0.421','0.429','0.424','0.414','0.408','0.406','0.390','0.380','0.368','0.372','0.380','0.380','0.379','0.380','0.374','0.366','0.387',
"19",'0.355','0.344','0.321','0.298','0.275','0.252','0.222','0.210','0.186','0.168','0.138','0.120','0.106','0.084','0.077','0.060','0.052','0.046','0.036','0.028','0.020','0.022','0.010','9.992','0.143',
"20",'9.990','9.972','9.972','9.968','9.968','9.965','9.968','9.973','9.966','9.962','9.961','9.955','9.955','9.945','9.937','9.931','9.929','9.929','9.929','9.935','9.925','9.911','9.903','9.885','9.947',
"21",'9.870','9.856','9.842','9.826','9.826','9.826','9.818','9.820','9.812','9.804','9.793','9.787','9.783','9.773','9.777','9.798','9.793','9.795','9.793','9.791','9.803','9.807','9.811','9.819','9.809',
"22",'9.820','9.816','9.816','9.814','9.820','9.826','9.836','9.838','9.848','9.852','9.838','9.839','9.841','9.835','9.829','9.837','9.839','9.851','9.869','9.883','9.902','9.914','9.933','9.939','9.851',
"23",'9.949','9.959','9.961','9.971','9.977','9.991','9.997','9.999','9.999','0.003','9.999','9.992','9.979','9.971','9.971','9.977','9.977','9.991','0.007','0.031','0.039','0.051','0.053','0.053','9.996',
"24",'0.055','0.057','0.051','0.047','0.049','0.055','0.059','0.059','0.059','0.053','0.051','0.043','0.041','0.043','0.031','0.037','0.041','0.043','0.055','0.065','0.069','0.065','0.065','0.065','0.052',
"25",'0.055','0.039','0.015','9.993','9.987','9.965','9.931','9.891','9.863','9.837','9.806','9.786','9.765','9.742','9.720','9.698','9.684','9.693','9.702','9.715','9.714','9.730','9.748','9.760','9.827',
"26",'9.776','9.780','9.788','9.806','9.814','9.828','9.838','9.852','9.862','9.870','9.882','9.886','9.886','9.884','9.872','9.868','9.866','9.878','9.880','9.876','9.864','9.848','9.824','9.794','9.847',
"27",'9.766','9.742','9.700','9.658','9.630','9.614','9.598','9.588','9.584','9.582','9.591','9.597','9.603','9.603','9.607','9.619','9.610','9.597','9.595','9.567','9.541','9.511','9.509','9.518','9.605',
"28",'9.521','9.521','9.521','9.533','9.535','9.544','9.545','9.545','9.547','9.525','9.489','9.443','9.391','9.343','9.283','9.225','9.173','9.101','9.043','9.005','9.017','9.005','8.987','9.009','9.327',
"29",'9.031','9.065','9.107','9.143','9.197','9.265','9.345','9.427','9.473','9.525','9.552','9.603','9.619','9.657','9.683','9.701','9.725','9.741','9.757','9.785','9.805','9.827','9.837','9.861','9.530',
"30",'9.880','9.912','9.960','0.014','0.062','0.118','0.150','0.186','0.226','0.247','0.265','0.265','0.277','0.277','0.275','0.263','0.269','0.255','0.253','0.257','0.249','0.237','0.217','0.201','0.180',
"31",'0.170','0.136','0.111','0.084','0.067','0.047','0.015','0.017','9.995','9.987','9.985','9.977','9.971','9.965','9.953','9.941','9.939','9.937','9.929','9.923','9.920','9.911','9.908','9.901','9.991',
Mean,'0.458','0.462','0.465','0.464','0.462','0.464','0.466','0.466','0.472','0.484','0.479','0.471','0.467','0.456','0.443','0.437','0.412','0.403','0.385','0.369','0.341','0.331','0.311','0.301','0.428',
